기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,산업군,섹터,호황,불황,산업코스피,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19
이지트로닉스,2022,Feb_22,1343.51,2.73,22000,887,2022-02-04,7972631,16296547229,19581676951,10634928815,5336432781,2990000000,9721342172,-57866378,341581866,157582927,,12279467534,1.2622114157418525,1.5323607249739737,0.027817319,0.012833042,0.012453727,19.76548607354335,58.278452592093984,0.35,1,55.16,0.087994023,-0.195113608,-0.156534604,-0.218595359,12279467533,-0.27180748,-425.7709484,51.34554981499279,95.45,100,85,1.25,6547.6,111.57,103.6,105.42,6547.6,461766293,1198.34,3664966.3,2750.26,0.4049999999999998,-0.172558,기계제조,Sensitive,0.2517925286768611,-0.27596668,1002.63,0,0.12778124,0,0,0.08508191,0,0.060026746,0.18818723,0.22144863,0,0,0.15831383,0,0.10147485,0,0.16294108,0.043803968,0.00404229,0.003814679,0.0627862
인바이오,2020,Dec_20,1,8,5800,1414,2020-12-11,10084400,45591770549,16889147911,27590024102,959491701,4202750000,-1417267145,446285434,3265028024,1979806606,,26775491423,8.834023126031113,1.6524730235989555,0.1219409187461395,0.073941,0.6126078446708838,196.3236886676451,10.392377158046717,24.67,1,55.68,-28.45310972,0.2835114662520341,-0.009933344,0.043697796,26775491422,-0.510871606,95.15030185236604,4.037917783,93.75,100,76,0.5,11607.7,100.84,90.8,100.33,11607.7,443098121,1095.13,3201544.8,2770.06,0.7050000000000001,-0.069608,화학,Sensitive,0.2496456165562837,-0.239245856,6403.93,0,0.1768442,0,0,0.077087,0,0.05082677,0.20997019,0.25850606,0,0,0.09659341,0,0.11375914,0,0.2058876,0.011670588,0.03771592,0,0.03773196
인벤티지랩,2022,Nov_22,14.37,20.8,12000,5,2022-11-22,8473148,16107761619,9209106805,2384751648,2238725934,3567074000,-15596539696,3188129815,-6414418228,-6325278432,,1098118883,-0.522938801,6.7544818063167975,-5.841278506,-5.76010351,0.7154211215516653,-746.5086686,-3.226074463,19.44,3,60.71,1.1964753435142117,-2.471219342,-0.707464465,-0.780254227,1098118882,-2.330796613,347.6845715429496,-0.454421893,92.86,-100,76,3.25,-1976.8,116.75,86.4,109.07,-1976.8,416104905,1364.1,3801790.3,2405.27,0.02,-0.10352,의료/의약,Growth,0.241136277,-0.299872713,2128.1,0,0.1027302,0,0,0,0,0.08202857,0.0774949,0.15223455,0,0,0.12888049,0,0.08981041,0,0.11748941,0.012476031,0.02765052,0.042949785,0.019967318
인스웨이브시스템즈,2023,Sep_23,672.42,7.46,24000,618,2023-09-25,4901526,20797655,9800088,9242910,1166302,1984263,11480250,-800881,316611,180579,,14011366,0.8219768230788765,2.250119821571345,0.022596726,0.012888037,0.014259653,0.036841384,63.76446491120018,60.14,6,81.83,-0.374486938,0.2883142995959384,-0.138744247,-0.110690853,14011365,-0.364098614,-1.063165431,61.60578717500032,68.42,100,73,3.5,3894.3,118.03,99.8,112.85,3894.3,414117817,1329.47,3843786.7,2495.76,0.1069999999999997,0.03979,소프트웨어,Growth,0.2534014298070295,-0.282351421,3072.66,0,0.11913195,0,0,0,0,0.067277074,0.05509456,0.14881884,0.004623898,0,0.118553385,0,0.039765056,0,0.10967996,0.01761915,0.03103315,0.001808454,0
인스피언,2024,Oct_24,1069.68,2.4,12000,1538,2024-10-18,10137772,17589216934,10046012793,5741307581,0,782027200,19300543333,1811351613,592648553,610369849,,6863673499,0.2622329403893003,3.063625608948193,0.08634568,0.088927576,0.027878506,60.20749421075952,36.94250502287146,30.93,6,82.25,-0.049004459,1.543338330610093,-0.164383047,-0.225427355,6863673498,-0.239277706,-438.5129531,32.24950122638318,84,200,72,3.25,7836.4,119.01,101.8,114.69,7836.4,415689646,1361,4110779,2593.82,0.1589999999999998,-0.087183,소프트웨어,Growth,0.2183949993268766,-0.290821393,3048.82,0,0.18190788,0,0,0.052228305,0,0.067687444,0.14045541,0.23990248,0,0,0.13540673,0,0.072182976,0.000292431,0.14442115,0.012399014,0,0,0.031702995
인카금융서비스,2022,Feb_22,13,0.7,18000,25,2022-02-17,5137980,1.67882E+11,22834367690,1.46425E+11,7480384754,2246995000,30524085429,-14400000,15688207845,11726343887,,2.33842E+11,4.698439803739857,1.146539874320463,0.067088975,0.050146479,0.3579832795455819,2282.2867911124604,2.3464165367194623,0.93,1,56.6,-2.449482182,0.045823956,0.01837319,0.012647707,2.33842E+11,-0.178769164,85.29798734132874,0.6358638169132405,95.83,-125,85,1.25,6547.6,111.57,103.6,105.42,6547.6,461766293,1198.34,3664966.3,2744.09,0.4049999999999998,-1.019274,금융,Infra,0.2923262413945012,-0.288132749,425.1,0,0.13878633,0,0,0.09548213,0,0.057115752,0.19218372,0.22633193,0,0,0.16314729,0,0.10477874,0,0.16363433,0.03891727,0.008815013,0.00173278,0.07766396
인크로스,2016,Oct_16,492.1,6.1,43000,1048,2016-10-31,2939035,49412502,6603752,31226352,56998,1316200,6158321,1575198,3965962,3250798,,13706638,3.4568310905565136,1.5823975211705803,0.2893460818035757,0.2371696108119292,0.3592153524324899,1.1060766544120777,6.236293741594095,40.05,1,68.63,-2.040104644,0.1749656825877321,0.080580479,0.2458538992004994,13706637,0.3992513651788322,1.1844217574816225,2.363969882841673,94.44,100,75,1.25,4605.5,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8,2008.19,0.2350000000000001,-0.438821,서비스,Protective,0.270897594,-0.263519649,1089.9,0,0.13511103,0,0,0.02334389,0,0.05838325,0.20998728,0.11891093,0,0,0.07723092,0,0.101648346,0.0481162,0.11342558,0,0,0,0.08693678
인터파크INT,2014,Feb_14,484,86,7700,492,2014-02-06,32605628,1.95852E+11,1.4605E+11,2.01851E+11,40908862774,13515095000,29050514447,-615023890,16643329432,10919723800,,2.81821E+11,5.786796541663348,0.9702828401399012,0.059056465,0.038747072,0.2602996753206917,334.9030357581213,5.956879536096897,73.31,1,88.5,-2.929574851,0.056174285,0.015823163,0.008124148,2.81821E+11,-0.092003284,0.2896910312538807,0.2611239846848336,95.24,200,76,2.5,6803.9,101.7,109.2,93.98,6803.9,351791760,1071.3,1957315.4,1907.89,0.6679999999999997,-0.178494,유통,Protective,0.2613000007635606,-0.287448508,1178.06,,,,,,,,,,,,,,,,,,,,
인텔리안테크,2016,Oct_16,319,1.3,19000,745,2016-10-18,7165110,43351394318,27772371273,20205204750,15416639620,2835805000,24753318082,-756749351,7092996234,5807500801,,42472182841,1.327569626,2.145555803783676,0.1670033362908031,0.1367365746832724,0.2164363413845295,810.5250025470649,5.005207961456814,24.44,4,54.26,0.075231977,-0.619737996,0.079266511,0.04660756,42472182840,-0.035948164,62.22907115173393,-0.669157388,95,40,75,1.25,4605.5,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8,2040.43,0.2350000000000001,-0.615644,부품제조,Sensitive,0.2447328893203587,-0.258338695,884.13,0,0.11936091,0,0,0.026740713,0,0.0468291,0.20402588,0.10445993,0,0,0.06858293,0,0.104396194,0.048255775,0.10637593,0,0,0,0.08566951
인포마크,2015,Sep_15,251.2,12,14000,381,2015-09-23,3503708,30166262542,13135524276,19399777309,2339277675,1444304000,8912432603,265050260,3029454532,2783784770,,34275795725,2.0466476370116182,1.5549798361863247,0.088384659,0.081217218,0.2620825296068643,794.5253343029727,7.117694491280122,17.12,6,56.26,-1.03322379,0.2735427806814012,0.029859006,0.033248479,34275795724,-0.196026433,-172.8232969,3.623356676,92.86,100,72,1.5,9333.7,96.47,103.5,94.966,9333.7,368113633,1184.76,2228676.6,1944.64,0.5650000000000002,-0.384302,전자/회로,Growth,0.1797850808025129,-0.248641177,8908.43,0,0.1252845,0,0,0.063045464,0,0.036838926,0.23529914,0.0878942,0.012202002,0,0.10348047,0,0.1502114,0.072991446,0.11384252,0,0,0,0.13019097
일진하이솔루스,2021,Sep_21,1471.01,61.52,34300,654,2021-09-01,36313190,45875930865,32438662892,20160906252,3880965653,14525265000,16306010262,23441446590,1147007298,1054483667,,18028796428,0.4429826086585712,2.2754895187536035,0.063620847,0.058488855,0.019429349,29.03858534598585,47.316806045291614,59.56,1,76,-0.084717972,0.2220011312201797,-0.069166389,-0.078739754,18028796427,-0.273306191,-399.9754922,43.78649574,92.31,100,87,0.75,7243.1,108,104.2,103.17,7243.1,463972259,1169.54,3509125.9,3207.02,0.546,-0.25558,부품제조,Sensitive,0.2593547278991079,-0.24326952,1224.64,0,0.17179127,0,0,0.07092435,0,0.058950167,0.23493734,0.25246513,0,0,0.15429266,0,0.07846106,0,0.20956284,0.006618778,0.004660733,0,0.083356716
잇츠스킨,2015,Dec_15,11.53,8.7,170000,219,2015-12-28,8735650,1.7215E+11,13054500459,28502982671,996038990,4027000000,1.35188E+11,-2795817693,78142609868,62079081728,,2.25334E+11,0.2162385140609181,6.039718012183751,0.3467856641643003,0.2754980365273197,0.4550621556672314,7106.406704481064,1.9925807046887816,74.96,6,90.09,-0.712785627,4.079060519,-0.064326528,-0.041409213,2.25334E+11,-0.497433168,-1641.600038,1.1832817754556737,94.44,-86.52,70,1.5,9417.7,95.21,103.3,95.07,9417.7,367961865,1172.24,2245102.7,1964.06,0.4619999999999999,-0.565153,화학,Sensitive,0.2650175628419441,-0.268096916,5307.59,0,0.15056607,0,0,0.051505815,0,0.040035844,0.23613927,0.1260281,0,0.006605656,0.07408534,0,0.13678429,0.07729366,0.1352687,0,0,0,0.11889225
잉글우드랩,2016,Oct_16,226.37,0,6000,350,2016-10-14,17366154,28900208,19779963,10592819,13585794,3239039,2397040,278764,2854247,1629960,,30705746,4.087786100155152,2.728283000021052,0.092954817,0.053083224,0.2755711351932756,0.093858433,8.584245862393828,74.61,6,75.82,0.136865888,-0.007515678,-0.010660003,-0.039606174,30705745,-0.877057402,-0.187508933,4.405367128106304,94.44,30,75,1.25,4605.5,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8,2022.66,0.2350000000000001,0.154715,화학,Sensitive,0.2273641849209307,-0.258635528,5152.06,0,0.11101781,0,0,0.032847803,0,0.03989169,0.20697573,0.09918989,0,0,0.061533783,0,0.114914246,0.05159953,0.10137253,0,0,0,0.088473454
자람테크놀로지,2023,Mar_23,1702.43,11.16,22000,1030,2023-03-07,6197730,16522620918,4781821376,1996875030,158442096,2733915000,10591890831,0,850103649,943895366,,9439520991,0.1617400968717446,8.274238833063079,0.090057922,0.09999399,0.070832142,152.29694839884925,22.525635774561884,57.59,2,85.86,-0.035703798,0.080222128,0.069677898,0.018284307,9439520990,-0.039217882,-36.54881723,-39.87199687,95,150,71,3.5,81.3,117.05,91.9,110.52,81.3,426069328,1305.73,3807866.8,2463.35,-0.013,-0.84415,반도체,Growth,0.2544423260126602,-0.299908893,24797.56,0,0.09983965,0,0,0,0,0.061025668,0.069570065,0.16945797,0,0,0.108306386,0,0.039737,0,0.11797999,0.044204988,0.054686587,0.012943873,0.008941624
자이글,2016,Sep_16,18.9,0,11000,611,2016-09-06,13530910,33405927,27297036,7113619,88639,5600000,32295280,0,7188865,5741804,,34501352,0.1900568619627563,4.696052318798631,0.2083647330690113,0.1664225796136916,0.1515176560247081,0.4243472168538553,7.442162984003733,64.15,6,67.41,-0.156958748,1.5675478505853992,0.044585314,0.034085078,34501351,-0.339638071,-0.572500889,4.577086448276587,94.74,-300,75,1.25,6463.4,95.41,102.5,96.247,6463.4,377770474,1107.49,2381604.3,2066.53,0.1999999999999999,-0.314509,가구/가전,Protective,0.251881766,-0.249025665,11914.69,0,0.11622152,0,0,0.036970932,0,0.046700068,0.20756939,0.11972194,0,0,0.060352143,0,0.10634749,0.049481887,0.11278287,0,0,0,0.08392887
자이언트스텝,2021,Mar_21,1691,23.36,11000,2342,2021-03-24,9427956,15684362189,6514969026,6577210913,1161333809,3992982500,-475810882,384964927,-1748812602,-1759481778,,13563389810,1.983155800100276,2.3846524608173225,-0.128936249,-0.129722864,-0.450902155,-186.6238852,-8.268917136,18.91,1,69.14,-0.012065527,0.9464737264302544,-0.003943564,0.01849898,13563389809,0.1782931588996884,146.6597457603748,-5.686641003,93.33,100,78,0.5,7403.8,103.89,100.6,101.84,7403.8,446127385,1131.02,3309121,2996.35,0.907,-0.489694,엔터,Growth,0.2353800292302549,-0.280890386,1830.78,0,0.1649013,0,0,0.064396285,0,0.065114155,0.23085481,0.25697497,0,0,0.12117454,0,0.08747637,0,0.20984572,0.015600569,0.017158538,0,0.053786404
자이에스앤디,2019,Nov_19,768.58,5.1,5200,665,2019-11-06,26782520,1.09576E+11,1.03222E+11,71938295165,46915763829,17982520000,31842343147,0,7761543704,5764961170,,1.33321E+11,2.385436737544884,1.5231883530555446,0.058217163,0.043241357,0.1157045058606872,215.25088639903936,12.103755959859503,61.17,6,73.34,-0.29038099,-0.61044852,-0.009945784,-0.007140508,1.33321E+11,-0.172395554,-184.8622419,9.467846569,93.75,100,72,1.25,5456.7,100.37,102,99.481,5456.7,407460269,1167.45,2897353.1,2144.15,0.258,-0.036182,금융,Infra,0.2789162380777938,-0.254717972,402.19,0,0.120569326,0,0,0.10107173,0,0.050083127,0.18987513,0.12085525,0,0,0.0889028,0,0.08304681,0.015890775,0.10387313,0.008339563,0,0,0.06469781
장원테크,2016,Jul_16,216.32,11.3,17500,854,2016-07-15,6045000,31446616038,53068912791,36221501329,5401303171,2400000000,35877883128,1614841201,3974225223,3246650299,,36459751155,1.0433683133979976,0.8681753898705163,0.1090030814007622,0.089047517,0.081384522,537.0802810587262,10.792726109423114,34.74,6,64.43,-0.067018291,-0.022301825,-0.019763924,-0.016543359,36459751154,-0.495443174,-2999.828827,9.256072153,90.91,100,72,1.25,7491.1,95.1,101.6,95.431,7491.1,371383929,1144.09,2350603.7,2017.26,0.183,-0.019397,부품제조,Sensitive,0.255109611,-0.243323686,887.65,0,0.124144204,0,0,0.033056978,0,0.04396659,0.21141507,0.13764997,0,0,0.057309378,0,0.1039593,0.05399154,0.118549645,0,0,0,0.08930342
저스템,2022,Oct_22,283.4,9.64,10500,82,2022-10-28,6941600,19744647602,31276612663,13778824518,8198832553,2585000000,24475255821,-28179623,4319989154,3890230882,,22960666629,0.8130214235126358,1.4329703942601586,0.1881473749783783,0.169430224,0.1439116571552067,560.4227961853175,6.723073174178622,25.79,2,49.49,-0.126002436,-0.034765695,0.027669878,0.041562622,22960666628,-0.109534432,-265.3064258,3.579230659004706,93.33,50,79,3,-2148.4,117.13,88.8,109.16,-2148.4,414005699,1426.66,3771473.5,2268.4,0.032,0.075724,반도체,Growth,0.2291429781012315,-0.302240182,22957.79,0,0.07753714,0,0,0,0,0.08921293,0.07385034,0.13003558,0,0,0.15472269,0,0.10455997,0,0.11480329,0.000285756,0.01773946,0.06954996,0.01823121
전진건설로봇,2024,Aug_24,870.2,6.55,16500,1087,2024-08-19,15360574,1.10457E+11,51135059601,55114870159,1478650358,8774543000,81391509055,-8745519943,8002054349,7987597765,,41700190448,0.6950767705515778,2.0041197853926707,0.1918949113428759,0.1915482322547305,0.098102991,520.0064636256432,13.121423107070177,20.04,6,83.8,-0.00193981,-0.046674771,-0.015876523,0.008762798,41700190447,-0.276063958,-1364.544357,9.948904936905976,70,142.11,72,3.5,7498.7,119.38,100.8,114.54,7498.7,415916439,1354.15,4062635.6,2674.36,0.075,0.268174,기계제조,Sensitive,0.2484295067156311,-0.264091942,1313.86,0,0.17032206,0,0,0.049172353,0,0.07444214,0.13721609,0.22892421,0,0,0.12804402,0,0.062211003,0.007140467,0.15017255,0.007493829,0,0,0.010225426
전진바이오팜,2018,Dec_18,14.69,27.2,10000,24,2018-12-14,4733428,2550141653,1074668784,2769010588,432473190,2109214000,-13942713660,-1032305278,-1613432097,-1756111764,,1245091612,-0.248836648,0.9209577110508326,-1.295834043,-1.410427753,0.1364945118057253,-371.0021076,-0.262376495,10.69,1,29.76,0.091255728,-0.898419578,-0.416141496,-0.440712433,1245091611,-0.133712033,271.4393826207983,-0.179016388,93.75,-250,73,1.75,4962.4,100,97.8,98.988,4962.4,403694264,1122.9,2705177.9,2069.38,0.167,-0.080933,화학,Sensitive,0.2358507858006214,-0.229475472,4939.49,0,0.11288339,0,0,0.08763568,0,0.056425773,0.20516717,0.088875525,0,0,0.09191066,0,0.1160304,0.015787741,0.11131651,0,0,0,0.10713275
제너셈,2015,Sep_15,326.77,4.15,10500,797,2015-09-25,4384587,13843834056,13478967618,9234002648,5003541254,1522793500,8055209011,3507255261,2541095035,2222163720,,16305050828,1.088059872421136,1.499223531086863,0.1558471090832958,0.1362868318192525,0.1698219292825101,506.81255041808953,5.149456274467909,44.04,6,54.49,-0.209348128,0.2222843781097951,-0.018351588,-0.019903067,16305050827,-0.290216743,-639.9914891,3.200447919822673,93.75,100,72,1.5,9333.7,96.47,103.5,94.966,9333.7,368113633,1184.76,2228676.6,1942.85,0.5650000000000002,-0.437274,반도체,Growth,0.1831046432319348,-0.252904425,8806.33,0,0.122256696,0,0,0.06429187,0,0.042173255,0.24091081,0.09093235,0.009397412,0,0.10519564,0,0.1496936,0.070148714,0.11618193,0,0,0,0.12891494
제노레이,2018,May_18,907.12,30.41,23000,1028,2018-05-28,4028700,24703577548,13029610281,10583989488,2851612582,1777612000,14704977882,484343810,6203087701,5169983224,,44491538033,0.7918697811812018,2.334051595195613,0.1394217411949005,0.1162014947688558,0.3047093433528107,1283.288213071214,3.9170147078660498,33.65,6,39.88,-0.817591131,0.7912981120508371,0.019470873,0.031955143,44491538032,0.025504492,482.82641249038136,0.6934512965832704,94.74,183.33,81,1.5,8741,100.3,109.6,98.979,8741,398980563,1076.39,2603782.9,2478.96,0.5070000000000001,-0.816659,의료/의약,Growth,0.2397714436733184,-0.274847721,3704.86,0,0.12270555,0,0,0.073832534,0,0.07235732,0.26762593,0.10778076,0,0,0.11277893,0,0.104250066,0.03800755,0.15814313,0.015813937,0,0,0.09225719
제노코,2021,Mar_21,1452,21.85,36000,2095,2021-03-24,2442140,28806826723,4431712823,24248325778,1229800928,1000720000,2209236902,85010092,1641595961,1212648644,,24389761911,7.732437609358342,1.1879923994231318,0.067306764,0.049719577,0.3680305891404021,496.5516489636139,4.727358634138355,43.06,1,62.22,4.4485559705655415,-0.173842623,0.099665734,0.076985156,24389761910,0.5752250664273839,833.1109039612799,11.589848527992393,93.33,150,78,0.5,7403.8,103.89,100.6,101.84,7403.8,446127385,1131.02,3309121,2996.35,0.907,-0.520935,부품제조,Sensitive,0.243178934,-0.240570286,1026.62,0,0.1649013,0,0,0.064396285,0,0.065114155,0.23085481,0.25697497,0,0,0.12117454,0,0.08747637,0,0.20984572,0.015600569,0.017158538,0,0.053786404
제노포커스,2015,May_15,842.79,60.4,11000,1207,2015-05-29,7356170,8376169203,8565038471,3490844688,3788987937,3060085000,-2109342813,128719962,1391658801,2181557522,,6148463824,6.743944317,2.3994677367897843,0.2263425208045918,0.3548134272961772,2.020967130733548,296.56159686358524,6.942344662396886,50.1,1,63.2,11.084855938270987,-6.175917324,0.1250050106683231,0.2937921349343971,6148463823,2.1167218111667467,276.6231757830501,-2.709506911,93.75,300,79,1.75,6497.2,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,2114.8,0.6150000000000002,-0.596487,화학,Sensitive,0.241602907,-0.250142789,5026.21,0,0.14173068,0,0,0.06114549,0,0.04410895,0.24917358,0.07417489,0.010783206,0,0.10133656,0,0.12717138,0.09873763,0.14885563,0,0,0,0.13476333
제놀루션,2020,Jul_20,1,21.36,14000,894,2020-07-24,4065584,7677851519,10623868095,10416208569,4213536876,1620792000,-6599219363,0,737161437,-1079249933,,3301702672,-2.93862788,0.7371061618188303,0.2232670564952676,-0.326876779,0.2167853127718718,-265.4600011,4.981234753602554,25.14,2,32.34,-0.19687816,0.076385422,0.1857983987242002,-0.254232257,3301702671,0.1438579407571156,-194.8696746,-12.84488102,93.75,100,55,0.5,6472.2,99.69,85.1,99.63,6472.2,416525863,1198.9,3089454.2,2200.44,0.5340000000000001,-0.119766,의료/의약,Growth,0.2351613000550033,-0.275284569,2310.75,0,0.11940338,0,0,0.07547185,0,0.03553246,0.17027242,0.15624972,0,0,0.06790614,0,0.06650321,0,0.11399773,0.014820783,0.016237602,0,0.035541218
제닉스,2024,Sep_24,1051.52,1.6,40000,895,2024-09-30,4372640,38157939625,23231132338,26514874619,3936298584,398000000,22743331803,498992887,2891995483,3445427331,,30740261859,1.2881030020658315,1.439114465872557,0.094078427,0.1120819122102326,0.1457436552238826,787.9512905247174,10.697768700491432,36.59,30,71.43,-0.754421357,0.3253855514146528,0.042063815,0.060989942,30740261858,-0.01908363,71.68835943503245,4.367340121033784,76,200,72,3.5,8270.6,119.16,100,114.65,8270.6,419969772,1334.82,4070711,2593.27,0.1430000000000002,0.548573,기계제조,Sensitive,0.2522948549058056,-0.262688433,1264.19,0,0.18531673,0,0,0.056991607,0,0.06298209,0.13146983,0.24126704,0,0,0.12819631,0,0.06714104,0.006832949,0.14657503,0.014337707,0,0,0.017431492
제이아이테크,2022,Nov_22,616.71,3.8,16000,29,2022-11-04,8196186,28871915969,18067375372,16186206811,728426896,651545000,22554642649,-29536702,6849442630,5459738427,,31496649226,0.7298135414680973,1.783735763797291,0.2174657558285879,0.1733434686281825,0.2355706369951915,666.1315918159983,4.383518376005435,55.91,2,62.7,0.052511761,-0.032927171,-0.057124862,-0.057852471,31496649225,-0.031951915,87.942896,0.2209213667999838,93.33,100,76,3.25,-1976.8,116.75,86.4,109.07,-1976.8,416104905,1364.1,3801790.3,2348.43,0.02,-0.726698,화학,Sensitive,0.261890699,-0.290961598,5317.89,0,0.08409856,0,0,0,0,0.08717018,0.08034125,0.14942779,0,0,0.13037275,0,0.09280246,0,0.125432,0.011382062,0.033499926,0.061718866,0.015928572
제이앤티씨,2020,Mar_20,1,6.72,11000,3,2020-03-04,57848466,1.57279E+11,2.65061E+11,1.27322E+11,49729910904,25924233000,1.68746E+11,3867693198,32626056531,37013933125,,2.24902E+11,0.8917801649531701,1.2352838375851536,0.1450680703949123,0.1645782674062417,0.1864329512978557,639.8429497681062,7.518155794983595,71.38,6,72.13,-0.095983208,0.2161760564770458,0.033904968,0.041998741,2.24902E+11,0.008666921,153.84084530435086,-0.518568994,92.86,125,69,0.75,5959.5,99.8,79.3,99.94,5959.5,400214398,1220.09,2982428.1,2059.33,0.3940000000000001,-0.336958,전자/회로,Growth,0.2281850509522824,-0.288779915,20739.84,0,0.121944636,0,0,0.061124824,0,0.025131587,0.13864166,0.16761845,0,0,0.09669158,0,0.08503036,0,0.080409974,0.057078317,0,0.02535253,0.032551147
제이에스코퍼레이션,2016,Feb_16,433.6,35.9,23000,478,2016-02-04,12687732,117182,48500,59656,7198,1188,73500,704,18716,20559,,195684,0.88675191,1.964295293013276,0.095643997,0.1050622432084381,0.2726947156196944,0.001620384,5.280401795255396,55.85,6,79.3,-0.321896337,0.3522391543556173,-0.036627312,-0.012618594,195683,-0.06465063,0.000118224,2.657584131171744,93.33,100,67,1.5,8271.5,94.69,98.3,95.64,8271.5,365758112,1217.35,2286221.2,1916.26,0.3520000000000001,-0.232077,옷,Protective,0.2444209269959657,-0.259324165,1195.45,0,0.13945407,0,0,0.029069595,0,0.037049316,0.22619447,0.11483574,0.024912504,0,0.108970076,0,0.12816553,0.06384776,0.109198995,0,0,0,0.112400755
제이엘케이인스펙션,2019,Dec_19,69.81,0,9000,8,2019-12-11,14894862,21083839055,1706248497,710930540,2133847117,1283486200,-23200006378,1443284771,-7749966319,-7658330535,,115892489,-0.138951055,29.656679336071285,-66.87203274,-66.08133625,0.3740654753757944,-514.1592138,-2.573599558,25.81,3,52.43,0.090447326,24.492443511097605,-54.14973066,-48.78431896,115892488,-0.058643038,-92.7222886,-1.253452905,93.33,-57.14,73,1.25,4172.1,100.65,101.6,99.719,4172.1,408816146,1175.84,2913884,2105.62,0.2630000000000001,-0.178494,IT,Growth,0.2663144400709827,-0.283039328,2177.96,0,0.1263021,0,0,0.09208105,0,0.060446084,0.1873689,0.12808785,0,0,0.07761073,0,0.08179923,0.00933072,0.11861646,0.0131569,0,0,0.05210673
제이오,2023,Feb_23,352.61,5.79,13000,142,2023-02-16,31359350,45947902046,38618020423,18203871051,10529400840,2725935000,-7775335336,149615148,-2790215030,-7732192791,,32726222377,-5.86419012,2.524073145,-0.085259307,-0.236269029,1.578067709975697,-246.5673807,-20.0101605,7.01,1,75.44,-37.42712751,-0.214775663,-0.03525693,-0.050696412,32726222376,9.166011779,219.1656145296379,-13.14793296,93.33,100,68,3.5,-1715.7,116.91,90,110.33,-1715.7,425286150,1270.74,3814423,2475.48,-0.02,0.264195,건설,Sensitive,0.2559854259604495,-0.262660523,76.83,0,0.09347796,0,0,0.008025821,0,0.056002196,0.07518319,0.16504972,0,0,0.10132412,0,0.03913936,0,0.118332215,0.04152722,0.04065559,0.013414214,0.01506591
제일모직,2014,Dec_14,465,58.25,53000,195,2014-12-18,135000000,1652382108,7135024213,1214332521,3141923748,12500000,2465060997,1953589055,135270960,429259241,,3614930239,0.9830983419380716,1.3607328136442127,0.037420075,0.1187462032790835,0.0968731,3.1796980814814817,32.7575856,23.24,6,88.27,-0.18291857,0.4084551576712943,0.002983988,0.1047377328411594,3614930238,0.085429538,2.84494143,-2.790458146,93.33,100,72,2,8011.2,99.14,101.7,94.006,8011.2,363592748,1104.33,2085332.1,1897.5,0.5380000000000003,-0.564848,엔터,Growth,0.1866700350420476,-0.263150562,1026.73,0,0.11160732,0,0,0.03128775,0,0.051494107,0.19397746,0.06828233,0.010078765,0,0.07146091,0,0.13267198,0.056013145,0.108905315,0,0,0,0.07825114
제일엠앤에스,2024,Apr_24,645.91,4.9,22000,1438,2024-04-30,18103287,175708,45691,155522,16195,9078,-24334,333,1763,-4363,,143173,-11.50686859,1.1297951415233858,0.012313774,-0.030473623,0.2923674864303424,-0.000241006,28.18037436188316,39.04,30,82.23,-6.79424313,0.031896127,-0.020000086,0.2697268233343984,143172,-0.79767184,0.00078483,13.940254301853138,72,233.33,71,3.5,5776.9,119.16,100.7,114.01,5776.9,413260138,1367.83,4013228.2,2692.06,0.1280000000000001,-0.266462,배터리,Growth,0.2455729812970316,-0.284157347,28415.1,0,0.14684814,0,0,0.016806927,0,0.06280414,0.09617062,0.20173045,0,0,0.12748119,0,0.053487513,0,0.12865628,0.030198295,0,0,0.005881085
