기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,산업군,섹터
고바이오랩,2020,Nov_20,64.0,0.85,15000.0,566,2020-11-18,15415766,26577142033,4193523801,2737712873,97030419,6677883000,-103591362874,-594948628,-5883016882,-46992569579,108.7,626634194,-0.0290717770304528,9.707790139393484,-9.3882793794684,-74.992028888548,0.4819334113054251,-3048.3447646390064,-4.748570861231807,36.37,2,72.41,1.5956150537822922,9.317827821124569,3.3639417378660195,1.4437166315438077,626634193.0,-0.3229929638481196,-189.7994985782734,-12.04245069353269,93.33,-60.0,10.769230769230775,0.0,-33.35880660329541,0.0800160032006447,6.911447084233258,-0.089838291076072,-33.35880660329541,2.313522805577972,-2.439109620155855,0.9704313598061898,9.411304568331548,0.7908150243916889,-0.455581,바이오,Growth
골든센츄리(금세기차륜),2016,Oct_16,182.0,0.55,3500.0,346,2016-10-19,29800000,54475387658,22101682136,15804685645,0,4820281110,50009501102,0,5941529650,4504016008,9.0,21319158034,0.2882500168228098,3.4467871668952768,0.2786943856096188,0.2112661297794665,0.0821454294781833,151.1414767785235,10.228407115497603,42.49,2,73.47,0.1257933957381183,-1.7472561509918547,0.0194402694322409,0.0262706915875863,21319158033.0,-0.2046429492718821,-333.18217755033555,7.446467272660227,93.33,30.0,0.0,0.0,-28.74493300739548,0.2934702861335347,0.2926829268292685,0.1371471318586614,-28.74493300739548,-0.6892587375687764,1.6063350459146308,0.4306130955507692,-0.5903383242574445,1.8207994579945819,-0.419571,기계제조,Sensitive
공구우먼,2022,Mar_22,56.9,1.02,20000.0,15,2022-03-23,0,16344383721,11192426655,3503857874,0,251850000,23645247029,115840473,6757494882,5709351000,0.0,31593596970,0.1459154205397889,4.664682275580223,0.213888114367498,0.1807122818405694,0.2377614566949369,0.0,3.556488450478415,0.91,6,64.46,0.016322163123313,0.2611359550281076,0.0493040116110068,0.0477441912206211,31593596969.0,0.0311412003782328,0.0,-0.3947770636925867,93.75,-120.0,3.529411764705892,0.0,22.848066467102445,1.5237070897194505,0.1930501930502037,0.645038892050831,22.848066467102445,-0.856700902592733,1.8934526094430693,0.1008849658453936,1.1662573237853024,-0.1817250046773471,0.500262,옷,Protective
교촌에프앤비,2020,Nov_20,999.0,3.9,12300.0,1318,2020-11-12,24982540,47170322827,122944683999,54096905670,29652578861,10549150000,74205611863,-5100972419,15321841368,5393043158,152.0,215550906243,1.051418709839027,0.871959721961672,0.0710822405484438,0.0250198120341938,0.0677060463242811,215.87249166818103,5.636758678064393,74.13,6,81.33,-0.0070803794085365,0.0202923411901375,-0.0324512775770374,-0.0526406953423047,215550906242.0,-0.333718181528703,-965.6758870795364,3.5976060423361704,93.33,100.0,10.769230769230775,0.0,-33.35880660329541,0.0800160032006447,6.911447084233258,-0.089838291076072,-33.35880660329541,2.313522805577972,-2.439109620155855,0.9704313598061898,4.8631613725797385,0.7908150243916889,-0.258072,식품,Protective
국일신동,2014,Dec_14,25.0,0.0,1700.0,91,2014-12-29,11090000,19343211278,28988295780,9241649167,6235997795,4000000000,32628580096,-3774720000,1776558374,1302523594,61.5,26677140531,0.4711058888293136,2.0930475641804893,0.066594782598066,0.0488254576042889,0.039645983461121,117.45027899008116,18.49298091006606,63.48,6,74.69,-0.0278819744385191,0.2879760017774466,-0.0120554844913839,-0.0083794059506241,26677140530.0,-0.0247077087808809,-65.60062037871955,7.190877333402931,92.86,100.0,1.4084507042253502,0.0,-8.809233816348138,-0.9788254095085992,-1.6441005802707909,-0.0095729404882227,-8.809233816348138,0.1369764005791252,0.8428454022463727,0.310137450143344,-2.581672098840304,-0.6424815515465698,-0.99329,금속,Sensitive
그리드위즈,2024,Jun_24,124.6,0.64,40000.0,569,2024-06-14,7947161,55235585173,62981546278,31343402643,10840655263,1303550000,1791216480,1508059427,-2299440714,-1376739403,23.8,26193304940,9.164817170652984,1.7622714994326214,-0.087787345631536,-0.0525607366521194,-0.2991074246163097,-173.2366316726187,-33.06589862572991,28.8,36,69.67,0.8366698569299214,0.0505189746890759,-0.0998560030013152,-0.0840789651695301,26193304939.0,-1.0613700426408712,-696.2319216887641,-81.37429510920231,72.73,100.0,1.3698630136986356,0.0,2.8887618849690933,-0.0167714884696024,2.540650406504064,-0.2278702892199779,2.8887618849690933,-0.1505537080637276,1.079545038413943,0.5841862452514057,2.63506474177706,-0.43363450650095814,-0.33632,에너지,Sensitive
그린리소스,2023,Nov_23,753.0,4.6,17000.0,590,2023-11-24,8183944,8685,36231,16297,5968,3247,15055,-2261,2219,1666,207.6,8905,1.3880057353032853,0.5329201693563232,0.2491858506457046,0.187085906793936,0.1038588616669783,0.0002035693303864,10.20775123929698,50.64,3,68.56,0.4306907850909045,-0.2397827266036338,0.1004515472771577,0.0489555500070115,8904.0,-0.1374196008356328,-0.0002198206634845,4.587006130746994,71.43,200.0,-5.47945205479452,0.0,-4.605983743586794,-0.3818089258442292,-1.0183299389002087,-0.52087931491126,-4.605983743586794,1.018780022625032,-2.983660203303496,0.8630997806762908,-0.2293825453470011,-2.4919351616730765,0.19009,반도체,Growth
그린플러스,2019,Aug_19,863.94,5.48,10000.0,700,2019-08-07,3923873,34611930084,34610425055,23586385716,17447258327,1934769500,10952693256,2804637420,1397023733,1013987653,7.0,11313519404,2.614923661127156,1.4674537464432602,0.1234826832493935,0.0896261911780957,0.0646177147499239,258.41500298302213,20.177689490977315,38.43,6,53.49,-0.1306008741294273,-0.0946938440670275,0.0133256465740751,0.0406631737532224,11313519403.0,-0.0922686617914714,-320.04430851864976,15.478760240193155,95.0,100.0,-5.333333333333334,0.0,4.980343237317597,0.2289468445152431,-3.715170278637781,0.2399508000040295,4.980343237317597,-0.4041179290761199,2.864776101624256,0.8298560271109645,-7.589460695361838,-0.9588274975351858,-0.217157,철강,Sensitive
금양그린파워,2023,Mar_23,1613.16,17.84,10000.0,1312,2023-03-13,12119500,104165975638,13436725328,48988090692,6624376725,4510980000,50068982368,-1351819108,8455090896,6780648438,62.0,164839298341,1.0447944266128812,2.1263530414548453,0.0512929318499591,0.0411349023336231,0.1273884081373835,559.4825230413796,7.331705159825877,11.53,6,71.43,0.0668781025366067,0.0057984725291388,-0.0168669096658135,-0.0076231038017037,164839298340.0,-0.0578599423554982,-136.60260307768465,2.7271615679782446,94.44,253.85,4.41176470588236,0.0,-104.73859066270327,0.1197502352236812,2.111111111111108,0.1722106408048596,-104.73859066270327,0.1841531872128987,2.753513700678356,-0.1718792068944652,-1.8133533187787096,0.2013949797435522,0.486743,에너지,Sensitive
금호에이치티,2015,Nov_15,46.05,8.0,10000.0,32,2015-11-11,9765000,82234835532,34669880674,42798454697,5265945501,4600000000,62740950530,1499365478,10640096331,8234773093,-11.4,101204340601,0.6982013300522094,1.9214440361035825,0.1051347824393103,0.0813677856512671,0.1196213726276769,843.2947355862775,6.4698959357570125,37.0,6,46.21,-0.0603706465086977,-0.0648320934691433,0.0140215164840905,0.0062893049720804,101204340600.0,-0.0938738350627771,-534.2901096774194,2.6102654296150822,93.33,-90.0,0.0,0.0,7.596947642841623,-0.3966183070660656,0.5655042412818112,-0.1895415201229822,7.596947642841623,-0.3076910372981856,0.3300876169241684,0.2786602411644745,-1.2718734552644606,0.26733969626535625,-0.121635,자동차,Sensitive
까스텔바쟉,2019,Jun_19,32.53,2.88,12000.0,3,2019-06-10,6596700,67900587370,16332898960,18534395151,2096541010,3000000000,16398353319,-9682063,968709862,815834084,60.4,18149985589,1.0640716884926071,3.663490867482477,0.053372486564788,0.0449495719982524,0.0420778749212911,123.67306137917444,65.65696568597544,15.16,1,52.56,0.1767503305843052,-0.7563902025404174,-0.1044475144583479,-0.0764909948327285,18149985588.0,-0.5617414367128575,-1576.3627445540951,61.3488775683866,92.86,-133.33,-5.1948051948051965,0.0,-24.008221583652624,-0.2779432201707399,-0.3033367037411638,-0.1615622365833124,-24.008221583652624,0.2735164882284202,-0.6481927507204555,0.7547577079255685,2.1296778242067,-0.5886201409351948,0.146236,옷,Protective
꿈비,2023,Feb_23,1547.13,12.01,5000.0,1772,2023-02-09,7938930,8924235129,6877761486,4556137349,3204927196,612893000,5487695358,1338314532,1506944353,1282603809,160.0,20487739026,1.0433076839103623,1.9587282922800229,0.0735534726934782,0.0626034823741316,0.1724184100755212,161.55877542691522,5.33591837946255,58.76,2,76.07,-0.1938010531842289,0.5242201760869483,-0.0414388290027796,-0.024130602733534,20487739025.0,-0.1976525833577653,-66.23979465746643,3.0466813044426484,92.86,200.0,-2.857142857142858,0.0,-42.8042804280428,0.1885337218270555,-0.6622516556291314,0.2362133187971293,-42.8042804280428,-1.0888076745658393,1.8833433553818504,0.2651369175748153,4.779759491960545,0.8543423775171366,0.169996,가구/가전,Protective
나노브릭,2019,Aug_19,39.3,0.0,16000.0,2,2019-08-19,4560103,4574712110,13194250458,7029124663,4739847824,3990423000,-20900129986,22909697067,-298619714,-551353098,-7.5,1563320811,1.9614986571841968,0.6508224465103642,-0.191016272475119,-0.3526807128265115,-0.091892334913345,-120.90803606848354,-20.09241118287321,11.35,2,38.24,-8.906002167528564,0.2051163871878141,-0.0112752746901398,-0.4722496720429631,1563320810.0,-0.6556482160148939,-309.3420764837987,-18.91241605194866,94.44,-50.0,-5.333333333333334,0.0,4.980343237317597,0.2289468445152431,-3.715170278637781,0.2399508000040295,4.980343237317597,-0.4041179290761199,2.864776101624256,0.8298560271109645,-4.4139385458343945,-0.9588274975351858,-0.65924,화학,Sensitive
나노씨엠에스,2021,Mar_21,1295.0,6.63,20000.0,1243,2021-03-09,3942587,12749494756,5918352006,7062090458,1999756621,1559293500,-3107878033,11154584216,483245767,955679386,19.8,3955606601,0.943352839687992,1.8053428842103345,0.1221672971416906,0.2416012213546207,0.0994877594771621,242.3990608197105,19.878083449409708,21.34,3,54.3,-5.365284163982337,0.6979165034909993,0.1680955417496158,0.666686106126596,3955606600.0,0.8777399329370016,671.3358893538684,31.770646797272747,93.33,137.5,4.000000000000004,0.0,-6.614363916147415,1.0603112840466888,3.285420944558504,0.2559558968300957,-6.614363916147415,-0.3195337040527879,1.7360486453423585,1.101103211316801,-5.915751205247766,-3.3002410426114395,-0.142069,전자/회로,Growth
나노팀,2023,Mar_23,1723.21,24.75,13000.0,1637,2023-03-03,19154328,11263053155,29057528964,7579657989,17004314026,8521414000,2864827822,591499224,2462049585,3765415401,129.2,26647370578,2.052471490290724,1.4859579642439722,0.0923937158374891,0.1413053265416257,0.3143677415081094,196.5830072973586,6.391670663286011,53.32,1,78.21,319.2775198986643,0.2365987166135053,-0.072880385807757,-0.025883998828653,26647370577.0,58.72230190927201,-39.46954035662333,3.9255112797369898,94.12,100.0,4.41176470588236,0.0,-104.73859066270327,0.1197502352236812,2.111111111111108,0.1722106408048596,-104.73859066270327,0.1841531872128987,2.753513700678356,-0.1718792068944652,-1.5248630417090014,0.2013949797435522,-0.021691,기계제조,Sensitive
나라셀라,2023,Jun_23,178.47,0.79,20000.0,4,2023-06-02,6439038,74386774287,47153316306,37582198137,34695315003,25815190000,31217964196,17033141,12251474988,8944026358,-12.5,107162501611,1.26691105697955,1.9793087678329695,0.1143261383769564,0.0834622766690052,0.1567747061927583,1389.0314606001705,4.020950742767822,0.65,6,73.12,-0.4919049973279881,0.3315160813142181,-0.030619877306083,-0.0186931843530404,107162501610.0,-0.0648041640701399,-13.342038205085828,2.446767561944336,94.12,0.0,2.7027027027026973,0.0,-29.22743682310469,-0.2231185102548716,2.752293577981657,0.0269954107801728,-29.22743682310469,0.11177282158632,-2.3716129226553084,0.3787653680872749,5.087621494534256,-0.40310151421261153,0.17024,식품,Protective
나래나노텍,2022,Feb_22,102.0,0.2,17500.0,24,2022-02-08,11059422,38009656315,88822108968,61563227235,5461750407,5213000000,22707710842,3055606829,18950476011,14711543852,-20.6,104466916609,2.1637490406017084,0.617408443678708,0.1814016975529972,0.1408249073442316,0.4749287506750014,1330.2271901732297,3.155951734736612,35.48,2,46.16,-2.5773839569862527,-0.0135308821757635,0.1131667456804687,0.1138616712619977,104466916608.0,0.344287110300962,1128.3466699254266,-4.971338680507201,95.45,0.0,1.1904761904761862,0.0,0.5636701531278376,0.4773054755043082,-1.333333333333342,0.5436337625178922,0.5636701531278376,0.0519226781128701,0.3626435289486585,0.4793663792400204,-6.0046134048844735,-2.9769047359316856,0.194847,기계제조,Sensitive
나무가,2015,Nov_15,108.34,3.62,37000.0,0,2015-11-12,2950723,138993663200,43161168562,145743020938,22970835553,1320931000,17963200070,-7956785678,10325647608,7746897428,-10.8,176904194062,14.894386164842745,0.9536900107150158,0.0583685856785348,0.043791485380414,0.6839111159682029,2625.42347350124,1.3017077263595882,65.29,6,69.16,-3.9215353297959226,-0.0304989439858532,0.050219135208011,0.0354463588288298,176904194061.0,0.3888365953023516,2007.947928016286,-9.584021173844937,93.33,100.0,0.0,0.0,7.596947642841623,-0.3966183070660656,0.5655042412818112,-0.1895415201229822,7.596947642841623,-0.3076910372981856,0.3300876169241684,0.2786602411644745,-2.3054303077827965,0.26733969626535625,-0.143704,IT,Growth
나우아이비캐피탈,2018,Oct_18,63.17,0.0,8500.0,81,2018-10-04,9480000,53009431413,0,800706373,0,37525000000,14796220778,-114595738,2921834972,2205757706,-15.5,4923582944,0.0153372559974238,66.20333395672873,0.5934367319962834,0.4479984862828381,0.0422505324623068,232.6748635021097,17.868471539398083,72.5,6,73.63,-0.0113914549913371,27.788808821727255,0.0751541883090695,0.0472794579747717,4923582943.0,-0.0680625938539666,-348.742373628692,10.859336233394924,95.83,-66.67,0.0,0.0,-26.972527211369368,-0.3446917470947497,-0.7920792079207928,-0.1796030771993972,-26.972527211369368,-0.0624841584887736,0.9111190433696236,0.9694242117605169,-0.6191395838613056,-1.9250662711959965,-0.123231,투자,Sensitive
남화산업,2018,Nov_18,822.09,6.14,3700.0,858,2018-11-29,20588000,8875301672,124735765760,2279009410,11193405699,3500000000,115029665679,1608986644,1741510264,2672915876,97.0,6321035394,0.1121405546716022,3.894368155329381,0.2755102851746506,0.4228604507636775,0.0222485921418005,129.82882630658636,68.98532544221628,85.0,6,88.0,0.0004937860582659,-2.2236046878656417,-0.0325138838906821,-0.1781340941546555,6321035393.0,-0.0503447605517399,-285.112098406839,42.10782480807087,95.24,100.0,-5.1948051948051965,16.666666666666675,-27.580259368338844,-0.6917679612609917,-3.592814371257491,-0.710708609470112,-27.580259368338844,0.0594128434202811,-0.1972037742856924,0.4908160443665155,1.3427033349471929,-2.0349492911830973,-0.284757,스포츠,Protective
네오오토,2015,Nov_15,113.08,3.54,12000.0,34,2015-11-18,5250000,33881751338,70447936448,31519497659,25402895253,1428000000,42202502874,1492792000,5946816089,5035646645,-16.7,59130647433,1.261485737487637,1.0749457908421167,0.100570792764247,0.0851613649369527,0.1115974943554384,959.1707895238096,7.971878424438022,40.0,6,74.05,0.0390245047966328,-0.1175454726934839,0.0245994437202504,0.0223581495697784,59130647432.0,-0.0596701369366745,-342.05873942857136,2.8687215254323712,93.75,42.86,0.0,0.0,7.596947642841623,-0.3966183070660656,0.5655042412818112,-0.1895415201229822,7.596947642841623,-0.3076910372981856,0.3300876169241684,0.2786602411644745,-3.5041491328115737,0.26733969626535625,-1.020921,자동차,Sensitive
네오이뮨텍,2021,Mar_21,1374.0,24.67,7500.0,664,2021-03-16,98475340,94799676644,14903487552,6123669183,2622703264,1942143,-56690250062,4002529207,-20517362576,-19720068815,91.3,0,-0.166010120013807,15.480861851122633,0.0,0.0,0.3742958592829615,-200.25387894065665,-4.920554061226822,26.85,3,73.9,-0.0134322687401642,-20.99770006177308,0.0,0.0,0.0,-0.0280767125077227,-56.12807206352372,2.222236708770976,95.24,210.0,4.000000000000004,0.0,-6.614363916147415,1.0603112840466888,3.285420944558504,0.2559558968300957,-6.614363916147415,-0.3195337040527879,1.7360486453423585,1.101103211316801,-0.0951112182379088,-3.3002410426114395,-0.082479,바이오,Growth
네오크레마,2019,Aug_19,96.6,0.0,8000.0,1,2019-08-22,7256000,15810515139,18136720357,6785652160,2477450249,2829750000,12189167835,126019723,277537886,258621099,4.6,4030128738,0.6116302806482657,2.3299919839981893,0.0688657618758182,0.0641719200087746,0.0170764057632835,35.64237858324145,88.93968835303444,48.13,2,65.73,-0.1421612361270549,-3.5079038996565477,-0.0813367027019882,-0.0996134333960376,4030128737.0,-0.2767581795605361,-455.2002753583241,81.85196854774935,93.33,-133.33,-5.333333333333334,0.0,4.980343237317597,0.2289468445152431,-3.715170278637781,0.2399508000040295,4.980343237317597,-0.4041179290761199,2.864776101624256,0.8298560271109645,-3.2879930998245155,-0.9588274975351858,0.455046,식품,Protective
네오펙트,2018,Nov_18,338.01,0.89,11000.0,400,2018-11-28,11874545,11860131880,3256302866,1237295129,1872835654,4932272500,0,-25024801818,-2388739829,-6253729697,-30.0,2026286330,-0.1547904066121617,9.585531860604291,-1.178875755925373,-3.086301084111839,0.311246513468942,-526.650048233427,-5.026208303323769,29.74,1,55.46,1.3293173478976577,0.3009373004050957,-0.2309673298103169,-2.100936694616117,2026286329.0,0.0734543471342261,-157.01324564435942,-9.09654463962294,93.75,40.0,-5.1948051948051965,16.666666666666675,-27.580259368338844,-0.6917679612609917,-3.592814371257491,-0.710708609470112,-27.580259368338844,0.0594128434202811,-0.1972037742856924,0.4908160443665155,0.7449955319382529,-2.0349492911830973,-0.192401,의료/의약,Growth
네패스아크,2020,Nov_20,707.0,1.3,26500.0,830,2020-11-17,8626115,11860309670,146424263646,16618893403,109137363617,3142857500,5537302954,0,7422357873,888435070,46.0,36149526285,14.487780230151031,0.7136642243495591,0.2053237935812137,0.0245766725404822,0.1023523787040815,102.99365009624844,4.382477489306584,69.56,6,70.37,-1.8418583720094368,-0.3337511409155341,-0.1274997021470657,-0.0604529827211813,36149526284.0,-0.4947852669006009,-436.38387396875646,2.6451439814157505,93.33,100.0,10.769230769230775,0.0,-33.35880660329541,0.0800160032006447,6.911447084233258,-0.089838291076072,-33.35880660329541,2.313522805577972,-2.439109620155855,0.9704313598061898,8.26731364539539,0.7908150243916889,-0.346897,전자/회로,Growth
넥스트바이오메디컬,2024,Aug_24,356.95,1.34,29000.0,65,2024-08-20,8008066,18226209235,11631729976,33841735196,1743273845,3174033000,0,-70533596241,-563729170,-354965658,-18.3,2370874495,-0.5282844384498672,0.5385719476096571,-0.2377726746771553,-0.149719295031684,0.0052697143645364,-44.32601554482693,10.159257556248154,31.5,12,56.66,-0.001962011047278,0.0067372058063676,0.8327415049355842,1.3908694643520687,2370874494.0,-0.1061048457068243,894.916129936991,9.030203640710276,81.82,100.0,0.0,0.0,-8.833720350625507,-0.150552024088324,-2.7965284474445573,0.3592394637693896,-8.833720350625507,0.5827610771649949,-2.1129407682632384,0.189106329190225,-1.5177909494958342,-0.26684211328477137,-0.603523,의료/의약,Growth
