기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),국고채 금리 스프레드,KOSPI_1001,종가대비등락율
골든센츄리(금세기차륜),2016,Oct_16,182.0,0.55,3500.0,346,2016-10-19,29800000,54475387658.0,22101682136.0,15804685645.0,0.0,4820281110.0,50009501102.0,0.0,5941529650.0,4504016008.0,21319158034.0,0.288250017,3.446787167,0.278694386,0.21126613,0.082145429,151.1414768,10.22840712,42.49,2,73.47,0.125793396,-1.747256151,0.019440269,0.026270692,-56698143582.0,-0.204642949,-333.1821776,7.446467273,93.33,30.0,0.0371902642546811,0.0,-0.1680780471873777,0.0010169333455212,0.0054781343464621,0.0023773256691481,-0.1680780471873777,0.009243667808297,-0.0222376717586918,0.0053018093127632,0.0076837523478437,0.0076108393316136,9.0
공구우먼,2022,Mar_22,56.9,1.02,20000.0,15,2022-03-23,0,16344383721.0,11192426655.0,3503857874.0,0.0,251850000.0,23645247029.0,115840473.0,6757494882.0,5709351000.0,31593596970.0,0.145915421,4.664682276,0.213888114,0.180712282,0.237761457,0.0,3.55648845,0.91,6,64.46,0.016322163,0.261135955,0.049304012,0.047744191,-1089813529.0,0.0311412,0.0,-0.394777064,93.75,-120.0,0.0235295507087624,0.1443375672974066,0.1178968154959868,0.0052417022764941,-0.0100963296517633,0.0011782149825693,0.1178968154959868,-0.0045557393353101,0.0077965958666167,0.0026846333227458,-0.002455035240400305,-0.0122095920582349,0.0
교촌에프앤비,2020,Nov_20,999.0,3.9,12300.0,1318,2020-11-12,24982540,47170322827.0,122945000000.0,54096905670.0,29652578861.0,10549150000.0,74205611863.0,-5100972419.0,15321841368.0,5393043158.0,215551000000.0,1.05141871,0.871959722,0.071082241,0.025019812,0.067706046,215.8724917,5.636758678,74.13,6,81.33,-0.007080379,0.020292341,-0.032451278,-0.052640695,-164540000000.0,-0.333718182,-965.6758871,3.597606042,93.33,100.0,0.0971849576690535,0.0,0.6742699689816247,-0.0031649886220825,0.1282732845731261,-0.0055466795852774,0.6742699689816247,0.0096736452453101,-0.0117043281962052,0.0032193168568731,-0.0016590825609225021,0.0101661399837152,152.0
국일신동,2014,Dec_14,25.0,0.0,1700.0,91,2014-12-29,11090000,19343211278.0,28988295780.0,9241649167.0,6235997795.0,4000000000.0,32628580096.0,-3774720000.0,1776558374.0,1302523594.0,26677140531.0,0.471105889,2.093047564,0.066594783,0.048825458,0.039645983,117.450279,18.49298091,63.48,6,74.69,-0.027881974,0.287976002,-0.012055484,-0.008379406,-8809955283.0,-0.024707709,-65.60062038,7.190877333,92.86,100.0,-0.0555786959879707,-0.0641500299099584,0.2982524663731232,-0.0033675972285991,-0.0046978694247324,-0.0014842811845094,0.2982524663731232,-0.0018320382954073,0.012617454868491,0.00466209896924,-0.0028872467310176037,-0.0067877196327909,61.5
그리드위즈,2024,Jun_24,124.6,0.64,40000.0,569,2024-06-14,7947161,55235585173.0,62981546278.0,31343402643.0,10840655263.0,1303550000.0,1791216480.0,1508059427.0,-2299440714.0,-1376739403.0,26193304940.0,9.164817171,1.762271499,-0.087787346,-0.052560737,-0.299107425,-173.2366317,-33.06589863,28.8,36,69.67,0.836669857,0.050518975,-0.099856003,-0.084078965,-105677000000.0,-1.061370043,-696.2319217,-81.37429511,72.73,100.0,0.0213671493189557,0.0,0.4222593207153709,0.0015526274498205,0.0241346850870248,-0.0017005784414776,0.4222593207153709,-0.0075204962483171,0.0149047096485845,0.0028959571340495,-0.009086129112380999,0.0095093734959839,23.8
그린리소스,2023,Nov_23,753.0,4.6,17000.0,590,2023-11-24,8183944,8685.0,36231.0,16297.0,5968.0,3247.0,15055.0,-2261.0,2219.0,1666.0,8905.0,1.388005735,0.532920169,0.249185851,0.187085907,0.103858862,0.000203569,10.20775124,50.64,3,68.56,0.430690785,-0.239782727,0.100451547,0.04895555,-16180.0,-0.137419601,-0.000219821,4.587006131,71.43,200.0,-0.0316356311884726,0.0,0.618914081358055,-0.0042902085285441,-0.0128700928104385,0.0055883728422382,0.618914081358055,-0.0102514618292422,-0.0245396379125609,0.0027540929731371,0.025960644568810698,0.015887382580349,207.6
그린플러스,2019,Aug_19,863.94,5.48,10000.0,700,2019-08-07,3923873,34611930084.0,34610425055.0,23586385716.0,17447258327.0,1934769500.0,10952693256.0,2804637420.0,1397023733.0,1013987653.0,11313519404.0,2.614923661,1.467453746,0.123482683,0.089626191,0.064617715,258.415003,20.17768949,38.43,6,53.49,-0.130600874,-0.094693844,0.013325647,0.040663174,-35043935536.0,-0.092268662,-320.0443085,15.47876024,95.0,100.0,-0.0462151243647844,-0.0824786098842322,0.3150446403075513,-0.0025383939441102,-0.0171384043789927,-0.0028270231498851,0.3150446403075513,-0.0034160020982788,0.0187467042558631,0.002149704795609,-0.008064827811045998,-0.0089882935165578,7.0
금양그린파워,2023,Mar_23,1613.16,17.84,10000.0,1312,2023-03-13,12119500,104166000000.0,13436725328.0,48988090692.0,6624376725.0,4510980000.0,50068982368.0,-1351819108.0,8455090896.0,6780648438.0,164839000000.0,1.044794427,2.126353041,0.051292932,0.041134902,0.127388408,559.482523,7.33170516,11.53,6,71.43,0.066878103,0.005798473,-0.01686691,-0.007623104,-8182618564.0,-0.057859942,-136.6026031,2.727161568,94.44,253.85,-0.0509423674637402,0.0444115591684331,-1.9728131082192333,0.0012440936342401,0.0138708235133807,0.0031176405781375,-1.9728131082192333,0.0134905125313054,0.0354651083240082,0.0021998276503059,0.0022023650947042006,-0.0098048161960493,62.0
금호에이치티,2015,Nov_15,46.05,8.0,10000.0,32,2015-11-11,9765000,82234835532.0,34669880674.0,42798454697.0,5265945501.0,4600000000.0,62740950530.0,1499365478.0,10640096331.0,8234773093.0,101204000000.0,0.69820133,1.921444036,0.105134782,0.081367786,0.119621373,843.2947356,6.469895936,37.0,6,46.21,-0.060370647,-0.064832093,0.014021516,0.006289305,-77969716896.0,-0.093873835,-534.2901097,2.61026543,93.33,-90.0,0.0164957219768464,0.0,-0.1805259286429446,-0.0015645484870395,0.0098539821895836,-0.001342303020669,-0.1805259286429446,0.0035582031893911,-0.0201784818246968,0.0015856881500887,-0.13940382821953629,0.0060824319362794,-11.4
까스텔바쟉,2019,Jun_19,32.53,2.88,12000.0,3,2019-06-10,6596700,67900587370.0,16332898960.0,18534395151.0,2096541010.0,3000000000.0,16398353319.0,-9682063.0,968709862.0,815834084.0,18149985589.0,1.064071688,3.663490867,0.053372487,0.044949572,0.042077875,123.6730614,65.65696569,15.16,1,52.56,0.176750331,-0.756390203,-0.104447514,-0.076490995,-74196637073.0,-0.561741437,-1576.362745,61.34887757,92.86,-133.33,-0.0344250746521571,0.0,-0.189856765712142,0.0028974259224268,-0.0290974765054839,0.0026556704179111,-0.189856765712142,-0.0040546872801357,0.0220939100022875,0.0019009130421696,-0.0026190041091884025,-0.0091442962149739,60.4
꿈비,2023,Feb_23,1547.13,12.01,5000.0,1772,2023-02-09,7938930,8924235129.0,6877761486.0,4556137349.0,3204927196.0,612893000.0,5487695358.0,1338314532.0,1506944353.0,1282603809.0,20487739026.0,1.043307684,1.958728292,0.073553473,0.062603482,0.17241841,161.5587754,5.335918379,58.76,2,76.07,-0.193801053,0.524220176,-0.041438829,-0.024130603,-363082191.0,-0.197652583,-66.23979466,3.046681304,92.86,200.0,-0.0154048879210334,0.0444115591684331,-1.896771637107996,0.0040537442800473,0.0249447643373439,0.0031109208574352,-1.896771637107996,0.015831052546612,-0.036637548968268,0.0014544890530836,-0.017164368959821,0.0112409409805558,160.0
나노브릭,2019,Aug_19,39.3,0.0,16000.0,2,2019-08-19,4560103,4574712110.0,13194250458.0,7029124663.0,4739847824.0,3990423000.0,-20900129986.0,22909697067.0,-298619714.0,-551353098.0,1563320811.0,1.961498657,0.650822447,-0.191016272,-0.352680713,-0.091892335,-120.9080361,-20.09241118,11.35,2,38.24,-8.906002168,0.205116387,-0.011275275,-0.472249672,-5623148308.0,-0.655648216,-309.3420765,-18.91241605,94.44,-50.0,-0.0462151243647844,-0.0824786098842322,0.3150446403075513,-0.0025383939441102,-0.0171384043789927,-0.0028270231498851,0.3150446403075513,-0.0034160020982788,0.0187467042558631,0.002149704795609,-0.008064827811045998,-0.0093668481332351,-7.5
나노씨엠에스,2021,Mar_21,1295.0,6.63,20000.0,1243,2021-03-09,3942587,12749494756.0,5918352006.0,7062090458.0,1999756621.0,1559293500.0,-3107878033.0,11154584216.0,483245767.0,955679386.0,3955606601.0,0.94335284,1.805342884,0.122167297,0.241601221,0.099487759,242.3990608,19.87808345,21.34,3,54.3,-5.365284164,0.697916503,0.168095542,0.666686106,-22706495.0,0.877739933,671.3358894,31.7706468,93.33,137.5,0.0793191389703563,0.0,-0.0620924318550494,0.0015314116207995,0.0127868053799649,0.0022788938230167,-0.0620924318550494,0.0075547958774106,0.0078251267090592,0.0001102219062022,-0.036877434272464704,-0.016030158841901,19.8
나노팀,2023,Mar_23,1723.21,24.75,13000.0,1637,2023-03-03,19154328,11263053155.0,29057528964.0,7579657989.0,17004314026.0,8521414000.0,2864827822.0,591499224.0,2462049585.0,3765415401.0,26647370578.0,2.05247149,1.485957964,0.092393716,0.141305327,0.314367742,196.5830073,6.391670663,53.32,1,78.21,319.2775199,0.236598717,-0.072880386,-0.025883999,-396389022.0,58.72230191,-39.46954036,3.92551128,94.12,100.0,-0.0509423674637402,0.0444115591684331,-1.9728131082192333,0.0012440936342401,0.0138708235133807,0.0031176405781375,-1.9728131082192333,0.0134905125313054,0.0354651083240082,0.0021998276503059,0.0022023650947042006,0.0099868062984102,129.2
나라셀라,2023,Jun_23,178.47,0.79,20000.0,4,2023-06-02,6439038,74386774287.0,47153316306.0,37582198137.0,34695315003.0,25815190000.0,31217964196.0,17033141.0,12251474988.0,8944026358.0,107163000000.0,1.266911057,1.979308768,0.114326138,0.083462277,0.156774706,1389.031461,4.020950743,0.65,6,73.12,-0.491904997,0.331516081,-0.030619877,-0.018693184,18768438693.0,-0.064804164,-13.34203821,2.446767562,94.12,0.0,0.0080451052374161,0.0,7.558313745158301,-0.0014537924853006,0.0036551457690159,0.0015179456273988,7.558313745158301,-0.0084535153519824,-0.018791909891139,-0.0037089087512296,-0.012074042969140698,0.0064110704450539,-12.5
나래나노텍,2022,Feb_22,102.0,0.2,17500.0,24,2022-02-08,11059422,38009656315.0,88822108968.0,61563227235.0,5461750407.0,5213000000.0,22707710842.0,3055606829.0,18950476011.0,14711543852.0,104467000000.0,2.163749041,0.617408444,0.181401698,0.140824907,0.474928751,1330.22719,3.155951735,35.48,2,46.16,-2.577383957,-0.013530882,0.113166746,0.113861671,21662246569.0,0.34428711,1128.34667,-4.971338681,95.45,0.0,-0.013626254828776,0.1443375672974066,0.1175753876088168,0.0053748061481205,-0.0209049116500233,0.0031027881138399,0.1175753876088168,-0.0019830263429674,0.0040675864006248,0.0016629420108606,-0.011151246656963099,-0.0122448210731967,-20.6
나무가,2015,Nov_15,108.34,3.62,37000.0,0,2015-11-12,2950723,138994000000.0,43161168562.0,145743000000.0,22970835553.0,1320931000.0,17963200070.0,-7956785678.0,10325647608.0,7746897428.0,176904000000.0,14.89438616,0.953690011,0.058368586,0.043791485,0.683911116,2625.423474,1.301707726,65.29,6,69.16,-3.92153533,-0.030498944,0.050219135,0.035446359,-41426742292.0,0.388836595,2007.947928,-9.584021174,93.33,100.0,0.0164957219768464,0.0,-0.1805259286429446,-0.0015645484870395,0.0098539821895836,-0.001342303020669,-0.1805259286429446,0.0035582031893911,-0.0201784818246968,0.0015856881500887,-0.13940382821953629,0.0058402792998954,-10.8
나우아이비캐피탈,2018,Oct_18,63.17,0.0,8500.0,81,2018-10-04,9480000,53009431413.0,0.0,800706373.0,0.0,37525000000.0,14796220778.0,-114595738.0,2921834972.0,2205757706.0,4923582944.0,0.015337256,66.20333396,0.593436732,0.447998486,0.042250532,232.6748635,17.86847154,72.5,6,73.63,-0.011391455,27.78880882,0.075154188,0.047279458,-8831280236.0,-0.068062594,-348.7423736,10.85933623,95.83,-66.67,-0.0717709551978245,0.0,0.3289697725491528,0.0041828537028936,-0.0143697826094779,0.0058247786785643,0.3289697725491528,0.0040373065223406,0.0058467086601076,0.0042353517926273,0.002386913865078902,0.0064082472144193,-15.5
남화산업,2018,Nov_18,822.09,6.14,3700.0,858,2018-11-29,20588000,8875301672.0,124736000000.0,2279009410.0,11193405699.0,3500000000.0,115030000000.0,1608986644.0,1741510264.0,2672915876.0,6321035394.0,0.112140555,3.894368155,0.275510285,0.422860451,0.022248592,129.8288263,68.98532544,85.0,6,88.0,0.000493786,-2.223604688,-0.032513884,-0.178134094,-7893409363.0,-0.050344761,-285.1120984,42.10782481,95.24,100.0,0.0533776113589769,0.0962250448649376,-0.1177425963742025,-0.004959191514419,-0.0226868208458918,-0.0074642488057945,-0.1177425963742025,0.0027664689126353,0.0060170100533778,0.0042398909649734,-0.0021313332113821956,-0.0111620981601124,97.0
네오오토,2015,Nov_15,113.08,3.54,12000.0,34,2015-11-18,5250000,33881751338.0,70447936448.0,31519497659.0,25402895253.0,1428000000.0,42202502874.0,1492792000.0,5946816089.0,5035646645.0,59130647433.0,1.261485737,1.074945791,0.100570793,0.085161365,0.111597494,959.1707895,7.971878424,40.0,6,74.05,0.039024505,-0.117545473,0.024599444,0.02235815,-49644914249.0,-0.059670137,-342.0587394,2.868721525,93.75,42.86,0.0164957219768464,0.0,-0.1805259286429446,-0.0015645484870395,0.0098539821895836,-0.001342303020669,-0.1805259286429446,0.0035582031893911,-0.0201784818246968,0.0015856881500887,-0.13940382821953629,-0.0066636713876698,-16.7
네오이뮨텍,2021,Mar_21,1374.0,24.67,7500.0,664,2021-03-16,98475340,94799676644.0,14903487552.0,6123669183.0,2622703264.0,1942143.0,-56690250062.0,4002529207.0,-20517362576.0,-19720068815.0,0.0,-0.16601012,15.48086185,0.0,0.0,0.374295859,-200.2538789,-4.920554061,26.85,3,73.9,-0.013432269,-20.99770006,0.0,0.0,0.0,-0.028076713,-56.12807206,2.222236709,95.24,210.0,0.0793191389703563,0.0,-0.0620924318550494,0.0015314116207995,0.0127868053799649,0.0022788938230167,-0.0620924318550494,0.0075547958774106,0.0078251267090592,0.0001102219062022,-0.036877434272464704,0.0154129418222762,91.3
네오크레마,2019,Aug_19,96.6,0.0,8000.0,1,2019-08-22,7256000,15810515139.0,18136720357.0,6785652160.0,2477450249.0,2829750000.0,12189167835.0,126019723.0,277537886.0,258621099.0,4030128738.0,0.611630281,2.329991984,0.068865762,0.06417192,0.017076406,35.64237858,88.93968835,48.13,2,65.73,-0.142161236,-3.5079039,-0.081336703,-0.099613433,-17715126396.0,-0.27675818,-455.2002754,81.85196855,93.33,-133.33,-0.0462151243647844,-0.0824786098842322,0.3150446403075513,-0.0025383939441102,-0.0171384043789927,-0.0028270231498851,0.3150446403075513,-0.0034160020982788,0.0187467042558631,0.002149704795609,-0.008064827811045998,-0.0089360483651048,4.6
네오펙트,2018,Nov_18,338.01,0.89,11000.0,400,2018-11-28,11874545,11860131880.0,3256302866.0,1237295129.0,1872835654.0,4932272500.0,0.0,-25024801818.0,-2388739829.0,-6253729697.0,2026286330.0,-0.154790407,9.585531861,-1.178875756,-3.086301084,0.311246513,-526.6500482,-5.026208303,29.74,1,55.46,1.329317348,0.3009373,-0.23096733,-2.100936695,-2428176296.0,0.073454347,-157.0132456,-9.09654464,93.75,40.0,0.0533776113589769,0.0962250448649376,-0.1177425963742025,-0.004959191514419,-0.0226868208458918,-0.0074642488057945,-0.1177425963742025,0.0027664689126353,0.0060170100533778,0.0042398909649734,-0.0021313332113821956,-0.0112468887679501,-30.0
네패스아크,2020,Nov_20,707.0,1.3,26500.0,830,2020-11-17,8626115,11860309670.0,146424000000.0,16618893403.0,109137000000.0,3142857500.0,5537302954.0,0.0,7422357873.0,888435070.0,36149526285.0,14.48778023,0.713664224,0.205323794,0.024576673,0.102352379,102.9936501,4.382477489,69.56,6,70.37,-1.841858372,-0.333751141,-0.127499702,-0.060452983,-18569413086.0,-0.494785267,-436.383874,2.645143981,93.33,100.0,0.0971849576690535,0.0,0.6742699689816247,-0.0031649886220825,0.1282732845731261,-0.0055466795852774,0.6742699689816247,0.0096736452453101,-0.0117043281962052,0.0032193168568731,-0.0016590825609225021,0.0103111356293665,46.0
넥스트바이오메디컬,2024,Aug_24,356.95,1.34,29000.0,65,2024-08-20,8008066,18226209235.0,11631729976.0,33841735196.0,1743273845.0,3174033000.0,0.0,-70533596241.0,-563729170.0,-354965658.0,2370874495.0,-0.528284438,0.538571948,-0.237772675,-0.149719295,0.005269714,-44.32601554,10.15925756,31.5,12,56.66,-0.001962011,0.006737206,0.832741505,1.390869464,-2511358382.0,-0.106104846,894.9161299,9.030203641,81.82,100.0,-0.020723142494123,0.0,-0.0996393304114433,0.0021858505967542,0.0315125939896736,0.0031319145842409,-0.0996393304114433,0.0037102661808992,-0.0165426251206186,0.0019916469413126,0.00019935504410679983,-0.0208940741744351,-18.3
넥스트엔터테인먼트월드,2014,Dec_14,214.69,34.64,16300.0,33,2014-12-23,13765197,70212514990.0,26846613446.0,47769211943.0,4310289355.0,4660440000.0,31004563251.0,-417404367.0,7304573957.0,4239311260.0,53250846349.0,1.477533306,1.469827785,0.137172918,0.079610214,0.120272342,307.973163,6.15773451,37.17,6,56.3,-1.427026257,0.138678504,-0.013961512,-0.069621202,-73192718591.0,-0.516192675,-1062.828298,4.515356448,92.86,100.0,-0.0555786959879707,-0.0641500299099584,0.2982524663731232,-0.0033675972285991,-0.0046978694247324,-0.0014842811845094,0.2982524663731232,-0.0018320382954073,0.012617454868491,0.00466209896924,-0.0028872467310176037,-0.006662656768648,11.3
넥스트칩,2022,Jul_22,1623.41,11.58,13000.0,1727,2022-07-01,17385317,24688525847.0,3488800606.0,3538964324.0,1468217254.0,7353658500.0,-58222391590.0,0.0,-9819311428.0,-9802536933.0,2810543713.0,-0.098433385,6.976200828,-3.493740867,-3.48777245,0.192702596,-563.8399882,-2.359650679,0.03,3,64.23,0.043698474,-1.206340049,-2.94313619,-2.604718553,-21658705067.0,-0.333464118,679.0286642,0.066513064,93.33,182.35,-0.048544976833884,0.1435169946033742,-0.4849577217339229,0.002177233244565,-0.0501021562157945,0.0009572193300061,-0.4849577217339229,-0.0115596974611071,0.0126725779023394,0.0029997401546629,-0.010962992208657305,-0.0139646535041308,10.0
넥스틴,2020,Oct_20,30.25,5.3,75400.0,13,2020-10-08,3134160,17237474834.0,5873387798.0,11448518947.0,2507963890.0,1402280000.0,-11579227125.0,145217831.0,2529464161.0,2105993309.0,13713755603.0,-1.391233996,1.505651073,0.184447225,0.153567948,-0.209933228,671.9482442,3.619098438,37.39,1,56.02,-0.00782007,0.546350214,0.371799311,0.430109554,4320133027.0,-0.420986004,1500.79153,4.43639084,85.0,100.0,0.1030531678580657,0.0,0.5678531413313621,0.00453701038196,0.1264880600255867,0.0064170339363122,0.5678531413313621,0.0055027278982883,-0.0119639239235826,0.0045635938232903,-0.003981434524203603,0.0109075996078115,-5.0
