month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,산업생산지수(IPI),생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2)
2023-09,3.842,3.949,73,3.5,3894.3,112.5,118.03,99.8,112.85,3894.3,414117817,1329.47,3843786.7
2023-09,3.842,3.949,73,3.5,3894.3,113.5,118.03,99.8,112.85,3894.3,414117817,1329.47,3843786.7
2023-10,4.031,4.272,73,3.5,6938.8,111,117.86,98.2,113.27,6938.8,412873624,1350.69,3857676.8
2023-10,4.031,4.272,73,3.5,6938.8,112.7,117.86,98.2,113.27,6938.8,412873624,1350.69,3857676.8
2023-11,3.771,3.89,69,3.5,6619.2,114.5,117.41,97.2,112.68,6619.2,417079898,1310.39,3890972.4
2023-11,3.771,3.89,69,3.5,6619.2,113,117.41,97.2,112.68,6619.2,417079898,1310.39,3890972.4
2023-12,3.35,3.415,69,3.5,6798,126.5,117.56,99.7,112.73,6798,420147908,1303.98,3914316.8
2023-12,3.35,3.415,69,3.5,6798,113.4,117.56,99.7,112.73,6798,420147908,1303.98,3914316.8
2024-01,3.266,3.353,68,3.5,9095.8,110.5,118.19,101.6,113.17,9095.8,415758762,1323.57,3924203.2
2024-01,3.266,3.353,68,3.5,9095.8,113.7,118.19,101.6,113.17,9095.8,415758762,1323.57,3924203.2
2024-02,3.351,3.429,69,3.5,6949.3,105.3,118.55,101.9,113.78,6949.3,415738489,1331.74,3929858
2024-02,3.351,3.429,69,3.5,6949.3,115.2,118.55,101.9,113.78,6949.3,415738489,1331.74,3929858
2024-03,3.31,3.39,72,3.5,6661.9,115.7,118.82,100.7,113.95,6661.9,419251325,1330.69,3996216.6
2024-03,3.31,3.39,72,3.5,6661.9,112.5,118.82,100.7,113.95,6661.9,419251325,1330.69,3996216.6
2024-04,3.439,3.567,71,3.5,5776.9,114.1,119.16,100.7,114.01,5776.9,413260138,1367.83,4013228.2
2024-04,3.439,3.567,71,3.5,5776.9,112.3,119.16,100.7,114.01,5776.9,413260138,1367.83,4013228.2
2024-05,3.432,3.527,73,3.5,9623.5,113.3,119.25,98.4,114.1,9623.5,412832077,1365.39,4014130.8
2024-05,3.432,3.527,73,3.5,9623.5,113.2,119.25,98.4,114.1,9623.5,412832077,1365.39,4014130.8
2024-06,3.262,3.337,74,3.5,9901.5,116.4,119.23,100.9,113.84,9901.5,412210543,1380.13,4037580.8
2024-06,3.262,3.337,74,3.5,9901.5,113.1,119.23,100.9,113.84,9901.5,412210543,1380.13,4037580.8
2024-07,3.083,3.171,72,3.5,8225.3,111.4,119.56,103.7,114.13,8225.3,413506683,1383.38,4054967.4
2024-07,3.083,3.171,72,3.5,8225.3,112.4,119.56,103.7,114.13,8225.3,413506683,1383.38,4054967.4
2024-08,2.924,2.999,72,3.5,7498.7,110.8,119.38,100.8,114.54,7498.7,415916439,1354.15,4062635.6
2024-08,2.924,2.999,72,3.5,7498.7,113.6,119.38,100.8,114.54,7498.7,415916439,1354.15,4062635.6
2024-09,2.868,3.011,72,3.5,8270.6,110.9,119.16,100,114.65,8270.6,419969772,1334.82,4070711
2024-09,2.868,3.011,72,3.5,8270.6,113.2,119.16,100,114.65,8270.6,419969772,1334.82,4070711
2024-10,2.911,3.07,72,3.25,7836.4,113.6,119.01,101.8,114.69,7836.4,415689646,1361,4110779
2024-10,2.911,3.07,72,3.25,7836.4,112.9,119.01,101.8,114.69,7836.4,415689646,1361,4110779
2024-11,2.858,3.006,70,3,9594.8,114.1,119.1,100.7,114.4,9594.8,415391699,1393.38,4143031.5
2024-11,2.858,3.006,70,3,9594.8,112.6,119.1,100.7,114.4,9594.8,415391699,1393.38,4143031.5
2024-12,2.59,2.771,68,3,9608.5,115.2,119.51,88.2,114.91,9608.5,415603777,1434.42,
2024-12,2.59,2.771,68,3,9608.5,128.3,119.51,88.2,114.91,9608.5,415603777,1434.42,
2025-01,2.571,2.821,62,3,,,,91.2,115.71,,411014873,1455.79,
