Date,category_scores,weighted_avg_scores
2016-07-19,"{'성장_긍정': 0.21090772186699103, '성장_부정': 0.28160963291543184, '민감_긍정': 0.22881262372179662, '민감_부정': 0.24740065277617676, '방어_긍정': 0.21440843987274258, '방어_부정': 0.24763334484909386, '금융_긍정': 0.2552676013622986, '금융_부정': 0.27634937207412186}","{'성장_긍정': 0.23631513841905968, '성장_부정': 0.2530783045591289, '민감_긍정': 0.2613115599132667, '민감_부정': 0.24001450454591822, '방어_긍정': 0.26137888824496147, '방어_부정': 0.23731843474781736, '금융_긍정': 0.2870492055577253, '금융_부정': 0.24905295792208668}"
2016-07-20,"{'성장_긍정': 0.26868150175701944, '성장_부정': 0.2718699206475616, '민감_긍정': 0.2844103617788869, '민감_부정': 0.22859379721773593, '방어_긍정': 0.2665681545031941, '방어_부정': 0.21933406819719384, '금융_긍정': 0.3020960626752521, '금융_부정': 0.24605773446910867}","{'성장_긍정': 0.23363091775336486, '성장_부정': 0.2568209142007322, '민감_긍정': 0.25782819997384965, '민감_부정': 0.24056534513051567, '방어_긍정': 0.25609034427765126, '방어_부정': 0.23867770901992952, '금융_긍정': 0.2838263592914019, '금융_부정': 0.25245241651314426}"
2016-07-21,"{'성장_긍정': 0.2091091616453961, '성장_부정': 0.253289120949994, '민감_긍정': 0.24026096875272482, '민감_부정': 0.24806852615254998, '방어_긍정': 0.23546644436660177, '방어_부정': 0.23954607635197905, '금융_긍정': 0.2711697042378564, '금융_부정': 0.2706566323146453}","{'성장_긍정': 0.23841726130251717, '성장_부정': 0.25923737893283094, '민감_긍정': 0.2614871383080903, '민감_부정': 0.2388297730017226, '방어_긍정': 0.25744341766702883, '방어_부정': 0.2364231611335735, '금융_긍정': 0.2868211827993894, '금융_부정': 0.25214740200906277}"
2016-07-22,"{'성장_긍정': 0.1827604768283423, '성장_부정': 0.23956559104864641, '민감_긍정': 0.23852884217020062, '민감_부정': 0.2623999341017811, '방어_긍정': 0.21488104264398752, '방어_부정': 0.25366778538436696, '금융_긍정': 0.22874732702545794, '금융_부정': 0.24893971928722086}","{'성장_긍정': 0.23448735863807246, '성장_부정': 0.2590570595030311, '민감_긍정': 0.2584926926642471, '민감_부정': 0.24007216978675722, '방어_긍정': 0.25422882099509936, '방어_부정': 0.2371971321481559, '금융_긍정': 0.2851265824889334, '금융_부정': 0.2553886403028103}"
2016-07-23,"{'성장_긍정': 0.3197252777398631, '성장_부정': 0.27915859696822004, '민감_긍정': 0.31863610704485945, '민감_부정': 0.23936282753775373, '방어_긍정': 0.33096077554133313, '방어_부정': 0.24678232094086897, '금융_긍정': 0.3165265590222057, '금융_부정': 0.22675509903115418}","{'성장_긍정': 0.22697292396671337, '성장_부정': 0.25668934949356126, '민감_긍정': 0.25514904899187324, '민감_부정': 0.24294680220929124, '방어_긍정': 0.24809618466158956, '방어_부정': 0.23956268051278262, '금융_긍정': 0.27756013885877856, '금융_부정': 0.25535462735951586}"
2016-07-24,"{'성장_긍정': 0.30275140109202275, '성장_부정': 0.3032548663075817, '민감_긍정': 0.32676798619690217, '민감_부정': 0.2756643747934588, '방어_긍정': 0.32856014660934785, '방어_부정': 0.2745879580646595, '금융_긍정': 0.3967743915860294, '금융_부정': 0.31710961437870294}","{'성장_긍정': 0.23823116373795253, '성장_부정': 0.25952020196988335, '민감_긍정': 0.26291144905542685, '민감_부정': 0.2424428631509172, '방어_긍정': 0.2578383659773665, '방어_부정': 0.24055920225464636, '금융_긍정': 0.28208770036673064, '금융_부정': 0.2519758127886751}"
2016-07-25,"{'성장_긍정': 0.16979115570901043, '성장_부정': 0.2500930171627724, '민감_긍정': 0.18920345898723806, '민감_부정': 0.243292407683782, '방어_긍정': 0.23860494115236058, '방어_부정': 0.2541786220107165, '금융_긍정': 0.19652049187047899, '금융_부정': 0.25847885147730043}","{'성장_긍정': 0.24708921654455834, '성장_부정': 0.26550162059878823, '민감_긍정': 0.2717398931194133, '민감_부정': 0.24698569372048548, '방어_긍정': 0.26721095288079266, '방어_부정': 0.24523732432925874, '금융_긍정': 0.29718689696487455, '금융_부정': 0.2606425150720273}"
2016-07-26,"{'성장_긍정': 0.22052864744199638, '성장_부정': 0.27142452003181156, '민감_긍정': 0.21338223015327806, '민감_부정': 0.2162612702111984, '방어_긍정': 0.23572604091224827, '방어_부정': 0.24139764282432524, '금융_긍정': 0.2978944141229489, '금융_부정': 0.2684682123417996}","{'성장_긍정': 0.237722255395091, '성장_부정': 0.26420636369235106, '민감_긍정': 0.2617878573238422, '민감_부정': 0.24706855741279254, '방어_긍정': 0.26422687913465126, '방어_부정': 0.24703723019368043, '금융_긍정': 0.28496096625016887, '금융_부정': 0.26118569473199144}"
2016-07-27,"{'성장_긍정': 0.245882834638998, '성장_부정': 0.2768969099378363, '민감_긍정': 0.2783709227061528, '민감_부정': 0.27934631831190393, '방어_긍정': 0.25785198554320476, '방어_부정': 0.268564095488686, '금융_긍정': 0.2937367987539193, '금융_부정': 0.2788205112194603}","{'성장_긍정': 0.23579435607664484, '성장_부정': 0.26600086706453097, '민감_긍정': 0.2556080306660647, '민감_부정': 0.24371338651006424, '방어_긍정': 0.26111340240894837, '방어_부정': 0.24721841137094347, '금융_긍정': 0.2870171845000975, '금융_부정': 0.26308298272797553}"
2016-07-28,"{'성장_긍정': 0.23130208429677582, '성장_부정': 0.2598843419110881, '민감_긍정': 0.259317083032702, '민감_부정': 0.22978154987276012, '방어_긍정': 0.25382746653053023, '방어_부정': 0.23706267347977347, '금융_긍정': 0.3022232872375808, '금융_부정': 0.27423656264409}","{'성장_긍정': 0.2370705473817844, '성장_부정': 0.2680220529336216, '민감_긍정': 0.2584358434939666, '민감_부정': 0.24880909344919894, '방어_긍정': 0.2608987681321771, '방어_부정': 0.25060346511935455, '금융_긍정': 0.28803036902661644, '금융_부정': 0.265841911894054}"
2016-07-29,"{'성장_긍정': 0.24328292798530932, '성장_부정': 0.26658493819849727, '민감_긍정': 0.2657215756660954, '민감_부정': 0.23869300287451287, '방어_긍정': 0.26628625123574207, '방어_부정': 0.25616393045596003, '금융_긍정': 0.3136605893198042, '금융_부정': 0.2702303569079165}","{'성장_긍정': 0.23621309394301365, '성장_부정': 0.2676897808531621, '민감_긍정': 0.2580695775916526, '민감_부정': 0.2467270178988779, '방어_긍정': 0.25996288289654385, '방어_부정': 0.24950449782884054, '금융_긍정': 0.2896384402560213, '금융_부정': 0.2677210122279753}"
2016-07-30,"{'성장_긍정': 0.2913143893933206, '성장_부정': 0.2734954552046265, '민감_긍정': 0.32250334952645426, '민감_부정': 0.268282888253457, '방어_긍정': 0.3298826623564282, '방어_부정': 0.26667071933527436, '금융_긍정': 0.32062191148388997, '금융_부정': 0.2495281491056044}","{'성장_긍정': 0.23707505237608137, '성장_부정': 0.26831114339367507, '민감_긍정': 0.2587609688882022, '민감_부정': 0.24610537214306571, '방어_긍정': 0.26068712572010394, '방어_부정': 0.2509737776779026, '금융_긍정': 0.2928927531991232, '금융_부정': 0.2690225667899624}"
2016-07-31,"{'성장_긍정': 0.2789281134065056, '성장_부정': 0.2897262374246082, '민감_긍정': 0.3244387204765875, '민감_부정': 0.29922127687817823, '방어_긍정': 0.3107589189665701, '방어_부정': 0.28218905337534256, '금융_긍정': 0.3497166774885775, '금융_부정': 0.2984020984603522}","{'성장_긍정': 0.24403316937324007, '성장_부정': 0.2690841025551029, '민감_긍정': 0.26675697129013937, '민감_부정': 0.24896783281052554, '방어_긍정': 0.26959899198081755, '방어_부정': 0.2531933567948958, '금융_긍정': 0.2965945041178296, '금융_부정': 0.26675606085210785}"
2016-08-01,"{'성장_긍정': 0.2205585011798734, '성장_부정': 0.2658967398389677, '민감_긍정': 0.23369365753232074, '민감_부정': 0.23378364092153903, '방어_긍정': 0.2338600355715709, '방어_부정': 0.24843551565747923, '금융_긍정': 0.26353041492126666, '금융_부정': 0.2655736759286385}","{'성장_긍정': 0.24926679127109572, '성장_부정': 0.2718088115018889, '민감_긍정': 0.2749520090951559, '민감_부정': 0.25574361972919557, '방어_긍정': 0.2759655322864776, '방어_부정': 0.25730410814790117, '금융_긍정': 0.30411261002903905, '금융_부정': 0.2708002161129954}"
2016-08-02,"{'성장_긍정': 0.20306289359416727, '성장_부정': 0.26521882895671484, '민감_긍정': 0.22662793465692097, '민감_부정': 0.24312718197176833, '방어_긍정': 0.22175177805796428, '방어_부정': 0.24187354017803503, '금융_긍정': 0.2978696358195715, '금융_부정': 0.2739129999779143}","{'성장_긍정': 0.24653598008057973, '성장_부정': 0.27119180475991866, '민감_긍정': 0.2708447939212969, '민감_부정': 0.25335360562395937, '방어_긍정': 0.2719644344468, '방어_부정': 0.2567961150087403, '금융_긍정': 0.300089258533021, '금융_부정': 0.2703390965834718}"
2016-08-03,"{'성장_긍정': 0.26408822048495717, '성장_부정': 0.2866300236766496, '민감_긍정': 0.25954717915310754, '민감_부정': 0.2617481966283603, '방어_긍정': 0.2466692025906451, '방어_부정': 0.24229282587049467, '금융_긍정': 0.28087551528629656, '금융_부정': 0.27440418616109086}","{'성장_긍정': 0.2412727068933123, '성장_부정': 0.2705281258727412, '민감_긍정': 0.265594729135113, '민감_부정': 0.25234053971936854, '방어_긍정': 0.2661252114659013, '방어_부정': 0.25536769363804285, '금융_긍정': 0.30067676967936796, '금융_부정': 0.2711502909649069}"
2016-08-04,"{'성장_긍정': 0.2681550679876142, '성장_부정': 0.26039462058311796, '민감_긍정': 0.28233422802257624, '민감_부정': 0.23060376982643424, '방어_긍정': 0.25109768614940947, '방어_부정': 0.21605695045368029, '금융_긍정': 0.2725675075511798, '금융_부정': 0.24546872159423236}","{'성장_긍정': 0.2442208566083675, '성장_부정': 0.2728753758430666, '민감_긍정': 0.2647547035109433, '민감_부정': 0.2538509754909368, '방어_긍정': 0.2635383752018818, '방어_부정': 0.2540500323089216, '금융_긍정': 0.2985926644264471, '금융_부정': 0.27205018038120565}"
2016-08-05,"{'성장_긍정': 0.23466242386961841, '성장_부정': 0.28338708063069246, '민감_긍정': 0.2516522537881547, '민감_부정': 0.26480270070753287, '방어_긍정': 0.2620467026523021, '방어_부정': 0.26345541038071574, '금융_긍정': 0.2920889055649031, '금융_부정': 0.2840207278215914}","{'성장_긍정': 0.2477549981930348, '성장_부정': 0.27158399965778696, '민감_긍정': 0.26718974328485307, '민감_부정': 0.2508930648373851, '방어_긍정': 0.2617315172401027, '방어_부정': 0.24901559942257456, '금융_긍정': 0.29560292526016746, '금융_부정': 0.26882204164866624}"
2016-08-06,"{'성장_긍정': 0.3249428881502215, '성장_부정': 0.2881359518911352, '민감_긍정': 0.3313244134324313, '민감_부정': 0.2710385509286009, '방어_긍정': 0.3520779389178263, '방어_부정': 0.2639251537185515, '금융_긍정': 0.3245083426392285, '금융_부정': 0.2563523804991615}","{'성장_긍정': 0.24626111193013858, '성장_부정': 0.27329061338710653, '민감_긍정': 0.265133155453508, '민감_부정': 0.2526613426472763, '방어_긍정': 0.2612356591760159, '방어_부정': 0.25052466715410177, '금융_긍정': 0.29520272674987635, '금융_부정': 0.27097405527711194}"
2016-08-07,"{'성장_긍정': 0.24798929539162373, '성장_부정': 0.3012415926326369, '민감_긍정': 0.29835865136032613, '민감_부정': 0.29890450101285826, '방어_긍정': 0.2937096717289882, '방어_부정': 0.29433256647767936, '금융_긍정': 0.32791120652652184, '금융_부정': 0.3129159085764021}","{'성장_긍정': 0.25631031664712023, '성장_부정': 0.2752130624313228, '민감_긍정': 0.2735745373688479, '민감_부정': 0.25523818366182655, '방어_긍정': 0.2722947691853484, '방어_부정': 0.25200315185451805, '금융_긍정': 0.2985218667205482, '금융_부정': 0.2691028510860492}"
2016-08-08,"{'성장_긍정': 0.25541769819006843, '성장_부정': 0.2640514380085971, '민감_긍정': 0.2870212635602178, '민감_부정': 0.2618751520800195, '방어_긍정': 0.2939298220973019, '방어_부정': 0.2597672139971834, '금융_긍정': 0.32212520655670845, '금융_부정': 0.2588075748540792}","{'성장_긍정': 0.2560493508019044, '성장_부정': 0.27879743162275916, '민감_긍정': 0.27749964332802546, '민감_부정': 0.26122881113150775, '방어_긍정': 0.27537032772782155, '방어_부정': 0.2573726931820782, '금융_긍정': 0.30221870488936375, '금융_부정': 0.27449157176749467}"
2016-08-09,"{'성장_긍정': 0.23209580459747226, '성장_부정': 0.2587233294622926, '민감_긍정': 0.25511270692848964, '민감_부정': 0.2505477299800101, '방어_긍정': 0.250236856518212, '방어_부정': 0.23499420395840248, '금융_긍정': 0.2754300442594721, '금융_부정': 0.2560609323998966}","{'성장_긍정': 0.25730038252696125, '성장_부정': 0.27744228756598965, '민감_긍정': 0.2801836626742036, '민감_부정': 0.26206085754138764, '방어_긍정': 0.27880714893731146, '방어_부정': 0.25794547695592446, '금융_긍정': 0.3057999162532471, '금융_부정': 0.2727057880078904}"
2016-08-10,"{'성장_긍정': 0.20967346834183512, '성장_부정': 0.29660240154055767, '민감_긍정': 0.24980167921435625, '민감_부정': 0.30341215936714844, '방어_긍정': 0.26757053248846663, '방어_부정': 0.29544169211674204, '금융_긍정': 0.27575345114529726, '금융_부정': 0.3117582514767268}","{'성장_긍정': 0.2546263375588999, '성장_부정': 0.2752437916949908, '민감_긍정': 0.2776816096640277, '민감_부정': 0.2612056024865402, '방어_긍정': 0.2758913377748756, '방어_부정': 0.2551619680390145, '금융_긍정': 0.30195887059953486, '금융_부정': 0.2705506545555687}"
2016-08-11,"{'성장_긍정': 0.22110663506893596, '성장_부정': 0.2399227848701648, '민감_긍정': 0.2513450253088441, '민감_부정': 0.22865959501359118, '방어_긍정': 0.2630741072285239, '방어_부정': 0.2279710856191822, '금융_긍정': 0.2950642475228188, '금융_부정': 0.25028649618848753}","{'성장_긍정': 0.24885248435527293, '성장_부정': 0.27821680248747027, '민감_긍정': 0.2740739865131558, '민감_부정': 0.2670724003045606, '방어_긍정': 0.2751484851646074, '방어_부정': 0.26049910934193954, '금융_긍정': 0.29837489224358477, '금융_부정': 0.27593999488436627}"
2016-08-12,"{'성장_긍정': 0.20996939633718278, '성장_부정': 0.2784064479891649, '민감_긍정': 0.239569642055832, '민감_부정': 0.26786043709467444, '방어_긍정': 0.24361405768951302, '방어_부정': 0.2773368817405585, '금융_긍정': 0.2542399462891068, '금융_부정': 0.27208894180497145}","{'성장_긍정': 0.24494790448951806, '성장_부정': 0.27344485970863336, '민감_긍정': 0.2709442308748041, '민감_부정': 0.26274299105586624, '방어_긍정': 0.27371355159639194, '방어_부정': 0.2565841926677799, '금융_긍정': 0.2975369567151958, '금융_부정': 0.27281940841037705}"
2016-08-13,"{'성장_긍정': 0.28408547531241024, '성장_부정': 0.2805694067928998, '민감_긍정': 0.2838681852362228, '민감_부정': 0.25403715701033724, '방어_긍정': 0.32678552550927104, '방어_부정': 0.27542169277192297, '금융_긍정': 0.3188198125980909, '금융_부정': 0.2766578985913844}","{'성장_긍정': 0.23965545897598506, '성장_부정': 0.2739941820793862, '민감_긍정': 0.2663203484953257, '민감_부정': 0.2636510460356894, '방어_긍정': 0.26959588151156555, '방어_부정': 0.2593379686941903, '금융_긍정': 0.2913239623529288, '금융_부정': 0.27283391055625805}"
2016-08-14,"{'성장_긍정': 0.2925781357341591, '성장_부정': 0.3087866224427464, '민감_긍정': 0.31125863155281214, '민감_부정': 0.29064540072910744, '방어_긍정': 0.31475760744644393, '방어_부정': 0.2856081562599518, '금융_긍정': 0.3614601653018697, '금융_부정': 0.3130232431165237}","{'성장_긍정': 0.24456242905579792, '성장_부정': 0.2747193131497736, '민감_긍정': 0.2678520045742829, '민감_부정': 0.26243821191645655, '방어_긍정': 0.2767836661221948, '방어_부정': 0.2616347390363579, '금융_긍정': 0.29428752771786626, '금융_부정': 0.2734399061317841}"
2016-08-15,"{'성장_긍정': 0.24171909867277722, '성장_부정': 0.28489593917065675, '민감_긍정': 0.2887863072982361, '민감_부정': 0.2859916312688931, '방어_긍정': 0.296046586359056, '방어_부정': 0.28231026530046827, '금융_긍정': 0.3378732665911689, '금융_부정': 0.30335357435051424}","{'성장_긍정': 0.25067060065928115, '성장_부정': 0.2791393686726331, '민감_긍정': 0.2734036741077398, '민감_부정': 0.2662421505906132, '방어_긍정': 0.2823972248658486, '방어_부정': 0.26520636190610414, '금융_긍정': 0.30295363628983896, '금융_부정': 0.27863623574413077}"
2016-08-16,"{'성장_긍정': 0.17923734850156456, '성장_부정': 0.2417511558607027, '민감_긍정': 0.22711419552937026, '민감_부정': 0.25675730831177107, '방어_긍정': 0.24740459325263248, '방어_부정': 0.24139327708509412, '금융_긍정': 0.2642326957418885, '금융_부정': 0.2521029139549974}","{'성장_긍정': 0.2498675671086025, '성장_부정': 0.28019247228285077, '민감_긍정': 0.2760845583970036, '민감_부정': 0.2695072616810182, '방어_긍정': 0.28547789805042334, '방어_부정': 0.26830570309663726, '금융_긍정': 0.30836298229263925, '금융_부정': 0.28240402719095076}"
2016-08-17,"{'성장_긍정': 0.18392788197651994, '성장_부정': 0.2660311828320444, '민감_긍정': 0.22509900136061498, '민감_부정': 0.26883282878573533, '방어_긍정': 0.2271510543169786, '방어_부정': 0.2610447188742168, '금융_긍정': 0.28933453892816124, '금융_부정': 0.29103743824642736}","{'성장_긍정': 0.2405321040351631, '성장_부정': 0.275311993362868, '민감_긍정': 0.270017802547886, '민감_부정': 0.26837724408811775, '방어_긍정': 0.28148071928949886, '방어_부정': 0.26562682919518726, '금융_긍정': 0.3032455583567746, '금융_부정': 0.278978588695303}"
2016-08-18,"{'성장_긍정': 0.2600168748750379, '성장_부정': 0.2552443642860002, '민감_긍정': 0.2869865776418516, '민감_부정': 0.2466946625999244, '방어_긍정': 0.29010351025991377, '방어_부정': 0.24340725782563044, '금융_긍정': 0.3216308924287143, '금융_부정': 0.24888285794321138}","{'성장_긍정': 0.2320489553783139, '성장_부정': 0.27389235302093096, '민감_긍정': 0.2636777230870063, '민감_부정': 0.2687274851646983, '방어_긍정': 0.2745387561448237, '방어_부정': 0.26557272146650546, '금융_긍정': 0.3017953986560099, '금융_부정': 0.2809521352101594}"
2016-08-19,"{'성장_긍정': 0.24791034771325207, '성장_부정': 0.2832844170629545, '민감_긍정': 0.2592378000692709, '민감_부정': 0.2679308544484998, '방어_긍정': 0.2563400726545728, '방어_부정': 0.2602811368407572, '금융_긍정': 0.2942292052255387, '금융_부정': 0.2759624907953157}","{'성장_긍정': 0.23447443756991893, '성장_부정': 0.27123064964280325, '민감_긍정': 0.2659173983473629, '민감_부정': 0.26605849806262427, '방어_긍정': 0.27617634091895576, '방어_부정': 0.2629883628075005, '금융_긍정': 0.30457085729206307, '금융_부정': 0.2771466590932981}"
2016-08-20,"{'성장_긍정': 0.3482029940497347, '성장_부정': 0.319611161115909, '민감_긍정': 0.35840097178717983, '민감_부정': 0.2764312966904629, '방어_긍정': 0.3671615914845702, '방어_부정': 0.27792992891235535, '금융_긍정': 0.3614480383646627, '금융_부정': 0.2777306822299616}","{'성장_긍정': 0.2353632227410247, '성장_부정': 0.27235667002824204, '민감_긍정': 0.26441292850642983, '민감_부정': 0.26606775660918425, '방어_긍정': 0.2729406499732281, '방어_부정': 0.2623933755660176, '금융_긍정': 0.3032254873021925, '금융_부정': 0.27691928510577474}"
2016-08-21,"{'성장_긍정': 0.2937604436245469, '성장_부정': 0.30152568317877476, '민감_긍정': 0.3109044922106108, '민감_부정': 0.2795811796715697, '방어_긍정': 0.307729753510377, '방어_부정': 0.263394425491965, '금융_긍정': 0.33823828579277476, '금융_부정': 0.28772337493061834}","{'성장_긍정': 0.24949819005372204, '성장_부정': 0.2783272340356722, '민감_긍정': 0.2760579715966359, '민감_부정': 0.2671806155142824, '방어_긍정': 0.2845355103952879, '방어_부정': 0.2641817917773189, '금융_긍정': 0.3108222445912467, '금융_부정': 0.2770044150907401}"
2016-08-22,"{'성장_긍정': 0.2542149076345984, '성장_부정': 0.2754811851135092, '민감_긍정': 0.2688179412567245, '민감_부정': 0.26406326261817564, '방어_긍정': 0.2537806751003297, '방어_부정': 0.24429911473741434, '금융_긍정': 0.30625987596625026, '금융_부정': 0.2768420151604885}","{'성장_긍정': 0.25615262582497045, '성장_부정': 0.2815866370874391, '민감_긍정': 0.2811122787589686, '민감_부정': 0.26866209933341517, '방어_긍정': 0.288062471920153, '방어_부정': 0.2638987620545319, '금융_긍정': 0.31497256157809267, '금융_부정': 0.278218301228833}"
2016-08-23,"{'성장_긍정': 0.20619565876383475, '성장_부정': 0.24921408879419804, '민감_긍정': 0.25007043317973193, '민감_부정': 0.24417194897164549, '방어_긍정': 0.24555131750346448, '방어_부정': 0.23053543410746843, '금융_긍정': 0.2776319466183628, '금융_부정': 0.27129090946118384}","{'성장_긍정': 0.25709840776676934, '성장_부정': 0.2813707347729216, '민감_긍정': 0.2804355615955422, '민감_부정': 0.26825855917725056, '방어_긍정': 0.2842626984019509, '방어_부정': 0.2613643398595735, '금융_긍정': 0.3147607374521996, '금융_부정': 0.27822126828943994}"
2016-08-24,"{'성장_긍정': 0.1731967057733505, '성장_부정': 0.21681627432434938, '민감_긍정': 0.1962977578935048, '민감_부정': 0.20925641162047937, '방어_긍정': 0.20391594990842957, '방어_부정': 0.2145767303088883, '금융_긍정': 0.2358497313395129, '금융_부정': 0.22869103207186675}","{'성장_긍정': 0.25165307834061373, '성장_부정': 0.2775436982148301, '민감_긍정': 0.2774325416628359, '민감_부정': 0.2651820047202328, '방어_긍정': 0.2797480500327094, '방어_부정': 0.25714207547833445, '금융_긍정': 0.3108829544664974, '금융_부정': 0.2773123313491261}"
2016-08-25,"{'성장_긍정': 0.15308656500069523, '성장_부정': 0.2613570223056871, '민감_긍정': 0.21455028475020954, '민감_부정': 0.269920081781071, '방어_긍정': 0.18818032507996774, '방어_부정': 0.25060362797327074, '금융_긍정': 0.2398059411055342, '금융_부정': 0.28069894022766256}","{'성장_긍정': 0.2420545565712853, '성장_부정': 0.2694875172575978, '민감_긍정': 0.267307853346716, '민감_부정': 0.25751076700694875, '방어_긍정': 0.2697266434985561, '방어_부정': 0.2508344483987221, '금융_긍정': 0.3014132389449591, '금융_부정': 0.27057836335631963}"
2016-08-26,"{'성장_긍정': 0.1842638568778451, '성장_부정': 0.21829252861758935, '민감_긍정': 0.24015351687493888, '민감_부정': 0.23344861941058365, '방어_긍정': 0.22766642357546102, '방어_부정': 0.20763932921209893, '금융_긍정': 0.29369752912698505, '금융_부정': 0.24949710279701678}","{'성장_긍정': 0.23012208043768365, '성장_부정': 0.2681299705761268, '민감_긍정': 0.26012639643359337, '민감_부정': 0.25882474005552136, '방어_긍정': 0.258213387773751, '방어_부정': 0.25010055016776894, '금융_긍정': 0.29285105348561197, '금융_부정': 0.27156989949290367}"
2016-08-27,"{'성장_긍정': 0.24452690261303905, '성장_부정': 0.2840512020414032, '민감_긍정': 0.27993777785632923, '민감_부정': 0.27877703303155826, '방어_긍정': 0.284609488463149, '방어_부정': 0.28284045974127375, '금융_긍정': 0.31281124423920215, '금융_부정': 0.2843261417654825}","{'성장_긍정': 0.2229943867454948, '성장_부정': 0.26082635580828545, '민감_긍정': 0.2567091299043264, '민감_부정': 0.2548828944378626, '방어_긍정': 0.252678219297379, '방어_부정': 0.24342253074623965, '금융_긍정': 0.2920006826807182, '금융_부정': 0.2681115483145523}"
2016-08-28,"{'성장_긍정': 0.2559440828791656, '성장_부정': 0.2882542002444852, '민감_긍정': 0.2937567970987114, '민감_부정': 0.28489357239844165, '방어_긍정': 0.29411994720150614, '방어_부정': 0.2725485829760123, '금융_긍정': 0.345069248702403, '금융_부정': 0.3019433296547637}","{'성장_긍정': 0.2241465804795159, '성장_부정': 0.26286307768144374, '민감_긍정': 0.25859087079334864, '민감_부정': 0.2573125688999917, '방어_긍정': 0.2548873417023563, '방어_부정': 0.24743511494315706, '금융_긍정': 0.29332302072090216, '금융_부정': 0.2695122293701674}"
2016-08-29,"{'성장_긍정': 0.19838538802385688, '성장_부정': 0.2381806955251028, '민감_긍정': 0.2399696865073933, '민감_부정': 0.24183733042673852, '방어_긍정': 0.2419659961207465, '방어_부정': 0.23791703642080117, '금융_긍정': 0.2992570044671591, '금융_부정': 0.26840389797989306}","{'성장_긍정': 0.22719781322710983, '성장_부정': 0.26542703936026535, '민감_긍정': 0.2623525800325922, '민감_부정': 0.26032216407750325, '방어_긍정': 0.2587662018157443, '방어_부정': 0.2500047939811887, '금융_긍정': 0.2990036504834071, '금융_부정': 0.2731888379236476}"
2016-08-30,"{'성장_긍정': 0.20929779574658344, '성장_부정': 0.2577986452430686, '민감_긍정': 0.24794409262955228, '민감_부정': 0.25429278849024517, '방어_긍정': 0.21572083287691038, '방어_부정': 0.23069439200848246, '금융_긍정': 0.30175760491347403, '금융_부정': 0.29147904579000355}","{'성장_긍정': 0.22292344906880543, '성장_부정': 0.261510080621248, '민감_긍정': 0.25910935866398477, '민감_부정': 0.25764570630955586, '방어_긍정': 0.25588775093022087, '방어_부정': 0.24808131036694395, '금융_긍정': 0.29873208498216014, '금융_부정': 0.2724990452391618}"
2016-08-31,"{'성장_긍정': 0.1871442575794089, '성장_부정': 0.24777032553163394, '민감_긍정': 0.21620356567937205, '민감_부정': 0.24493923268267295, '방어_긍정': 0.21704733182806032, '방어_부정': 0.23556364264268329, '금융_긍정': 0.25906678740943256, '금융_부정': 0.26689148057076595}","{'성장_긍정': 0.22051677461304472, '성장_부정': 0.2606537555936313, '민감_긍정': 0.2573943116430066, '민감_부정': 0.25705049343428704, '방어_긍정': 0.2500249981858842, '방어_부정': 0.2456176001537202, '금융_긍정': 0.29916170679874565, '금융_부정': 0.27521879299003}"
2016-09-01,"{'성장_긍정': 0.17705600520742135, '성장_부정': 0.2573820852196155, '민감_긍정': 0.21447112701936766, '민감_부정': 0.2648295630213535, '방어_긍정': 0.22102439987870492, '방어_부정': 0.2608698344663107, '금융_긍정': 0.22327401928673754, '금융_부정': 0.27041369581585867}","{'성장_긍정': 0.21487000509456533, '성장_부정': 0.25830748803894366, '민감_긍정': 0.25124881438962166, '민감_부정': 0.25523161140202316, '방어_긍정': 0.24464086206718388, '방어_부정': 0.24390501750197668, '금융_긍정': 0.293541839527444, '금융_부정': 0.2742851879322855}"
2016-09-02,"{'성장_긍정': 0.24084183173868615, '성장_부정': 0.2562082604435523, '민감_긍정': 0.2495615397324289, '민감_부정': 0.2219310560316687, '방어_긍정': 0.2550977857258624, '방어_부정': 0.21718445151735583, '금융_긍정': 0.2505056509410807, '금융_부정': 0.22103137070128176}","{'성장_긍정': 0.207847503111222, '성장_부정': 0.25741670136932415, '민감_긍정': 0.2449570437499623, '민감_부정': 0.2562923314730411, '방어_긍정': 0.2398832276170354, '방어_부정': 0.24580927067654096, '금융_긍정': 0.28343786747329464, '금융_부정': 0.27405117307555965}"
2016-09-03,"{'성장_긍정': 0.29391183525448944, '성장_부정': 0.2954944878724912, '민감_긍정': 0.3359649565525331, '민감_부정': 0.30292422148677006, '방어_긍정': 0.3270382084720223, '방어_부정': 0.29064305909735794, '금융_긍정': 0.3392685632457741, '금융_부정': 0.2862287618631594}","{'성장_긍정': 0.21011988151935793, '성장_부정': 0.2563490454825761, '민감_긍정': 0.2440346181446395, '민감_부정': 0.2514605372747541, '방어_긍정': 0.24032660756918608, '방어_부정': 0.24172249587085715, '금융_긍정': 0.2779015117648861, '금융_부정': 0.2670277926047698}"
