기업명,year_key,month_key,(희망)공모가격 하한가,(희망)공모가격 상한가,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,수요예측 시작일,수요예측 종료일,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율
금호에이치티,2015,2015-11,12700,15700,46.05,8,"10,000",32,2015-10-27,2015-10-28,2015-11-11,9765000,82234835532,34669880674,42798454697,5265945501,4600000000,62740950530,1499365478,10640096331,8234773093,-11.4,101204340601,0.6982013300522094,1.9214440361035823,0.10513478243931036,0.08136778565126714,0.11962137262767691,843.2947355862775,6.4698959357570125,37.0,6,46.21,-0.06037064650869772,-0.06483209346914331,0.014021516484090585,0.0062893049720804395,101204340600.0,-0.09387383506277716,-534.2901096774194,2.6102654296150822
까스텔바쟉,2019,2019-06,16000,19000,32.53,2.88,"12,000",3,2019-05-27,2019-05-28,2019-06-10,6596700,67900587370,16332898960,18534395151,2096541010,3000000000,16398353319,-9682063,968709862,815834084,60.4,18149985589,1.0640716884926071,3.663490867482477,0.053372486564788095,0.044949571998252454,0.0420778749212911,123.67306137917444,65.65696568597544,15.16,1,52.56,0.17675033058430523,-0.7563902025404174,-0.10444751445834796,-0.07649099483272859,18149985588.0,-0.5617414367128575,-1576.3627445540951,61.3488775683866
꿈비,2023,2023-02,4000,4500,1547.13,12.01,"5,000",1772,2023-01-26,2023-01-27,2023-02-09,7938930,8924235129,6877761486,4556137349,3204927196,612893000,5487695358,1338314532,1506944353,1282603809,160.0,20487739026,1.0433076839103623,1.9587282922800227,0.07355347269347827,0.06260348237413164,0.17241841007552122,161.55877542691522,5.33591837946255,58.76,2,76.07,-0.1938010531842289,0.5242201760869483,-0.04143882900277966,-0.024130602733534068,20487739025.0,-0.19765258335776537,-66.23979465746643,3.0466813044426484
나노브릭,2019,2019-08,18000,22000,39.3,0,"16,000",2,2019-08-01,2019-08-02,2019-08-19,4560103,4574712110,13194250458,7029124663,4739847824,3990423000,-20900129986,22909697067,-298619714,-551353098,-7.5,1563320811,1.9614986571841968,0.6508224465103642,-0.191016272475119,-0.3526807128265115,-0.091892334913345,-120.90803606848354,-20.09241118287321,11.35,2,38.24,-8.906002167528564,0.2051163871878141,-0.011275274690139836,-0.4722496720429631,1563320810.0,-0.6556482160148939,-309.3420764837987,-18.91241605194866
나노씨엠에스,2021,2021-03,14500,18500,1295,6.63,"20,000",1243,2021-02-22,2021-02-23,2021-03-09,3942587,12749494756,5918352006,7062090458,1999756621,1559293500,-3107878033,11154584216,483245767,955679386,19.8,3955606601,0.9433528396879919,1.8053428842103343,0.12216729714169065,0.24160122135462075,0.09948775947716217,242.3990608197105,19.878083449409708,21.34,3,54.3,-5.365284163982337,0.6979165034909993,0.1680955417496158,0.666686106126596,3955606600.0,0.8777399329370016,671.3358893538684,31.770646797272747
나노팀,2023,2023-03,11500,13000,1723.21,24.75,"13,000",1637,2023-02-14,2023-02-15,2023-03-03,19154328,11263053155,29057528964,7579657989,17004314026,8521414000,2864827822,591499224,2462049585,3765415401,129.2,26647370578,2.052471490290724,1.4859579642439722,0.09239371583748911,0.14130532654162573,0.3143677415081094,196.5830072973586,6.391670663286011,53.32,1,78.21,319.2775198986643,0.2365987166135053,-0.072880385807757,-0.025883998828653054,26647370577.0,58.72230190927201,-39.46954035662333,3.9255112797369898
나라셀라,2023,2023-06,20000,24000,178.47,0.79,"20,000",4,2023-05-16,2023-05-17,2023-06-02,6439038,74386774287,47153316306,37582198137,34695315003,25815190000,31217964196,17033141,12251474988,8944026358,-12.5,107162501611,1.2669110569795499,1.9793087678329697,0.1143261383769564,0.08346227666900523,0.15677470619275838,1389.0314606001705,4.020950742767822,0.65,6,73.12,-0.4919049973279881,0.33151608131421817,-0.03061987730608301,-0.018693184353040418,107162501610.0,-0.06480416407013997,-13.342038205085828,2.446767561944336
나래나노텍,2022,2022-02,17500,20500,102,0.2,"17,500",24,2022-01-17,2022-01-18,2022-02-08,11059422,38009656315,88822108968,61563227235,5461750407,5213000000,22707710842,3055606829,18950476011,14711543852,-20.6,104466916609,2.1637490406017084,0.617408443678708,0.18140169755299723,0.14082490734423164,0.47492875067500145,1330.2271901732297,3.155951734736612,35.48,2,46.16,-2.5773839569862527,-0.013530882175763592,0.11316674568046876,0.11386167126199775,104466916608.0,0.34428711030096204,1128.3466699254266,-4.971338680507201
나무가,2015,2015-11,32000,37000,108.34,3.62,"37,000",0,2015-10-28,2015-10-29,2015-11-12,2950723,138993663200,43161168562,145743020938,22970835553,1320931000,17963200070,-7956785678,10325647608,7746897428,-10.8,176904194062,14.894386164842743,0.9536900107150158,0.05836858567853483,0.04379148538041403,0.6839111159682029,2625.42347350124,1.3017077263595882,65.29,6,69.16,-3.9215353297959226,-0.03049894398585329,0.050219135208011065,0.035446358828829856,176904194061.0,0.3888365953023516,2007.947928016286,-9.584021173844937
나우아이비캐피탈,2018,2018-10,9500,11000,63.17,0,"8,500",81,2018-09-10,2018-09-11,2018-10-04,9480000,53009431413,0,800706373,0,37525000000,14796220778,-114595738,2921834972,2205757706,-15.5,4923582944,0.015337255997423886,66.20333395672873,0.5934367319962834,0.44799848628283817,0.04225053246230682,232.6748635021097,17.868471539398083,72.5,6,73.63,-0.011391454991337124,27.788808821727258,0.0751541883090695,0.04727945797477179,4923582943.0,-0.06806259385396662,-348.742373628692,10.859336233394924
남화산업,2018,2018-11,3100,3700,822.09,6.14,"3,700",858,2018-11-08,2018-11-09,2018-11-29,20588000,8875301672,124735765760,2279009410,11193405699,3500000000,115029665679,1608986644,1741510264,2672915876,97.0,6321035394,0.11214055467160228,3.8943681553293805,0.2755102851746506,0.4228604507636775,0.0222485921418005,129.82882630658636,68.98532544221628,85.0,6,88.0,0.0004937860582659159,-2.2236046878656417,-0.032513883890682105,-0.17813409415465553,6321035393.0,-0.05034476055173992,-285.112098406839,42.10782480807087
네오오토,2015,2015-11,11400,12800,113.08,3.54,"12,000",34,2015-11-02,2015-11-03,2015-11-18,5250000,33881751338,70447936448,31519497659,25402895253,1428000000,42202502874,1492792000,5946816089,5035646645,-16.7,59130647433,1.261485737487637,1.0749457908421167,0.10057079276424705,0.08516136493695273,0.11159749435543846,959.1707895238095,7.971878424438022,40.0,6,74.05,0.039024504796632886,-0.11754547269348392,0.024599443720250483,0.022358149569778413,59130647432.0,-0.059670136936674514,-342.05873942857136,2.8687215254323712
네오이뮨텍,2021,2021-03,5400,6400,1374,24.67,"7,500",664,2021-02-23,2021-02-24,2021-03-16,98475340,94799676644,14903487552,6123669183,2622703264,1942143,-56690250062,4002529207,-20517362576,-19720068815,91.3,0,-0.16601012001380705,15.480861851122633,0.0,0.0,0.3742958592829615,-200.25387894065662,-4.920554061226822,26.85,3,73.9,-0.013432268740164288,-20.99770006177308,0.0,0.0,0.0,-0.0280767125077227,-56.12807206352372,2.222236708770976
네오크레마,2019,2019-08,10000,11500,96.6,0,"8,000",1,2019-08-07,2019-08-08,2019-08-22,7256000,15810515139,18136720357,6785652160,2477450249,2829750000,12189167835,126019723,277537886,258621099,4.6,4030128738,0.6116302806482657,2.3299919839981893,0.06886576187581828,0.06417192000877467,0.017076405763283505,35.64237858324145,88.93968835303444,48.13,2,65.73,-0.1421612361270549,-3.5079038996565473,-0.08133670270198823,-0.09961343339603768,4030128737.0,-0.27675817956053617,-455.2002753583241,81.85196854774935
네오펙트,2018,2018-11,10000,12500,338.01,0.89,"11,000",400,2018-11-12,2018-11-13,2018-11-28,11874545,11860131880,3256302866,1237295129,1872835654,4932272500,0,-25024801818,-2388739829,-6253729697,-30.0,2026286330,-0.1547904066121617,9.585531860604293,-1.178875755925373,-3.086301084111839,0.31124651346894205,-526.650048233427,-5.026208303323769,29.74,1,55.46,1.3293173478976577,0.3009373004050957,-0.23096732981031698,-2.1009366946161174,2026286329.0,0.0734543471342261,-157.01324564435942,-9.096544639622941
네패스아크,2020,2020-11,23400,26500,707,1.3,"26,500",830,2020-11-02,2020-11-03,2020-11-17,8626115,11860309670,146424263646,16618893403,109137363617,3142857500,5537302954,0,7422357873,888435070,46.0,36149526285,14.487780230151031,0.7136642243495591,0.20532379358121372,0.024576672540482226,0.1023523787040815,102.99365009624843,4.382477489306584,69.56,6,70.37,-1.8418583720094368,-0.33375114091553415,-0.12749970214706574,-0.06045298272118135,36149526284.0,-0.49478526690060093,-436.38387396875646,2.6451439814157505
넥스트바이오메디컬,2024,2024-08,24000,29000,356.95,1.34,"29,000",65,2024-07-29,2024-08-02,2024-08-20,8008066,18226209235,11631729976,33841735196,1743273845,3174033000,0,-70533596241,-563729170,-354965658,-18.3,2370874495,-0.5282844384498672,0.5385719476096571,-0.23777267467715535,-0.14971929503168407,0.005269714364536463,-44.32601554482693,10.159257556248154,31.5,12,56.66,-0.0019620110472780006,0.006737205806367608,0.8327415049355842,1.3908694643520687,2370874494.0,-0.1061048457068243,894.916129936991,9.030203640710276
넥스트엔터테인먼트월드,2014,2014-12,12700,16300,214.69,34.64,"16,300",33,2014-12-09,2014-12-10,2014-12-23,13765197,70212514990,26846613446,47769211943,4310289355,4660440000,31004563251,-417404367,7304573957,4239311260,11.3,53250846349,1.4775333057265507,1.4698277851805506,0.13717291757442973,0.07961021374601326,0.12027234178281453,307.973163042999,6.157734510292125,37.17,6,56.3,-1.4270262567133216,0.13867850442294793,-0.013961511861090098,-0.06962120157317586,53250846348.0,-0.5161926748114721,-1062.8282976262526,4.515356448259093
넥스트칩,2022,2022-07,9900,11600,1623.41,11.58,"13,000",1727,2022-06-16,2022-06-17,2022-07-01,17385317,24688525847,3488800606,3538964324,1468217254,7353658500,-58222391590,0,-9819311428,-9802536933,10.0,2810543713,-0.09843338478945397,6.976200827900745,-3.493740866787223,-3.487772450454678,0.1927025962226495,-563.8399882498547,-2.359650678654491,0.03,3,64.23,0.04369847438458051,-1.2063400489215441,-2.9431361903571034,-2.604718552630848,2810543712.0,-0.33346411835183476,679.0286641882917,0.0665130643431735
넥스틴,2020,2020-10,61500,75400,30.25,5.3,"75,400",13,2020-09-18,2020-09-21,2020-10-08,3134160,17237474834,5873387798,11448518947,2507963890,1402280000,-11579227125,145217831,2529464161,2105993309,-5.0,13713755603,-1.391233996450383,1.5056510727544328,0.18444722468633307,0.1535679481220517,-0.20993322759014235,671.9482441866401,3.6190984383747513,37.39,1,56.02,-0.007820070223214959,0.5463502139085337,0.3717993110365394,0.4301095540874647,13713755602.0,-0.42098600407367576,1500.7915301069504,4.436390840147558
넥스틸,2023,2023-08,11500,12500,132,0.43,"11,500",4,2023-08-02,2023-08-03,2023-08-21,26002000,287366485555,300645831475,230370423611,72377068023,5488000000,239252370065,39178483879,181300504021,144193113559,-6.6,668403649813,1.06631696848746,1.247410501099059,0.2712440365514501,0.21572759753681936,0.5078673415166736,5545.462409006999,1.5734364718752123,7.59,6,68.58,-2.04871061320271,0.4586182517246362,0.23127053367631406,0.2183835200345593,668403649812.0,0.5190198366006086,5588.844439120067,-4.405234364480295
넷마블게임즈,2017,2017-05,121000,157000,241,47.1,"157,000",29,2017-04-11,2017-04-20,2017-05-12,84730000,721474035426,1235948993027,421228041692,225840920703,6777638800,293898589918,659390024088,294668353287,209247419950,3.2,1500015761165,0.6739836552985816,1.7127872886334061,0.19644350473900576,0.13949681421179616,0.21795102092009738,2469.578897084858,4.446877485963843,24.47,6,79.28,-0.4309003434092935,-0.3218443015792172,-0.013590346757561794,-0.017679360004522443,1500015761164.0,-0.453073533267314,479.2850398796179,-0.7925459673492332
노랑풍선,2019,2019-01,15500,19000,978.43,11.67,"20,000",1025,2019-01-15,2019-01-16,2019-01-30,4765650,53998988625,46519172709,59994298343,545127413,2000000000,36855804039,-623045000,5027885075,4298227609,70.8,87368791853,1.5834438130464425,0.9000686751310341,0.05754783794492125,0.04919637227251427,0.11242263747210912,901.9184390376969,7.951402027223146,65.95,6,72.28,-0.32190113021214195,0.04230408117035089,-0.09214945208864705,-0.07530591825043459,87368791852.0,-0.19510995122820285,-1287.91386022893,5.107848349434942
노머스,2024,2024-11,27200,30200,288,0.38,"30,200",2,2024-10-23,2024-10-29,2024-11-12,10710405,34120166655,25381023228,13629115542,715591436,4773252500,-62848342605,2507709267,3075954443,3364722599,-35.8,27712485598,-0.2581497771115083,2.5034762197043525,0.11099525634835117,0.12141540271085718,-0.06055211795584613,314.1545626892727,14.680478447190058,22.98,24,74.47,-0.13956142655963005,-1.3618010706546908,0.11582939471774636,0.8621900662501314,27712485597.0,-0.5566382440080067,3239.765702137314,203.81516326394424
노바렉스,2018,2018-11,19000,24000,48.64,18.99,"19,000",631,2018-10-30,2018-10-31,2018-11-14,9003740,51072307072,31184937499,23273329506,644639849,4007470000,39491885496,370413784,6158470461,5402178944,5.8,51632811146,0.5452039011726483,2.1944564080886346,0.1192743591586742,0.10462686079060228,0.12314126635862718,599.9927745581281,9.473013727263536,20.7,5,59.36,0.06659457923186174,-0.24959760327098923,-0.003139457891477196,0.00626941600261087,51632811145.0,-0.07244441725256257,-283.2574382423304,4.185056621949095
노바텍,2018,2018-11,12500,16500,66.32,0.03,"10,000",326,2018-10-16,2018-10-17,2018-11-02,4626800,17335299411,3354972723,1034934698,710613859,1890000000,15005127896,139739161,2515203739,2958739893,83.0,10742091268,0.10246916228692937,16.75013838505973,0.23414470015653566,0.27543425383229575,0.1736872899036913,639.4786662488112,7.532083100565079,70.25,6,75.18,-0.09318380843227236,9.105903391056728,-0.025048087438218014,0.08866754137846844,10742091267.0,-0.12940589450908863,-219.6945595227803,4.654436218622962
노브랜드,2024,2024-05,8700,11000,1075.61,3.57,"14,000",2070,2024-04-30,2024-05-08,2024-05-23,7651263,171702405155,118275553234,153247951984,31756286134,3478064000,71128014081,-8382650640,10411712773,4820429371,287.9,359249623614,2.793637316383611,1.1204221846496634,0.028981833490205652,0.013418049885500693,0.07279039393264013,630.0174717559702,10.082272010347937,60.66,60,77.08,-0.05114318867105849,0.2190387052831113,-0.031073060961933102,-0.03936867901753698,359249623613.0,-0.4431657823554724,-3205.439080057763,7.194863893734204
노을,2022,2022-03,13000,17000,31.50,0,"10,000",8,2022-02-15,2022-02-16,2022-03-03,11453530,16487019736,5388773996,2805550104,15847319306,4440025000,-30482300148,382244045,-7359846122,-10602469785,-7.9,1175769354,-0.7269231021243474,5.876572908996959,-6.259600232785111,-9.017474174616053,0.41319005976420775,-925.6945051001744,-0.43790648181706643,1.06,1,67.13,0.9842996838265676,1.8452359440957826,-4.060093595468135,-6.29399788091022,1175769353.0,-0.13154028655579908,-142.13058218732567,-2.1818565261203653
노터스,2019,2019-11,17000,20000,699.46,0.59,"20,000",22,2019-11-07,2019-11-08,2019-11-27,6971092,18634444072,31719440469,11018310275,13061443081,645609200,16461512493,2374661117,2785586994,3254546760,82.5,20185119755,1.2360138489810009,1.6912252066708113,0.13800200483378305,0.16123494928455034,0.16705589995231038,466.86326331656505,9.432170397691051,48.79,6,63.75,0.08623395986187332,0.10034687383116325,-0.0227417997978501,0.057694870575175555,20185119754.0,-0.03228259654765006,-86.21608494049428,5.8398758197675384
녹십자랩셀,2016,2016-06,13600,15900,733.72,51.66,"18,500",800,2016-06-08,2016-06-09,2016-06-23,10560000,7793217994,9069614549,4962733602,2940460490,4250000000,4162969451,0,3219922268,2260239717,160.0,34489289880,0.9394060133025437,1.5703478403231848,0.09336006276740424,0.06553453912400471,0.2686613484292801,214.03785198863636,2.782563585475971,38.64,6,63.98,-0.2878251452514886,0.04182764455315757,0.00040261766428578705,0.01159848534570454,34489289879.0,0.006942901089402431,56.210803409090914,0.565589307936806
녹십자웰빙,2019,2019-10,9400,11300,657.93,3.17,"11,300",657,2019-09-24,2019-09-25,2019-10-14,17752276,27468345952,17554809017,10795290598,2658126861,6581890000,18365226612,-389993128,5196088589,3767943172,10.6,32678698045,0.5478417481495936,2.544474898812724,0.15900537352634914,0.11530273228178727,0.15343585230798606,212.25127256921874,6.075673454996978,45.77,6,51.03,0.08391462865245619,-0.07204924536721213,0.002952905367651526,0.009926404823925136,32678698044.0,-0.10663648662680625,-107.59352958460087,2.6452471946430216
뉴로메카,2022,2022-11,14000,16900,1652.13,7.67,"16,900",1181,2022-10-20,2022-10-21,2022-11-04,9855420,20478420097,2188188485,8775265601,175205096,4155210000,-2225003163,16757104,-2321393934,-2142105260,24.6,4603981720,4.597142509173979,2.3336524531709157,-0.5042144116071773,-0.46527232084666054,-1.100228522414119,-217.35301590393917,-5.908578326198039,22.32,3,65.85,4.877995839334736,-0.269861573420342,-0.09491152963944582,0.4317538448332218,4603981719.0,-1.3114303344574438,451.74792814512216,-0.7355967082803456
뉴트리,2018,2018-12,14500,17000,28.68,0,"14,500",0,2018-11-27,2018-11-28,2018-12-13,9100084,24546037353,6984272401,7394098131,551151570,3611112000,8306119277,62471024,10209895170,2840733056,-4.1,69474763064,0.6632259718454585,3.3196796848137478,0.14695833018667032,0.040888704483714795,0.23712885217213378,312.16558616382,2.310019805325778,51.89,6,62.12,-1.7651018612179192,0.5790623942973929,0.07050552795916903,0.006169837192061767,69474763063.0,-0.06357903772483683,81.79122478429869,0.7998446666414154
