기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,섹터
보로노이,2022,Jun_22,28.35,0,40000,5,2022-06-24,12638949,31754512985,17297016934,10436491666,24341784779,5656974500,-96902159026,18629597893,-7789035131,-12323339807,-26.6,10117870112,-0.478936797,3.04264249,-0.769829524,-1.217977664,0.169706538,-975.028842,-1.832480305,42.4,3,74.4,-0.153089701,1.764429296,3.6022868,3.068590461,10117870111,-0.282317803,1120.955079,-0.773483761,93.75,0,-0.048180233,0.107151675,-0.226982801,0.005703097,-0.035773036,0.000304778,-0.226982801,-0.00949196,0.013323075,0.00283542,-0.01392543,-0.041084689,-0.067391,Growth
뷰노,2021,Feb_21,1457,5.6,21000,1102,2021-02-26,10831450,10582227742,2255725214,12194192281,680146068,897745000,-25241964699,865507517,-7064232026,-7284592717,53.1,739685001,-0.548340908,0.86780883,-9.550324823,-9.848236354,0.310263726,-672.5408617,0.005150651,35.26,1,61.89,-0.425796341,-2.700098012,27.59854604,26.62691344,739685000,-0.045977339,-126.6722903,0.905018215,94.44,133.33,0.082619522,0,0.307056997,0.001797597,-0.069643681,0.002365521,0.307056997,0.008384377,-0.016460344,0.0031935,-0.017426137,0.008214223,-0.116076,Growth
브랜드엑스코퍼레이션,2020,Aug_20,47,0,13000,8,2020-08-13,19066690,34201527896,11878899081,13014183743,16192648665,100000000,13465703393,1380412895,3317782722,2001405588,-10,25661505577,1.954141922,2.628019442,0.12929026,0.077992524,0.13390807,104.9686961,5.085804582,48.6,1,61.32,-0.26456099,-0.182261336,-0.025340112,-0.041037176,25661505576,-0.485855547,-295.1751806,3.649295125,92.86,20.69,0.046615743,0,1.399537925,0.001634036,0.013240773,0.003216417,1.399537925,0.004202689,-0.003245553,0.002650157,0.008592672,0.002982716,-0.317128,Protective
브레인즈컴퍼니,2021,Aug_21,1428,8.76,25000,1190,2021-08-19,4108796,24483506497,3620481224,1267356949,1251200834,1845398000,19559998485,0,207097803,233189183,160,2682570048,0.117659945,19.31855624,0.077201266,0.086927528,0.010893944,56.75365314,123.5427396,35.94,1,70.09,-0.080567779,11.2137634,-0.182648339,-0.164890932,2682570047,-0.166244489,-852.1060328,117.3429954,93.75,200,-0.045124533,0.288675135,-0.087203921,0.002566586,-0.059303298,0.00240379,-0.087203921,0.009216105,0.011377454,0.002659488,-0.007774308,-0.101269911,-0.04601,Growth
브릿지바이오,2019,Dec_19,58.8,0.17,60000,33,2019-12-20,6225058,27311416249,3936323284,39966063421,43566810982,1031298500,-59654516761,1412852494,-11848308518,-7051754437,-9.5,0,-1.460100338,0.683365183,0,0,0.123260083,-1132.801403,4.412877567,23.26,1,39.71,-0.325976467,0.444506496,0,0,0,-0.678899228,5410.539026,1.514511185,90.91,-100,0.028491461,-0.096225045,-0.174307783,-0.002745304,0.014222024,-0.004637151,-0.174307783,0.002546062,-0.0115407,0.001657705,0.008107351,0.008720665,-0.456792,Growth
브이씨,2022,Feb_22,190,11,15000,46,2022-02-24,6987800,29408504302,29935128511,9634831976,18783609427,2978900000,16855537662,1711389103,7548473769,5412302482,2.3,40518812202,1.318976603,3.05231107,0.186295534,0.133575053,0.251199573,774.5359744,4.096880026,35.05,2,55.8,0.192072239,0.913371015,0.02727042,0.028656076,40518812201,-0.019510755,162.7147719,1.367741594,92.86,0,-0.013626255,0.144337567,0.117575388,0.005374806,-0.020904912,0.003102788,0.117575388,-0.001983026,0.004067586,0.001662942,-0.013552482,-0.011151247,0.399398,Protective
브이원텍,2017,Jul_17,557.47,8.3,17700,754,2017-07-13,7366090,29113475691,5917272119,7689183089,473080000,2924110000,22245135741,157107380,4341969018,2598035979,6.8,9715768879,0.322283396,3.786289825,0.446899167,0.267404053,0.102582317,352.702177,6.188087619,54.5,6,63.62,-0.015968929,0.129093281,0.080955822,-0.058469584,9715768878,-0.248214435,-729.1922726,3.477252476,94.12,100,-0.032322232,0,0.437983577,-0.002388515,0.03604984,0.002037907,0.437983577,0.001804838,0.006134967,0.002007396,0.00477008,0.019690941,-0.51352,Growth
블루엠텍,2023,Dec_23,582,0.11,19000,1709,2023-12-13,10650189,16564958212,30371245149,14439601279,10873516398,920818900,-23361800914,455179300,176442923,286239267,168.4,41854695636,-1.151339253,1.147189447,0.004215606,0.006838881,-0.013019278,26.87644952,122.550031,25.89,2,66.18,0.585011538,0.539603592,-0.007328743,0.192597259,41854695635,-0.648039682,1372.454029,121.2272778,71.43,100,-0.031635631,0,0.458320135,-0.002549723,-0.022607209,-0.00451758,0.458320135,0.006944927,-0.022929373,0.002509674,0.013827153,-0.026832025,-0.353585,Growth
비나텍,2020,Sep_20,1,22,33000,1386,2020-09-23,4871300,31669729335,31468583290,25429871212,14160970626,2300653000,8569714339,-617114682,4163414051,4762231101,23.5,23710325934,3.861295841,1.245375137,0.175594973,0.200850512,0.464460524,977.609899,5.65580807,0.23,1,55.25,-1.148386527,0.316834169,0.035276928,0.097831156,23710325933,-0.330308062,73.24840412,2.516488435,93.75,120,0.048085808,0,0.113108336,0.001626598,-0.079478755,0.003671097,0.113108336,0.005427755,-0.001692742,0.001314775,-0.012750529,-0.004584639,-0.538813,Growth
비디아이,2017,Nov_17,53.95,0,10000,1239,2017-11-09,5280500,45979392135,22231554851,33433758035,14559179322,2080000000,10504627306,123536673,4334022751,3051378835,69.5,34987493123,3.776543759,1.375238526,0.123873486,0.087213417,0.240111698,577.8579367,4.664952353,47.34,6,50.77,-1.985491119,0.265822001,0.056082929,0.047903743,34987493122,-0.165598584,-170.7265742,2.134028141,94.12,20,0.021927637,0.115470054,0.235830484,0.003987571,0.026806842,-0.004481957,0.235830484,0.004470275,-0.013740063,0.001892746,0.005612814,-0.029049167,-0.178494,Sensitive
비비씨,2020,Sep_20,977,3.5,30700,464,2020-09-21,5358683,28261788906,26198944911,17688190583,4268756309,2190055000,8182571382,-65664922,4938397387,4232572949,-27.4,17360435368,2.130302609,1.597777273,0.284462762,0.243805691,0.410651865,789.8532063,6.581849207,31.9,2,54.2,-0.982293362,-0.053113253,0.039222319,0.083172564,17360435367,-0.399545318,-141.3142727,2.911352217,94.74,100,0.048085808,0,0.113108336,0.001626598,-0.079478755,0.003671097,0.113108336,0.005427755,-0.001692742,0.001314775,0.012562856,-0.004584639,-0.686466,Sensitive
비씨엔씨,2022,Mar_22,1,22.74,13000,2686,2022-03-03,12367923,25805230833,41124619364,24396121450,14777223483,4896461500,13928403698,254713492,7109202493,5630178736,73.8,46809410956,2.053155658,1.057759566,0.151875496,0.120278778,0.295089259,455.2242714,3.904306466,64.32,6,75.82,-2.606704495,0.403083809,0.019848232,0.077793894,46809410955,0.091186792,292.5954661,2.212896434,93.33,160,0.023529551,0.144337567,0.117896815,0.005241702,-0.01009633,0.001178215,0.117896815,-0.004555739,0.007796596,0.002684633,-0.013814524,-0.002455035,-0.00231,Growth
비씨월드제약,2014,Dec_14,356.75,54.5,15700,681,2014-12-15,6673848,24554270225,18606423083,13393906614,1921867000,830000000,26355924294,658995400,2578538084,2226918761,11.8,17488601802,0.550038347,1.833241856,0.147441066,0.127335437,0.079975765,333.6783758,10.79872346,51.51,6,67.83,-0.08644953,-0.958341762,0.014169941,0.017557412,17488601801,-0.048666938,-165.9655539,4.395565832,94.74,100,-0.055578696,-0.06415003,0.298252466,-0.003367597,-0.004697869,-0.001484281,0.298252466,-0.001832038,0.012617455,0.004662099,-0.006027312,-0.002887247,-0.178264,Growth
비아이매트릭스,2023,Nov_23,980,4.2,13000,806,2023-11-09,7206940,19634,5918,5387,6720,2985,7272,638,-1222,-862,-10.3,11818,1.11124369,3.644700204,-0.103401591,-0.072939584,-0.079118862,-0.000119607,-11.00245499,57.05,6,72.4,-0.310254605,0.143677361,-0.268375017,-0.188272748,11817,-0.454280569,-0.000562236,-13.94810478,71.43,205.26,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,-0.016391921,0.025960645,0.060324,Growth
비즈니스온커뮤니케이션,2017,Nov_17,513.97,14.9,9000,1,2017-11-30,9544940,13853894805,2093784783,3390891900,212928999,3795000000,6148858689,0,2662738590,2581737239,55.6,6252466845,0.362416745,4.085619717,0.425870086,0.412914983,0.259631328,270.482291,4.635775639,41.9,6,54.95,-0.588399124,1.491550076,0.020978801,0.188719326,6252466844,-0.096913049,-4.590608427,2.576610512,93.33,100,0.021927637,0.115470054,0.235830484,0.003987571,0.026806842,-0.004481957,0.235830484,0.004470275,-0.013740063,0.001892746,0.005764175,-0.029049167,-0.960705,Growth
비트나인,2021,Nov_21,1662,5.96,11000,590,2021-11-10,10353956,13474457503,1624674713,3841619995,771788917,4110413000,-28537651988,127753544,828710631,795009400,3.6,9243251502,-0.189856239,3.507493589,0.089655748,0.086009712,-0.032717129,76.78315419,12.65305755,23.41,3,58.14,0.221301229,2.977785804,0.1638814,0.969396101,9243251501,-0.408486781,1064.462791,7.895860852,93.75,230,0.024617995,0.19245009,0.331185785,0.003326993,0.011856766,0.001692276,0.331185785,0.011290091,0.005782355,0.003287666,-0.009995142,0.005113731,-0.052366,Growth
비플라이소프트,2022,Jun_22,111.05,9.41,10000,26,2022-06-20,6595145,8495294589,872246185,6446132201,511567600,2624659000,-8470179502,1358883035,-820599525,-1899039453,-9.5,16994279855,-1.55076042,1.317890221,-0.048286808,-0.111745803,0.423265634,-287.9450646,-2.936683363,31.83,3,34.55,-0.27087742,0.239625428,0.016271795,0.039774868,16994279854,-0.3418289,55.28360589,-2.221653935,94.44,-260,-0.048180233,0.107151675,-0.226982801,0.005703097,-0.035773036,0.000304778,-0.226982801,-0.00949196,0.013323075,0.00283542,-0.012251775,-0.041084689,-0.12078,Growth
비피도,2018,Dec_18,74.62,0,18000,159,2018-12-26,4090000,26597554274,12283275535,1164320847,791340602,1833849500,17920828266,0,2909648319,621641791,102.8,11325257044,0.098997385,22.84383582,0.256916758,0.054889862,0.031468081,151.9906579,12.69059498,41.78,1,55.55,-0.893370308,10.46259216,0.036068646,-0.122598754,11325257043,-0.099658771,-440.9739631,6.561657704,93.33,-62.12,-0.029992222,0.096225045,-0.223879305,-0.001744362,-0.024276281,-0.002718611,-0.223879305,0.001189796,0.007441563,0.002497887,-0.008388616,-0.008775679,-0.320821,Protective
빅텐츠,2023,Aug_23,726,2.8,23000,181,2023-08-17,3144610,11092,13201,12205,468,1327,-3086,180,-1091,-940,14.6,879,-8.025965801,0.908807866,-1.241183163,-1.069397042,0.59531349,-0.000298924,-10.6507791,42.83,1,63.84,13.03037223,0.048349945,-1.294828834,-1.110569862,878,2.671995806,-0.000720916,-17.91625047,70,100,-0.027929458,0,1.8335043,0.005298303,0.016239567,0.00474177,1.8335043,-0.005358635,-0.024872397,0.000658179,-0.009131785,-0.001862683,-0.012761,Growth
빅히트엔터테인먼트,2020,Oct_20,1,43.85,135000,606,2020-10-15,33846192,367787924,452872695,229964391,388652140,13358096,-9802387,-89323,49754830,33169756,91.1,293995796,178.4615248,1.599325541,0.169236536,0.112823913,9.568973565,0.980014413,4.060793455,34.74,6,69.29,183.5034891,-0.088633113,0.00108539,-0.010508983,293995795,11.49627419,-1.159785981,2.303465298,95.24,100,0.103053168,0,0.567853141,0.00453701,0.12648806,0.006417034,0.567853141,0.005502728,-0.011963924,0.004563594,0.010629247,-0.003981435,,Growth
사이냅소프트,2024,Nov_24,1163.2,0.19,24500,60,2024-11-19,5037023,20447620,22017573,4076725,2214999,1998362,34396961,-226055,2486673,2807912,-24.5,6197501,0.173952207,5.015697649,0.401238015,0.453071649,0.077632536,0.557454671,14.5469344,39.03,24,69.79,-0.055645036,1.20002378,-0.104389953,-0.035378552,6197500,-0.10865594,-0.676378091,9.360631091,71.43,100,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,-0.010279461,0.039843071,-0.46711,Growth
산돌,2022,Oct_22,462.19,7.8,18800,113,2022-10-27,7671826,13786878513,23001661323,4243390328,6139991589,3068563000,11445025519,-35467877,6447579879,7901124847,10.9,11267172911,0.717177469,3.249024353,0.572244691,0.701251761,0.545728623,1029.888432,4.095359564,2.89,6,77.32,-2.627618566,1.703164047,0.173668669,0.665306955,11267172910,0.432281987,973.5499227,0.164958878,93.33,100,-0.043047265,0.10020555,-50.79292707,0.004499218,0.035562585,0.00205625,-50.79292707,-0.02268786,0.023840808,0.002312225,-0.013202368,-0.016866177,-0.542143,Growth
산일전기,2024,Jul_24,413.86,42.4,35000,423,2024-07-29,30445200,1.23006E+11,1.57801E+11,69911845720,72261431259,11972600000,81475120103,31669234554,23250534111,16467642394,43.4,70643765420,1.13632303,1.759438187,0.329123653,0.23310822,0.131617992,540.8945382,5.9626026,36.02,6,85.89,0.500240282,-0.191719446,0.111891299,0.051083764,70643765419,-0.248215868,-741.7750346,3.261023348,70,183.33,0.028619848,0,0.436362831,0.001501055,0.028555837,0.002442525,0.436362831,0.002559821,0.006411075,0.002903026,0.008179436,0.00556025,0.138566,Sensitive
삼기이브이,2023,Feb_23,37.51,4.83,11000,117,2023-02-03,14280614,65609947315,36375919546,31973017857,21898214605,1207692900,12522236708,0,7610576768,12114613391,144.1,80285397375,3.923635008,2.052041118,0.094794035,0.150894357,0.882350728,848.3258066,6.322074642,3.5,6,72.76,-20.60650039,-0.740235328,0.0312633,0.152739957,80285397374,1.020489129,863.4287428,1.480390992,94.12,-103.7,-0.015404888,0.044411559,-1.896771637,0.004053744,0.024944764,0.003110921,-1.896771637,0.015831053,-0.036637549,0.001454489,0.011277291,-0.017164369,-0.144542,Sensitive
삼성바이오로직스,2016,Nov_16,295.63,24.63,136000,45,2016-11-10,66165000,192854,5767640,1911669,1273991,137844,1601530,4839,-203642,1904946,5.9,91278,1.826416842,0.100882527,-2.231008567,20.86971669,1.092152163,0.028790841,-13.62603981,74.93,6,79.93,6.064298854,-0.814841689,-1.094136129,21.81778087,91277,0.509413135,0.030297499,-8.349758037,93.33,100,0.048399361,0,0.393438913,0.00112417,-0.039364018,0.003749295,0.393438913,-0.008030672,0.018070154,0.001479649,-0.008613498,0.020283903,-0.587187,Growth
삼성에스디에스,2014,Nov_14,651.5,48.11,190000,134,2014-11-14,77377800,3.26351E+12,2.26226E+12,1.24756E+12,2.6394E+11,38688900000,2.82915E+12,-1.51034E+11,2.75142E+11,2.018E+11,72.4,3.92629E+12,0.556353458,2.615911351,0.070076845,0.051397105,0.074278617,2607.985408,14.58978396,22.58,6,63.76,0.008492612,0.214076698,-0.0016758,0.005137668,3.92629E+12,-0.051782294,-1604.883205,6.909487793,93.75,100,0.058337785,-0.06415003,0.296946801,-0.002150388,-0.018473977,-0.001190383,0.296946801,-0.003873821,0.013031857,0.004807003,-0.007206247,-0.019518613,-0.178494,Growth
삼양엔씨켐,2025,Feb_25,1242.26,0.99,18000,1282,2025-02-03,10830140,54917,72865,35222,11549,4849,32668,-15823,8002,6261,-0.2,81155,2.155941735,1.559167566,0.098601442,0.077148666,0.288605144,0.000578109,10.12384404,60.6,30,80.61,-2.485287773,0.166975287,0.023877549,0.029685607,81154,-0.095001413,0.000145981,-0.021242823,85.71,100,,,,,,,,,,,-0.010836169,,-0.048973,Sensitive
삼양옵틱스,2017,Jun_17,33.2,8.7,16700,2,2017-06-02,10059880,25358848820,17288160105,7461534448,1237033746,5000000000,24714315793,383004106,19558642362,15966108170,0.6,62786098080,0.28901471,3.398610433,0.311512309,0.254293684,0.530482722,1587.107219,1.735725829,59.64,1,62.27,0.025561307,-0.898783598,0.003851688,0.025379053,62786098079,-0.018624685,285.0160928,0.161956804,93.33,0,0.012659514,0,0.445465693,-0.000883054,0.020825283,-0.001654133,0.445465693,0.001136462,-0.00541555,0.001960091,0.00649294,-0.025554575,0.175412,Sensitive
삼양패키징,2017,Nov_17,16.73,0.36,26000,2,2017-11-29,14209804,1.04229E+11,3.96664E+11,79162369609,1.88558E+11,71049020000,46416008644,1461566,23341716608,15156744462,-8.5,1.69372E+11,2.279124627,1.316653447,0.137813154,0.089487796,0.129030368,1066.639938,9.989504798,51,6,74.13,-0.398260096,0.095696497,0.005753092,0.011390732,1.69372E+11,-0.107691172,-637.8086382,4.666136019,93.75,0,0.021927637,0.115470054,0.235830484,0.003987571,0.026806842,-0.004481957,0.235830484,0.004470275,-0.013740063,0.001892746,0.005129203,-0.029049167,-0.410036,Sensitive
삼영에스앤씨,2021,May_21,1767,15,11000,2392,2021-05-21,5557158,12478034356,5670549553,2010835833,1690708607,2209504000,4021792505,-53617280,182225063,1258837682,160,13557858486,0.599180421,6.205396856,0.013440549,0.092849301,0.20377194,226.5254438,79.2812977,9.57,1,64.47,-1.373178306,4.482269389,-0.049618604,0.049194836,13557858485,0.060448393,112.7062822,70.71233941,93.33,145.45,0.018471723,0,0.342270583,0.002727326,0.00763613,0.000947481,0.342270583,0.008810335,0.013817271,0.003500136,0.008406462,-0.027057667,-0.58296,Growth
삼현,2024,Mar_24,649.11,11.71,30000,1645,2024-03-21,10585856,56206648490,37752043071,44596126800,2682599888,4267928000,42577006693,-164969820,8000270581,7223298574,56.7,72737982928,1.012826955,1.260348208,0.109987523,0.099305731,0.154740874,682.3537533,5.834798261,68.59,12,88.3,-0.016264396,0.216589551,0.069861169,0.050885006,72737982927,0.070946221,368.4892893,-8.565957192,66.67,200,0.028985768,0,0.291912214,0.001603946,0.015421823,0.001966105,0.291912214,-0.009464048,0.007924631,0.008620979,0.010028441,0.004708177,-0.464285,Sensitive
상신전자,2017,Oct_17,601.54,0,13300,1002,2017-10-16,3921000,33362191515,10968995482,21837933846,3021910748,1600000000,17656339428,215002975,3619229955,2714325859,65.4,41436578243,1.276740149,1.5277174,0.087343842,0.06550555,0.139401065,692.2534708,5.379968293,24.48,6,76.66,0.011041892,0.007784646,-0.004910252,-0.00681468,41436578242,-0.14981406,-636.9523655,2.669444945,96.15,100,0.019444151,0,0.241075117,0.002827135,-0.018855785,0.003423811,0.241075117,0.001913376,-0.002068453,0.001846781,0.006324704,-0.032075407,-0.689229,Growth
새빗켐,2022,Aug_22,1670.9,42.37,35000,1724,2022-08-04,0,13507038742,10378853595,6707864679,2531630122,2048387000,12074504491,0,5540032480,4422891976,107.1,33388663651,0.654221185,2.013612288,0.165925553,0.132466876,0.313171844,0,2.643738568,36.66,6,65.82,-0.025707577,0.636048653,0.041335386,0.030821336,33388663650,0.097371224,0,-1.216650321,93.33,200,-0.035438764,0.144028123,-40.81985046,0.004860828,-0.073399181,0.00392918,-40.81985046,-0.011314144,0.009533007,0.002209235,0.011173949,-0.013406959,-0.268859,Sensitive
샌즈랩,2023,Feb_23,1325.79,1.3,10500,868,2023-02-15,15111000,6149222397,2727127977,4657602967,0,1200000000,-2691813020,83355298,-990908981,-732699111,137.1,3160411860,-3.30688163,1.320254741,-0.313537926,-0.231836591,0.520213777,-48.4877977,-4.257451984,13.28,1,74.27,0.817126392,-0.946544378,-0.403817378,-0.367361774,3160411859,1.486752046,-97.04266792,-14.21755417,92.86,100,-0.015404888,0.044411559,-1.896771637,0.004053744,0.024944764,0.003110921,-1.896771637,0.015831053,-0.036637549,0.001454489,0.010095127,-0.017164369,-0.435059,Growth
샘씨엔에스,2021,May_21,1,25,6500,1104,2021-05-20,50153846,17108009408,29608746665,18392769412,3857361695,20000000000,5268456206,-801831240,7806361322,6034564109,28,35942186926,0.909407454,0.930148637,0.217192163,0.167896409,0.24664473,120.3210639,3.134190688,71.2,1,72.76,-0.383664757,0.416717546,0.167073632,0.141406088,35942186925,0.216329723,109.2369369,-14.30118094,94.12,214.29,0.018471723,0,0.342270583,0.002727326,0.00763613,0.000947481,0.342270583,0.008810335,0.013817271,0.003500136,0.008414995,-0.027057667,-0.229934,Growth
샘코,2017,Sep_17,19.26,0.96,11000,207,2017-09-15,7920191,20471325672,22441688828,10284908796,8844432286,3105565500,6975983304,633648,1445632196,717649732,-6.8,14273267786,1.897341292,1.990423647,0.101282497,0.050279287,0.071179999,90.61015473,16.45209168,44.67,1,63.55,0.136086636,0.395882068,0.016536523,-0.020659866,14273267785,-0.149760182,-167.4702125,8.205329547,93.33,-75,-0.037805555,0,0.075066796,0.003040062,-0.011290063,0.002509152,0.075066796,0.004452099,0.003526742,0.003003919,0.005981994,0.001823229,0.107621,Protective
샤페론,2022,Oct_22,26,12.99,5000,9,2022-10-19,22231781,23519680460,1427238684,1561270790,1712367083,9701185500,-82655401706,4221115007,-4068060017,-3926648287,72.6,2000000000,-0.047628258,15.06444661,-2.034030009,-1.963324144,0.057128927,-176.6231993,-5.32766999,21.54,2,70.87,-0.007844212,-5.830712004,17.9840543,43.62086159,1999999999,-0.303942799,895.4116855,-2.996423649,95,-160,-0.043047265,0.10020555,-50.79292707,0.004499218,0.035562585,0.00205625,-50.79292707,-0.02268786,0.023840808,0.002312225,-0.01371376,-0.016866177,0.205606,Growth
