단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,대표매매감정점수,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,Growth,Infra,Protective,Sensitive,등락율_이진
282.69,11.35,15500,586,8119624,22233564653,39259610618,20316624792,1513486793,600000000,39153241975,165502242,13826468469,10695576476,77312103555,51.73,6,71.18,94.74,100,0,0,-0.392373,0,2.6269088,2.301531,1.7477629,0.14937854,0,0,0.031793613,2.4402363,1.5506979,0,1.8467014,0.769827,3.6075315,0.7984455,1,0,0,0,1
651,73.84,53000,285,10800000,50135248029,3871155833,7034423620,43562368,4050000000,40624253555,-209178012,26402144593,23878304614,43697861002,29.43,6,52.55,94.44,142.86,4.109589041,-11.11111111,-1.067951,0,2.5924337,3.2243304,5.5375085,0,0,0,2.5020125,0.9137447,1.670859,2.3717704,0.94113666,0.48446068,3.9882233,1.0473353,1,0,0,0,1
395.83,23.09,3300,734,15358580,23247351027,10353232963,14410828221,1949970000,6000290000,5245713909,15510681,-734067067,-436782258,11794843035,69.15,6,75.29,93.75,100,0,0,-0.288235,0,2.8033729,2.157664,1.7778808,0.41567874,0,0,0.04451401,2.3752604,1.3693993,0,1.778627,0.66200495,3.5870502,0.6621434,1,0,0,0,1
255.31,33.1,14000,501,9630524,39921879550,8551306381,6399756587,24200000,4250865000,5348341606,1490604313,2919104989,2994413417,18755721792,38.23,1,62.46,92.86,100,-2.777777778,0,0.619859,0,1.3329058,1.8159895,3.344851,0.5571815,0,0,0.59324193,0.3107609,1.8026136,2.507689,2.6338742,1.5169456,3.4351988,0.3552704,1,0,0,0,1
22.96,0.4,32000,364,11068830,87526272910,85901991468,86962976790,23028473857,6184415000,92713110213,-35460711482,24916442792,17280068576,87579585703,19.12,6,49.49,93.75,-260,5.333333333,0,-0.351783,0,1.3090187,1.9678434,2.2405553,0.74520344,0,0,0.39918742,0.7556088,1.1713486,1.3525014,1.0789965,1.4678265,3.3208604,0.68958485,1,0,0,0,1
727.7,53.41,16000,836,9604000,44131513914,31267506588,34579686250,4697414693,3811403000,20104850159,-880938966,11633745302,9471670285,75411721332,40.85,2,49.11,92.86,160,-1.265822785,0,-0.096634,0,2.8004608,2.835436,1.9695227,0,0,0,0.3196081,2.7888203,1.8570645,0,1.4791034,0.4825745,3.2772374,0.88787866,1,0,0,0,1
12.56,0,10000,2,20000000,62648806685,1.00E+11,54515744857,33000000000,8000000000,36438179211,1893701271,34897506302,24764952434,1.16E+11,40,6,60,92.86,0,5.970149254,0,-0.166288,0,1.1546074,1.6320882,3.3058422,1.0570807,0,0,0.26065806,0.1499986,1.9032081,2.9506202,3.1149406,1.969427,3.77846,0.32726005,0,0,0,1,0
62.8,0,5700,20,13168460,84734845109,1.50E+11,1.25E+11,43681847255,4934230000,56911722273,0,8710099281,5760314191,1.27E+11,51.4,6,56.41,93.75,0,0,0,-0.176484,0,2.6894822,2.7934089,2.0216208,0,0,0,0.30133498,2.6646314,1.9436216,0,1.5310748,0.6252376,3.2773342,0.85091656,0,0,0,1,0
101.68,7.08,10000,48,5877000,25482864,9131114,10712207,2473290,2531000,17450785,53389,1776208,1733176,11688430,20.7,2,35,92.86,0,-2.53164557,-14.28571429,0.404944,0,1.722875,2.5997982,4.105712,0,0,0,1.2424082,0.8982469,2.2644253,2.1465235,2.7394865,1.1100848,3.8986104,0.8639456,1,0,0,0,1
26.37,0,30000,4,6067280,99368244,103613083,117305322,21042303,425000,76376909,-12168207,15793193,13530284,109175774,68.36,6,68.84,70,-75,-5.479452055,0,-0.435489,8.312808,0.72454673,5.1794662,4.5914283,0.5734795,0,0,0,1.6502005,5.035142,0.1577988,0,0.14785631,0,0,0,0,0,1,0
309.7,3.1,3000,789,15000000,63200996126,70696504225,15104055493,5362972717,5000000000,85272011047,23158461094,5316272913,4174389861,58803746928,6.67,6,68,92.86,50,2.857142857,0,-0.148391,0,1.2048184,1.9332429,3.5902443,0,0,0,0.8517192,0.3750209,1.9039994,2.6393225,2.7780435,1.4402859,3.804031,0.6993812,0,0,0,1,1
272.03,60.3,26000,524,64819980,37108,28671,26203,7152,24310,-92134,-846,-9932,-9333,23652,34.09,1,81.62,83.33,100,0,0,-0.142287,7.876419,0.96512616,4.9472647,4.334619,0.6836227,0,0,0,1.6710038,4.8263235,0.07294458,0,0.019416615,0,0,1,0,0,0,1
9.81,0,30000,0,100254913,1703060577,4700776304,860017644,2259667556,50110207,556034633,-562223346,234818539,124974790,2150141629,59.33,1,76.04,93.33,25,-4,0,-0.396911,0,1.3783679,1.3395374,1.8518115,1.3637339,0,0,0,0.5454793,0.8079653,1.6185869,1.4092631,1.6117849,3.3458276,0.43357375,0,0,0,1,1
71.69,0,8500,2,18235986,1.36E+11,82872838879,1.07E+11,18733281704,38289965000,35566931273,2137074864,6534071564,5588573104,78266613103,31.69,6,67.11,93.75,66.67,-2.702702703,0,-0.977082,0,1.3786579,1.2571962,2.499083,1.4549571,0,0,0,0.4296957,1.4512793,2.5059936,2.8492024,1.9757742,3.9759848,0.37276638,0,0,0,1,0
926,6.82,14900,669,5419150,22882521868,2138027307,13603801147,667970836,2011860000,8249588677,120800905,4335671709,4150870541,22108907456,65.16,2,73.77,93.33,100,-5.660377358,-33.33333333,-0.390416,0.8381694,0.3212029,2.1280844,0.16656768,5.7679954,0,0,0,0,1.7544186,0.054818958,0.22823067,4.2999554,2.5047488,0,1,0,0,0,1
395.96,0.5,13000,562,27585500,1.32E+11,1.54E+11,1.19E+11,32125659242,2515280000,1.34E+11,-1653868082,33237164279,28062281992,4.66E+11,39.48,6,84.96,94.12,100,11.76470588,0,-0.178494,0,0.8336745,1.4932646,0.54403484,0.5093242,0,0.033718407,0,1.1019161,0.8463706,0.102772206,0.6748447,1.2123259,2.6114388,0.8459679,1,0,0,0,1
11.4,0,12000,2,6782000,53379589779,17317601487,35212250175,1072333569,2720000000,28533778568,3158828954,11333906697,8452062736,98337397603,41.32,6,47.24,93.75,-175,0,0,-0.223257,0,2.6695132,2.7392504,1.9112412,0,0,0,0.26048362,2.6719987,1.8570989,0,1.5224553,0.6215664,3.2826285,0.8673184,1,0,0,0,1
105.14,2,10000,11,18900000,1.73E+11,38495118287,82655259031,681901355,1514250000,1.27E+11,-8678227,7567894510,7098591967,43278518433,28.73,6,74.77,95,60,-8.75,0,0.289021,0,1.3110167,2.4451373,1.1950932,0,0,0,0.005501194,1.9010497,1.7097255,0,1.1668319,1.1268133,2.806962,0.9816242,0,0,0,1,1
785.43,1.09,6500,832,11325610,23523514,13580785,15186959,5555349,4890305,6612405,8940,2064475,2406257,27959166,42.98,6,71.35,94.12,75,-5.194805195,16.66666667,0.086724,0.4353042,0.7237928,1.8668954,0.6081161,0.34969217,0,0.11921157,0,1.2303128,0.9481233,0.044598702,0.31828704,1.3696246,2.8280687,1.0529838,1,0,0,0,1
848.5,10.87,33000,1544,10429232,22593814919,58667060228,7676482933,17937153954,4649464500,-2.90E+11,17916749900,-9506668082,3014576074,16871613646,13.56,5,76.27,70,275,2.816901408,0,-0.491047,7.4900417,0.95843065,4.6677995,3.695593,0.66638625,0,0,0,1.7619458,4.5474105,0,0,0.032895688,0,0,1,0,0,0,1
539.1,33.5,20000,563,4034223,11883822296,415570868,3148817224,157393664,107187500,7472296208,22378068,1348278210,1107574632,6385012960,52.65,6,76.05,92.31,100,0,0,-0.435984,0,2.7868655,2.1426113,1.7873329,0.42393106,0,0,0.050318297,2.3433318,1.3720893,0,1.7651045,0.66925406,3.572614,0.6540272,0,0,1,0,1
2001,36.13,26000,1598,21977166,5646685825,8010768755,15496662512,429125912,8349900000,-31940805263,181753956,-454001430,-2249956752,13047733322,4.33,6,76.42,93.75,133.33,0,33.33333333,0.159932,0.9271013,2.2310483,3.5044224,0,0.5531203,0,0,0,3.4922488,2.758086,0,0,0.6004029,0,0,1,0,0,0,1
342,7.7,100000,984,5861404,316354,335905,338838,127099,4253,126138,47263,65371,34384,811123,40.64,6,78.89,64.71,210,0,0,0.259175,7.7373347,0.70974445,4.9638553,4.12169,0.77005297,0,0,0,1.664191,5.030032,0,0,0.27302468,0,0,0,0,0,1,1
55.28,1.69,6600,489,5243700,19912784247,8163063103,10102340490,5308415635,941670000,10255276695,-3720387,3467955659,2286072432,22107182072,45.84,6,51.2,92.86,0,-6.578947368,0,-0.525445,0,1.9537168,2.869333,4.597419,0,0,0,1.9899938,0.71401215,1.5179561,2.2047255,0.8180053,1.0004423,3.8480284,1.0596087,1,0,0,0,1
771.73,3.86,10100,665,2660910,15972855405,1144545980,4397252236,383260000,1126000000,7773401147,7141377,1310470467,1042847459,17125005407,42.77,2,57.73,92.86,100,-5.194805195,16.66666667,-0.178494,0.43356183,0.72588164,1.8951733,0.5639778,0.2708583,0,0.11108093,0,1.2697504,0.9748834,0,0.3531445,1.3730989,2.7980695,1.0451291,0,0,0,1,1
979.06,4.07,12000,931,3531115,13594118551,18827281455,5457129464,11039984027,1576790500,8008269890,1203308545,271908733,-589288559,8712730578,22.31,1,48.09,93.75,175,5.479452055,0,-0.336614,0,1.0123382,2.6351798,1.4073094,0,0,0,0.09406849,1.7234628,1.8992115,0,1.1017225,1.3276819,2.8087988,1.0925618,1,0,0,0,0
256.3,0,6000,975,7601025,20767174803,30652400117,8457501380,3304836579,3193512500,18167976451,1924342298,2045350805,2132024795,25312913256,45.79,2,68.15,83.33,25,-5.194805195,16.66666667,-0.786255,0.44687632,0.7235749,1.8778932,0.5937724,0.32864293,0,0.116667986,0,1.2397207,0.9572603,0.02572617,0.3237708,1.3721622,2.8117561,1.0450511,0,0,0,1,1
771.42,3.4,7400,780,8077587,41297178608,22587975323,31064906800,11710582303,2400000000,19008770853,-299106025,8047733434,6541201117,1.90E+11,59.42,2,70.86,93.33,100,0,0,0.480422,0.08426885,0.70277137,1.6712793,0.6285624,0.40006667,0,0.07912837,0,1.1084795,0.8357314,0.2317113,0.53346175,1.367375,2.9302688,1.0747515,1,0,0,0,1
559.02,74.32,18500,621,9864110,10603023100,32455585920,9469644818,10148088813,3623160000,14500761122,5316954267,8104723132,6638491880,21337812167,45.3,2,81.38,93.33,100,1.408450704,0,-1.238611,0,1.6461716,3.0377703,4.5847855,0,0,0,1.9954717,0.69496816,1.7617106,2.1849356,0.8716959,1.2015609,3.8957574,1.2010278,1,0,0,0,1
74.53,0,17000,5,6315256,20071117255,19815213544,16890526268,1533278474,2436628000,1875245606,0,3600186721,3411670347,22965462438,42.56,2,64.31,93.75,-166.67,-3.797468354,8.333333333,-0.010024,5.7275705,0.8434538,2.6500657,1.9111043,1.846957,0,0.70131195,0,0.058406807,0.6188793,0.76695246,0,0,0,0,1,0,0,0,0
1179,7.29,42000,835,4621921,8022438801,1225005744,618360427,12524575030,1990998500,-35829931447,2160202860,-2072814787,-2050964482,34177241,36.07,3,55.43,93.33,100,-6.666666667,50,-0.332616,0.49040812,3.1771204,4.375316,0,1.1795039,0,0,0,4.5233893,3.7408996,0,0,1.0376966,0,0,1,0,0,0,1
51.68,0,6000,770,9435500,9199370588,2107141619,1611143800,1311870502,3970670000,4412709052,118853,303613009,272994941,4200487967,32.85,1,61.85,95,-80,1.408450704,0,-0.644337,0.61338514,0.087835014,2.0522618,0.35949722,1.4013314,0,0,0,0.8785006,1.5521662,0.1788196,0.34298107,2.3395925,2.8540466,0.795377,1,0,0,0,1
1115.44,8.17,16000,2140,8650735,7579735572,2847940217,1932495983,1521996989,3656897500,0,-26635033187,-1713494359,-1627684107,979078233,28.83,36,69.22,80.95,243.48,1.369863014,0,-0.610021,7.564079,0.9046414,5.1285863,4.1142926,0.35981625,0,0,0,2.0337565,5.246763,0,0,0.2189023,0,0,0,0,0,1,1
1526,8.7,18000,779,4886005,13834872036,10957169331,12133597211,8160478079,2185502500,-6037102069,89134656,1054035431,844745812,18399628060,39.76,1,45.18,94.12,173.33,-1.123595506,0,-0.599162,0.21561536,3.164304,4.6856394,0,0.8054084,0,0,0,4.497028,4.332798,0,0,1.3858688,0.048972458,0,0,0,0,1,1
330.36,0.5,14000,2,10178456,31858476409,2807392082,3126633618,886630737,4047100000,19324819061,1521829679,4056476546,4524761655,15603637419,46.09,6,57.06,94.12,0,2.777777778,-16.66666667,0.167365,0.519511,0.23004219,2.0641327,0.3397236,1.1985669,0,0,0,1.0044028,1.5173413,0.029190224,0.31704476,2.1833231,2.7314248,0.7879933,1,0,0,0,1
1402,3.69,12500,1774,9776917,6370436270,3309072509,4374937785,1804005023,4373458500,-22066422774,21193530243,-2243590701,-7750471697,1931849944,38.08,3,52.32,93.33,100,4,0,-0.616845,0.7551032,2.0531137,4.403492,0,2.376865,0,0,0,3.2476983,5.058043,0,0,2.5019233,0,0,1,0,0,0,1
202,0,20000,813,8191416,14121014674,22284594463,4891354464,8722541055,3436508000,-3390267180,-64332897,482219719,825907099,9199702711,23.93,2,40.79,82.35,-80,-2.702702703,0,-0.297427,0.54834193,0.3281907,2.123131,0.3647314,1.2508856,0,0,0,1.068364,1.5910995,0,0.29101765,2.1610434,2.7058115,0.7156337,1,0,0,0,0
1545,17.64,15000,2055,6248519,36549023969,8995728471,6505581478,13191571537,2494259500,-10273648741,462934924,2055057036,2045801235,21741780397,0.32,1,53.16,93.33,233.33,-1.162790698,0,-0.163181,1.2210026,1.904221,3.5163634,0,0.66102624,0,0,0,3.3778582,2.826673,0,0,0.8027793,0,0,1,0,0,0,1
423.83,22.6,13200,306,4113248,15690115753,10970354238,7096298048,3522820883,1851888000,7244164654,127541099,1571328898,1370776038,11326371298,20.85,1,23.2,93.33,100,1.408450704,0,-0.259449,0,1.6669954,3.040041,4.607764,0,0,0,2.0056162,0.6919644,1.7592542,2.1944666,0.87354547,1.1916826,3.897172,1.1897607,1,0,0,0,1
426,6.3,7200,800,34500000,27018784687,38220553013,44062697678,123799373,15200000000,-17611684351,2184920400,6641705735,7163376505,37498936328,58.78,3,63.16,93.75,100,2.702702703,0,-0.376657,1.1116911,0.3197806,2.2982273,0.36339474,1.8620763,0,0,0,1.0082239,1.9036307,0,0,2.3782187,2.4106414,0.27110174,0,0,0,1,1
643.7,24.4,15000,657,10969920,27113768673,14942043852,13524728359,483694709,4631360000,6531715887,16884313570,1878997667,1929682988,18040053709,69,1,88.63,84,205.88,0,0,-0.343809,7.877058,0.9570953,4.9427514,4.3321447,0.66286886,0,0,0,1.6667174,4.799047,0.08222821,0,0.00766312,0,0,0,0,1,0,1
1,10.27,20000,779,6653267,35147754347,7158981758,10903339426,4122706236,2811633500,1839963937,10703355,1035027842,966709424,13460898045,34.38,6,60.75,94.12,100,-5.333333333,0,-0.178494,0.30988085,0.31742388,1.70988,0.18965682,0.95249563,0,0,0,0.9604044,1.1140873,0.08679192,0.4161802,1.8953315,2.7230933,0.8852994,1,0,0,0,1
430.31,20.7,25000,328,16591014,52129394735,41950689819,27120839554,6941044915,6295507000,38620417100,2483775827,19746131463,14481565495,86609301204,32.5,6,65.16,94.44,100,5.970149254,0,-0.54666,0,1.1861279,1.6151508,3.2545695,1.0678288,0,0,0.2768944,0.16728401,1.8646505,2.8979225,3.100797,1.9285722,3.7844467,0.33290812,1,0,0,0,0
1442.95,12.11,16000,1845,8425772,13410454427,2276465754,1460655986,540905159,3388886000,-27653294517,406217053,-566087802,-442247838,3347118735,18.87,3,55.81,93.33,200,1.162790698,0,-0.982162,2.8855276,0.9518985,2.6459951,0.36833477,0,0,0.43236017,0,1.9245194,1.3206075,0,0,0,0,0,1,0,0,0,1
1,19.6,10000,1201,15584500,6876454292,5340436290,3768252250,1228864183,6427500000,-5422904730,6215178879,-838185670,-778378673,3801754116,60.73,2,62.94,93.75,150,7.142857143,0,-0.415223,0.7281776,1.8687713,4.4409018,0.21654555,2.8660479,0,0,0,2.9114451,5.533133,0,0,3.03676,0.15520354,0,1,0,0,0,1
190.16,0.53,25500,208,3561724,7287360765,1325906260,471570139,599262224,1416192500,-4304036338,-9885320,-762259604,-718316314,2198387857,50.8,1,65.52,93.33,100,-4,0,-0.372395,0,1.728107,1.1077538,1.7830907,1.6056557,0,0,0,0.59915334,0.6504006,1.6776373,1.655979,1.5196457,3.532677,0.30617195,0,0,0,1,0
958.6,37.1,14000,1043,11251000,23607649585,24736544460,4948305491,5679242919,4750000000,13732067744,66867774,1098021456,1742824794,11563289912,46.94,1,79.31,93.75,228.57,0,0,-0.361095,0.101358674,0.9883209,2.2488487,0.80821353,0,0,0,0,1.6752031,1.3396707,0,0.67969346,1.3480048,2.9178693,1.1493427,1,0,0,0,1
386.96,26.6,3200,328,91190476,94063023,11536315,40411023,0,25984204,39496077,-291964,22489729,17739946,95460854,35.09,6,67.1,94.12,100,0,-16.66666667,-0.686402,0,1.1219978,1.5207615,2.8447313,1.0828642,0,0,0.0196603,0.31741986,1.695997,2.707564,2.8941078,2.0635624,3.8647065,0.44027248,0,0,0,1,1
345.68,13.28,2500,397,9340922,11024463731,4308062850,2903849655,1851310072,3580600000,6977415558,0,407766334,371804076,5919398041,64.47,6,68.89,93.75,100,-12.98701299,0,-0.46686,0,1.6149728,2.3372421,4.2604303,0,0,0,1.2244792,0.5532105,2.273359,2.5783546,3.0989168,1.1568877,3.7982898,0.66862464,0,0,0,1,1
217.63,4.07,59000,65,36634063,8.59E+11,4.53E+12,2.08E+12,2.58E+12,58846000000,2.91E+11,-1300884247,49175184951,18589479980,5.89E+11,37.8,6,68.51,93.75,100,-6.666666667,50,-0.311868,0.5084205,3.1231132,4.3408065,0,1.1783401,0,0,0,4.4764876,3.7132432,0,0,1.0445588,0,0,0,0,0,1,0
79.33,25.9,29800,34,14286000,2.65E+11,2.94E+11,2.96E+11,40304465294,50000000000,9196834195,20308787241,5737241108,4542054543,1.84E+11,70,6,76,93.75,27.27,-2.43902439,0,-0.428599,0,1.4555368,2.490633,1.1974732,0,0,0,0,2.0057268,1.7181302,0,1.1925125,1.0805187,2.8447769,0.97639173,1,0,0,0,0
7.1,1.65,30000,8,10507767,74856956727,4302897983,93097323093,4610177245,4635370000,-2.41E+11,0,-13424330409,-21760186203,2976258789,13.86,2,61.72,92.86,-280,-5.747126437,28.57142857,-0.192395,3.2426715,0.5462534,1.9507562,0.27243584,0.7537235,0,0.7459152,0,0.86895007,0.48988852,0,0,0,0,0,1,0,0,0,1
13.1,0.24,12000,130,17154696,16575008,29768191,13081435,1420181,7341348,0,-38949032,-224979,-472312,8155222,47.94,36,71.45,68,-112.5,0,-7.142857143,0.050323,6.2021074,0.57400995,4.2665086,3.2006655,0.043055527,0,0,0,1.6729954,4.0339904,0,0,0.41530395,0.79059136,0,0,0,0,1,1
42.89,0.95,5100,46,4621148,20229853887,1929553496,13840258719,5170010649,1407875000,1043743808,363866964,852223301,1141978573,21456642734,21.56,1,23.76,93.75,100,0,0,-0.178494,0,1.6864855,1.6516653,3.135239,0.5496721,0,0,0.5845744,0.4965201,1.5267755,2.2727168,2.6110108,1.2569768,3.532087,0.33931038,1,0,0,0,0
24.76,0,13000,92,5822956,11100322964,14188133652,2625702592,7994477298,2602478000,-2746735171,998587732,2115785019,2597999611,11163399101,27.86,2,39.67,94.12,-75,1.388888889,0,-1.04847,0.5988813,0.46427956,1.9711926,0.35151088,1.3042837,0,0,0,1.0314441,1.3767321,0,0.15416318,1.9927925,2.6358273,0.6447433,1,0,0,0,1
64.19,3.2,21000,11,17377619,47670964784,9300364726,8818614060,2040042106,1300000000,44812673344,0,12864818837,10076011037,29412788992,0.86,1,53.6,93.33,0,-1.149425287,0,-1.201177,0.81531835,2.3281286,3.591848,0,0.65187585,0,0,0,3.5999706,2.8659656,0,0,0.7358477,0,0,0,1,0,0,0
640.8,27.4,6500,1039,13500000,16870877277,646419614,595138367,978598749,5000000000,10642076378,301483397,2389261589,1877636903,5057277096,74.07,1,74.83,93.75,300,5.128205128,0,-0.546107,0,2.4430273,2.727082,1.6414385,0,0,0,0.20872411,2.6227694,1.7929237,0,1.216653,0.60494,3.032531,0.86503357,0,0,0,1,1
754.6,35.9,30000,1154,2136300,10890798166,2952773979,1132235374,653727786,212730000,7972001304,-2831220000,2112492249,1605145760,8168614077,44.2,1,44.62,94.44,266.67,-1.265822785,0,-0.481183,0,2.8261755,2.8524852,1.9538138,0,0,0,0.27342275,2.82827,1.9186661,0,1.5212709,0.50064,3.2981176,0.8222154,1,0,0,0,1
1800.47,37.14,16000,1265,16378260,58349783101,4438641337,10263915580,373970269,1431826000,50000308022,298117967,24494754918,17297237363,1.02E+11,70.54,6,82.87,94.12,200,2.702702703,0,-0.126491,6.2938256,0.65994394,3.781217,2.652225,1.2070047,0,0,0,1.1032648,3.4186928,0,0,0.061054513,0,0,0,0,0,1,1
1,5.32,4000,1216,10378000,28629158,27609373,24468962,7525155,3850000,11116340,1057858,1015645,689868,22811185,74.2,6,74.95,94.74,100,-5.333333333,0,-0.402472,0.4664682,0.10069599,1.7813458,0.23710626,1.113839,0,0,0,0.82611835,1.2357639,0.22192764,0.3712354,2.0826135,2.706231,0.8601366,0,0,1,0,1
621.48,3.43,23000,1116,3630800,9712046534,1992213051,1901035058,928282318,1454900000,-3455741115,0,-1226973650,-1656521744,4723394345,26.36,1,63.3,93.75,100,-5.194805195,0,-0.05952,0.34420627,0.42972973,1.7116573,0.39547732,0.4356057,0,0.059530012,0,1.0310094,0.9654593,0.06480482,0.3926215,1.4980862,2.655035,1.0196434,1,0,0,0,1
1716.98,10.69,15500,1636,5918890,30045614488,19406036632,7111502230,16257668793,2444445000,15019101820,680185821,6288212703,5792009387,41424950659,0.17,1,44.4,93.75,100,2.816901408,0,-0.162167,5.7448707,0.58091575,3.2928588,2.129045,1.6349444,0,0,0,0.80049676,2.7191195,0,0,0.18877639,0,0,1,0,0,0,1
124.3,0,7300,1,10731366,31176968775,11858980395,10721822458,4276239438,4320683000,-6747857799,485601702,5851957099,4850951800,36224562020,6.54,4,47.24,92.86,0,0,0,-0.89768,0,1.0000572,1.7749288,2.1348228,1.0983156,0,0,0.20276777,0.4601201,1.1332979,1.6508261,1.2121525,1.7863805,3.2691877,0.608524,1,0,0,0,0
197.55,12.91,30000,90,6044583,8684124507,8572894087,44299397863,816993865,2220845000,0,-61589708987,3690857983,-1200609928,3043680004,5.94,1,62.39,93.33,100,0,33.33333333,0.287268,1.1487905,2.1232743,3.576451,0,0.5578803,0,0,0,3.4887424,2.8468637,0,0,0.5847331,0,0,1,0,0,0,1
1,19.39,6800,888,8969539,14165853271,10913041914,7154276363,4555619763,3763769500,9549900644,14909535,5342680932,4160232247,32614660282,42.22,2,70.12,93.75,133.33,3.773584906,0,-0.346723,0.60198987,0,2.309189,0.11495175,4.375142,0,0,0,0.27696058,2.7673206,0,0.42573082,3.758318,1.7490911,0,0,0,1,0,1
75.03,1.33,5500,36,6222125,24107473968,65040454465,25398925879,28000578222,2271062500,20150224678,1517780054,2412466224,2523581056,29388902546,50.25,1,54.24,92.86,25,0,0,-0.178494,0,1.6976315,1.6567522,3.142511,0.53860486,0,0,0.590384,0.5059431,1.5305748,2.2732573,2.6320705,1.2497218,3.5453548,0.34310696,1,0,0,0,0
1587,39.1,15000,6762,8553491,3155863225,2757952580,1185776379,1314294171,3751745500,-26193324421,416841157,-1228088399,-1235744069,749858679,30.12,2,67.66,93.33,200,2.272727273,0,-0.027253,0.30217335,3.3809507,4.5752153,0,1.0189542,0,0,0,4.7180333,3.954315,0,0,1.0804347,0,0,1,0,0,0,1
749.57,10.83,6100,930,14763600,61311490767,25258827049,26788270123,10641899677,6025000000,11333767320,18075000000,9041041534,10641131529,1.03E+11,64.28,6,67.4,93.33,100,0,0,0.140557,0.12987939,0.69955885,1.7105514,0.5952113,0.35000774,0,0.08601481,0,1.1905719,0.911127,0.14036925,0.5215314,1.370653,2.9358969,1.1070889,0,0,0,1,1
16.67,7.5,3000,281,20401568,22093446579,44104708608,11860180201,1072878396,8399270000,39543313779,1669447309,14106926569,11365548875,57416624303,62.21,6,68.27,90.91,-60,-2.777777778,0,0.293629,0,1.3572787,1.8034105,3.3117816,0.54828787,0,0,0.5874877,0.33315197,1.7750777,2.4697247,2.6209872,1.4952415,3.4398267,0.36389804,0,0,1,0,1
765.86,9.26,4800,630,20771000,24269265,24563556,21562168,2132104,7707500,11741168,0,215154,349843,21826468,56.95,2,65.94,70,260,-5.479452055,0,0.07925,8.267823,0.74718153,5.1458573,4.577491,0.46814486,0,0,0,1.6377481,4.8774343,0.19115765,0,0.04860913,0,0,1,0,0,0,1
86.41,3.15,40000,18,10097421,20884874416,4031136195,1885313328,663583717,4280710500,-62995222995,2786401,-10819917721,-10826659503,0,34.2,3,48.94,92.86,66.67,1.388888889,0,-0.504448,0.5748701,0.5351584,1.8880388,0.2443051,1.4281659,0,0,0,1.0508361,1.298729,0,0.12550132,1.9857165,2.6779263,0.6248486,1,0,0,0,0
86,74.52,6200,12,7220780,18663291947,10739446506,10008527972,3701775218,2868790000,9401027059,305473349,1137246068,672313389,18148522663,12.42,6,67.6,95,70,4.109589041,-11.11111111,-2.061751,0,2.5807102,3.1988473,5.4887614,0,0,0,2.477327,0.9117188,1.6473707,2.363387,0.9502621,0.4926305,3.9885242,1.0464537,1,0,0,0,0
719.26,38.04,33000,664,9834640,40812990,23128407,17572006,11798331,3917320,25397323,494582,14178184,10679155,45342775,61.08,6,61.9,93.33,160,0,0,-0.546066,0,2.6891873,2.7927277,2.0223758,0,0,0,0.2980119,2.6590915,1.9481735,0,1.5131501,0.6269295,3.256293,0.8341659,1,0,0,0,1
1,21.6,13000,1397,3465288,13655012240,7489773246,3613208744,741185627,1372144000,12142901580,75637162,1865119406,1677938746,13045678323,56.09,1,79.21,93.33,100,1.388888889,0,-0.383929,0.5456779,0.5728772,1.9028227,0.23799637,1.4423605,0,0,0,1.0868363,1.3151925,0,0.13479273,1.9847863,2.698612,0.6260549,1,0,0,0,1
3.77,0,4500,174,5361500,4994507201,15153090851,3241509204,8692747323,2397500000,1966113298,-36738417,-319067410,2674625172,6940682426,34.1,1,37.85,92.86,-200,-2.777777778,0,-0.979169,0,1.4595312,1.765485,3.2750092,0.52595747,0,0,0.5735871,0.39704815,1.736526,2.4155087,2.6462278,1.4249691,3.4554005,0.345715,1,0,0,0,1
745.56,10.84,20000,804,6370000,32306050141,22585836402,23400051029,14227497100,2500000000,14648801168,-45754774,4518954226,3431153096,33236692182,61.97,6,69.86,93.33,150,5.479452055,0,0.100361,0,1.0355558,2.626621,1.37165,0,0,0,0.0826929,1.7558274,1.8759896,0,1.1030245,1.3407831,2.8560374,1.1081538,0,0,0,1,1
