단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,대표매매감정점수,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,Growth,Infra,Protective,Sensitive,등락율_이진
155.74,0.6,16000,239,10000988,26635553253,9816393656,13332532585,16611516688,4279494000,-25374410440,27602814076,-3633759729,-3801868433,11230711680,31.97,12,65,70,0,0,0,-0.542964,7.067298,0.9056866,4.8231606,3.65138,0.2752636,0,0,0,2.0101473,4.8711934,0,0,0.17862518,0,0,1,0,0,0,0
1520.08,8.43,16000,1311,10540000,11582949409,27642054666,6943072596,8051368361,342000000,40889913205,3244330198,-14142263265,-8481198407,5056493961,37,1,66.41,93.75,214.29,-1.315789474,0,-0.396737,7.284369,1.0211476,4.2781787,3.4508278,1.4075568,0,0,0,1.3224808,4.033894,0,0,0,0,0,1,0,0,0,0
751.39,10.75,40000,771,8767055,43090627637,20045734280,31194800122,6197643650,3300000000,7822951255,0,1152978862,944061703,8476420249,51.33,6,64.2,93.33,100,1.162790698,0,0.098914,2.7619438,1.1521076,2.74836,0.32481253,0,0,0.41395304,0,2.1379156,1.3800411,0,0,0,0,0,0,0,0,1,1
437.68,0,9000,681,4119655,34526414822,12802556645,21743649839,6208571836,1744827500,12475018698,558235931,1884343309,1507611621,13249623767,32.77,1,33.5,93.75,100,-2.53164557,-14.28571429,-0.310296,0,1.9836344,2.4856062,4.128049,0,0,0,1.2658497,0.9862961,2.0625236,2.0903525,2.6466682,0.95367116,3.904353,0.79483765,1,0,0,0,1
24.81,0.4,35000,3,7986521,43101594309,3294319857,16121886211,1517136843,3178975000,-1.13E+11,453737428,21523263919,-1.14E+11,81590904025,41.32,1,67.2,94.44,-65.77,0,0,0.108408,0.31045753,0.7142652,1.8208771,0.6199888,0.3358732,0,0.10027671,0,1.2260976,0.9468234,0.07356912,0.38129148,1.3579621,2.8820221,1.0999212,1,0,0,0,0
15,0,4000,173,11490000,9922869295,61961284122,18796401586,25696961728,4200000000,18305985184,-1338441,9127196461,7062472352,27486410874,69.63,6,77.37,92.86,-200,-2.777777778,0,0.792692,0,1.3762653,1.7958348,3.2999086,0.54249233,0,0,0.58453256,0.34645432,1.7627054,2.4548542,2.6223657,1.4799697,3.440706,0.3619323,0,0,0,1,1
558,13.3,14300,1026,6750733,16969033016,10118684740,6772164774,4887600000,2506201000,8451383405,0,8500275468,7406092758,38351960540,73.51,6,75,93.75,100,1.234567901,0,-0.354573,0,2.650041,1.5837033,1.9618857,0.97380185,0,0,0.14535931,1.5399182,0.81392825,0.7427878,1.4187558,0.67829114,3.31506,0.2819017,0,0,1,0,1
28.35,0,40000,5,12638949,31754512985,17297016934,10436491666,24341784779,5656974500,-96902159026,18629597893,-7789035131,-12323339807,10117870112,42.4,3,74.4,93.75,0,1.162790698,0,-0.067391,2.8855276,0.9518985,2.6459951,0.36833477,0,0,0.43236017,0,1.9245194,1.3206075,0,0,0,0,0,1,0,0,0,0
1457,5.6,21000,1102,10831450,10582227742,2255725214,12194192281,680146068,897745000,-25241964699,865507517,-7064232026,-7284592717,739685001,35.26,1,61.89,94.44,133.33,7.142857143,0,-0.116076,0.7600737,2.0862327,4.5475,0.09727322,2.8057714,0,0,0,3.1680546,5.503058,0,0,2.7599957,0,0,1,0,0,0,1
47,0,13000,8,19066690,34201527896,11878899081,13014183743,16192648665,100000000,13465703393,1380412895,3317782722,2001405588,25661505577,48.6,1,61.32,92.86,20.69,12.72727273,0,-0.317128,0.3580172,0.07580575,2.6074617,0.18284038,3.7257833,0,0,0,0.746308,3.562443,0,0.49685988,3.6000922,1.271363,0,0,0,1,0,0
1428,8.76,25000,1190,4108796,24483506497,3620481224,1267356949,1251200834,1845398000,19559998485,0,207097803,233189183,2682570048,35.94,1,70.09,93.75,200,-6.666666667,50,-0.04601,0.5084205,3.1231132,4.3408065,0,1.1783401,0,0,0,4.4764876,3.7132432,0,0,1.0445588,0,0,1,0,0,0,1
58.8,0.17,60000,33,6225058,27311416249,3936323284,39966063421,43566810982,1031298500,-59654516761,1412852494,-11848308518,-7051754437,0,23.26,1,39.71,90.91,-100,1.388888889,0,-0.456792,0.5669503,0.5473657,1.8930854,0.24045733,1.4366914,0,0,0,1.0627059,1.3042158,0,0.12813202,1.9879602,2.6860852,0.6240893,1,0,0,0,0
190,11,15000,46,6987800,29408504302,29935128511,9634831976,18783609427,2978900000,16855537662,1711389103,7548473769,5412302482,40518812202,35.05,2,55.8,92.86,0,1.19047619,0,0.399398,1.7788155,1.1723192,3.313475,0,0,0,0,0,2.8618464,2.7515206,0,0,0.79729074,0,0.010489961,0,0,1,0,1
557.47,8.3,17700,754,7366090,29113475691,5917272119,7689183089,473080000,2924110000,22245135741,157107380,4341969018,2598035979,9715768879,54.5,6,63.62,94.12,100,-4.87804878,0,-0.51352,0,2.7113569,2.030041,1.9177188,0.5367127,0,0,0.1284141,2.0637345,1.2504907,0.27304634,1.6671063,0.6971937,3.4528706,0.5446199,1,0,0,0,1
582,0.11,19000,1709,10650189,16564958212,30371245149,14439601279,10873516398,920818900,-23361800914,455179300,176442923,286239267,41854695636,25.89,2,66.18,71.43,100,0,0,-0.353585,7.9040728,0.7207204,5.035106,4.2821374,0.73228717,0,0,0,1.6582212,5.068361,0.013896447,0,0.25320628,0,0,1,0,0,0,1
1,22,33000,1386,4871300,31669729335,31468583290,25429871212,14160970626,2300653000,8569714339,-617114682,4163414051,4762231101,23710325934,0.23,1,55.25,93.75,120,11.29032258,0,-0.538813,0.31483617,0.2524775,2.4672084,0.017421871,3.1771464,0,0,0,0.8931431,3.2046466,0,0.1929367,3.1431613,0.9583925,0,1,0,0,0,1
53.95,0,10000,1239,5280500,45979392135,22231554851,33433758035,14559179322,2080000000,10504627306,123536673,4334022751,3051378835,34987493123,47.34,6,50.77,94.12,20,2.53164557,20,-0.178494,0,2.5730882,2.6575654,1.8778672,0,0,0,0.18856661,2.5016685,1.7937983,0,1.4729966,0.72706157,3.305595,0.797573,0,0,0,1,1
977,3.5,30700,464,5358683,28261788906,26198944911,17688190583,4268756309,2190055000,8182571382,-65664922,4938397387,4232572949,17360435368,31.9,2,54.2,94.74,100,11.29032258,0,-0.686466,0.29916808,0.2610819,2.459066,0.026868261,3.1828442,0,0,0,0.8912489,3.210345,0,0.21000113,3.142471,0.96207577,0,0,0,0,1,0
1,22.74,13000,2686,12367923,25805230833,41124619364,24396121450,14777223483,4896461500,13928403698,254713492,7109202493,5630178736,46809410956,64.32,6,75.82,93.33,160,3.529411765,0,-0.00231,1.7398726,1.1230872,3.206642,0,0,0,0,0,2.7524083,2.6520462,0,0,0.7871688,0,0.057758164,1,0,0,0,1
356.75,54.5,15700,681,6673848,24554270225,18606423083,13393906614,1921867000,830000000,26355924294,658995400,2578538084,2226918761,17488601802,51.51,6,67.83,94.74,100,1.408450704,0,-0.178264,0,1.6800636,3.050538,4.6314287,0,0,0,2.015936,0.69117,1.7655902,2.200794,0.87894034,1.1847341,3.8980174,1.1835083,1,0,0,0,1
980,4.2,13000,806,7206940,19634,5918,5387,6720,2985,7272,638,-1222,-862,11818,57.05,6,72.4,71.43,205.26,-5.479452055,0,0.060324,8.267823,0.74718153,5.1458573,4.577491,0.46814486,0,0,0,1.6377481,4.8774343,0.19115765,0,0.04860913,0,0,1,0,0,0,0
513.97,14.9,9000,1,9544940,13853894805,2093784783,3390891900,212928999,3795000000,6148858689,0,2662738590,2581737239,6252466845,41.9,6,54.95,93.33,100,2.53164557,20,-0.960705,0,2.705963,2.772925,2.0223606,0,0,0,0.283281,2.6329105,1.916157,0,1.4683138,0.6242098,3.2124648,0.78763956,1,0,0,0,1
1662,5.96,11000,590,10353956,13474457503,1624674713,3841619995,771788917,4110413000,-28537651988,127753544,828710631,795009400,9243251502,23.41,3,58.14,93.75,230,0,33.33333333,-0.052366,0.9271013,2.2310483,3.5044224,0,0.5531203,0,0,0,3.4922488,2.758086,0,0,0.6004029,0,0,1,0,0,0,1
111.05,9.41,10000,26,6595145,8495294589,872246185,6446132201,511567600,2624659000,-8470179502,1358883035,-820599525,-1899039453,16994279855,31.83,3,34.55,94.44,-260,1.162790698,0,-0.12078,2.7836647,1.1217482,2.727659,0.33548322,0,0,0.42208022,0,2.0983317,1.3603164,0,0,0,0,0,1,0,0,0,0
74.62,0,18000,159,4090000,26597554274,12283275535,1164320847,791340602,1833849500,17920828266,0,2909648319,621641791,11325257044,41.78,1,55.55,93.33,-62.12,0,0,-0.320821,0.0858758,0.69859594,1.6540469,0.63722736,0.42094257,0,0.08147594,0,1.0776343,0.806913,0.2604741,0.5194426,1.3656882,2.9191027,1.0620925,0,0,1,0,1
726,2.8,23000,181,3144610,11092,13201,12205,468,1327,-3086,180,-1091,-940,879,42.83,1,63.84,70,100,-2.666666667,0,-0.012761,7.633943,0.9549465,4.7807837,4.041921,1.0316893,0,0,0,1.5539131,4.678218,0,0,0,0,0,1,0,0,0,1
1,43.85,135000,606,33846192,367787924,452872695,229964391,388652140,13358096,-9802387,-89323,49754830,33169756,293995796,34.74,6,69.29,95.24,100,-5.797101449,0,-0.29316,0.50391465,0.14588818,2.7942834,0.14055958,2.91606,0,0,0,1.0926208,3.7567863,0,0.15418157,3.2143817,0.9673164,0,1,0,0,0,1
1163.2,0.19,24500,60,5037023,20447620,22017573,4076725,2214999,1998362,34396961,-226055,2486673,2807912,6197501,39.03,24,69.79,71.43,100,-2.777777778,-7.692307692,-0.46711,6.0239453,0.5277429,4.1766305,3.1230457,0,0,0,0.04688217,1.6266865,3.805624,0.022731358,0,0.40475705,0.9030298,0,1,0,0,0,0
462.19,7.8,18800,113,7671826,13786878513,23001661323,4243390328,6139991589,3068563000,11445025519,-35467877,6447579879,7901124847,11267172911,2.89,6,77.32,93.33,100,-3.658536585,20,-0.542143,5.2889085,0.6739004,2.4504433,1.717132,1.4909776,0,0.8552287,0,0.024308532,0.40401244,0.8226056,0,0,0,0,1,0,0,0,1
413.86,42.4,35000,423,30445200,1.23E+11,1.58E+11,69911845720,72261431259,11972600000,81475120103,31669234554,23250534111,16467642394,70643765420,36.02,6,85.89,70,183.33,-2.702702703,0,0.138566,7.066638,0.9755531,4.9812403,3.8111,0.40247953,0,0,0,2.0498314,5.149445,0,0,0.23054725,0,0,0,0,0,1,1
37.51,4.83,11000,117,14280614,65609947315,36375919546,31973017857,21898214605,1207692900,12522236708,0,7610576768,12114613391,80285397375,3.5,6,72.76,94.12,-103.7,-2.857142857,0,-0.144542,4.8124723,0.74662757,2.3630426,1.3400552,1.7995511,0,0.24331069,0,0.35180473,1.0735366,0.18134822,0,0,0,0,0,0,0,1,1
295.63,24.63,136000,45,66165000,192854,5767640,1911669,1273991,137844,1601530,4839,-203642,1904946,91278,74.93,6,79.93,93.33,100,-4,0,-0.587187,0,1.5504925,1.1731316,1.7751225,1.4820442,0,0,0,0.59310734,0.7183309,1.616279,1.5322355,1.5552998,3.4497905,0.37740862,1,0,0,0,1
651.5,48.11,190000,134,77377800,3.26E+12,2.26E+12,1.25E+12,2.64E+11,38688900000,2.83E+12,-1.51E+11,2.75E+11,2.02E+11,3.93E+12,22.58,6,63.76,93.75,100,-6.578947368,0,-0.178494,0,2.024256,2.803561,4.567279,0,0,0,1.9682574,0.7106565,1.4413753,2.2176924,0.8364773,0.94316727,3.8366742,1.0145146,1,0,0,0,1
33.2,8.7,16700,2,10059880,25358848820,17288160105,7461534448,1237033746,5000000000,24714315793,383004106,19558642362,15966108170,62786098080,59.64,1,62.27,93.33,0,1.234567901,0,0.175412,0,2.5751214,1.5738741,1.9263308,0.9884807,0,0,0.14659767,1.4774561,0.7885771,0.7751103,1.3599923,0.71772385,3.3182194,0.30378327,0,0,0,1,1
16.73,0.36,26000,2,14209804,1.04E+11,3.97E+11,79162369609,1.89E+11,71049020000,46416008644,1461566,23341716608,15156744462,1.69E+11,51,6,74.13,93.75,0,2.53164557,20,-0.410036,0,2.7039871,2.767274,2.0207732,0,0,0,0.28005505,2.6262517,1.9091892,0,1.4624654,0.62797385,3.2093945,0.7819401,0,0,0,1,0
1767,15,11000,2392,5557158,12478034356,5670549553,2010835833,1690708607,2209504000,4021792505,-53617280,182225063,1258837682,13557858486,9.57,1,64.47,93.33,145.45,5.952380952,0,-0.58296,0.37478638,2.87705,4.6699123,0,1.0265231,0,0,0,4.239799,4.491549,0,0,1.6212718,0,0,1,0,0,0,1
649.11,11.71,30000,1645,10585856,56206648490,37752043071,44596126800,2682599888,4267928000,42577006693,-164969820,8000270581,7223298574,72737982928,68.59,12,88.3,66.67,200,4.347826087,0,-0.464285,7.158857,0.8083971,4.574221,3.4955702,0.5166147,0,0,0,1.7185113,4.427131,0,0,0.12413807,0.08587811,0,0,0,0,1,1
601.54,0,13300,1002,3921000,33362191515,10968995482,21837933846,3021910748,1600000000,17656339428,215002975,3619229955,2714325859,41436578243,24.48,6,76.66,96.15,100,-1.25,0,-0.689229,0,2.1343596,2.663237,1.6349632,0,0,0,0.08172345,2.365852,1.8960363,0,1.5314014,0.9953072,3.342815,0.9761995,1,0,0,0,1
1670.9,42.37,35000,1724,0,13507038742,10378853595,6707864679,2531630122,2048387000,12074504491,0,5540032480,4422891976,33388663651,36.66,6,65.82,93.33,200,-3.658536585,11.11111111,-0.268859,3.2565393,0.65675837,1.8022215,0.30923223,1.2413095,0,0.8656245,0,0.620237,0.18768468,0.025057098,0,0,0,0,0,0,0,1,1
1325.79,1.3,10500,868,15111000,6149222397,2727127977,4657602967,0,1200000000,-2691813020,83355298,-990908981,-732699111,3160411860,13.28,1,74.27,92.86,100,-2.857142857,0,-0.435059,5.0864124,0.7381119,2.5625217,1.4491438,1.876726,0,0.058222122,0,0.43863854,1.3862422,0.06511906,0,0,0,0,1,0,0,0,1
1,25,6500,1104,50153846,17108009408,29608746665,18392769412,3857361695,20000000000,5268456206,-801831240,7806361322,6034564109,35942186926,71.2,1,72.76,94.12,214.29,5.952380952,0,-0.229934,0.37875122,2.8712552,4.660092,0,1.0674883,0,0,0,4.224992,4.491704,0,0,1.6348106,0,0,1,0,0,0,1
19.26,0.96,11000,207,7920191,20471325672,22441688828,10284908796,8844432286,3105565500,6975983304,633648,1445632196,717649732,14273267786,44.67,1,63.55,93.33,-75,2.564102564,0,0.107621,0,2.3013256,2.4800575,1.6869916,0,0,0,0.019963795,2.3651707,1.7835587,0,1.8218576,0.9553162,3.481121,0.90024924,0,0,1,0,0
26,12.99,5000,9,22231781,23519680460,1427238684,1561270790,1712367083,9701185500,-82655401706,4221115007,-4068060017,-3926648287,2000000000,21.54,2,70.87,95,-160,-3.658536585,20,0.205606,5.0363774,0.63309413,2.3958807,1.5451689,1.3971833,0,0.84434444,0,0.118079886,0.4014231,0.7226116,0,0,0,0,1,0,0,0,1
1,4.87,3100,881,20365160,6311779983,5225922162,1941133977,1913041001,8380080000,-45076634541,808449230,-2552549441,-2501845895,862165281,11.18,3,42.27,93.75,100,2.702702703,0,-0.617149,1.0118254,0.40848535,2.2616959,0.3593467,1.7719275,0,0,0,1.0658509,1.8454146,0,0,2.3002262,2.4208171,0.2962529,1,0,0,0,1
1,9.5,7500,942,38223653,1.09E+11,4.46E+11,2.58E+11,1.35E+11,18081826500,52516322334,3469315629,3216201907,2505289715,2.59E+11,63.88,6,65.08,93.33,100,-9.210526316,-40,-0.144503,1.2689807,0.16288999,2.329782,0.38584754,2.042594,0,0,0,0.8732466,1.9618454,0,0,2.525917,2.3925478,0.17102268,1,0,0,0,1
11.54,0,6500,8,4849390,20437162899,10445409752,9664183524,756907681,1800000000,18661481446,0,3281986228,3377291885,35431408351,57.9,6,59.4,93.75,-266.67,1.408450704,0,-0.688273,0,1.5440766,3.0226796,4.4617977,0,0,0,1.9299237,0.70148873,1.7713377,2.1330092,0.84872353,1.2681097,3.891244,1.2534801,0,0,0,1,1
588,36.65,25000,742,5645085,98157413283,1.29E+11,1.30E+11,24785837366,2151092500,39679489368,7001066149,24390510140,19626660876,1.66E+11,44.59,6,67.01,92.86,100,5.333333333,0,0.218244,0,1.5191509,1.8130884,2.025595,0.7997538,0,0,0.3167633,0.88529265,0.96644086,1.2181059,1.0580728,1.3314013,3.390099,0.65270275,0,0,0,1,1
81.31,1.04,8000,548,18494000,78076551656,16517608011,36087017365,7692580643,1411900000,49446057531,-93051465,13814258082,9712530233,73384486084,65.12,6,69.08,92.31,30,0,0,-0.459892,0,1.0742853,1.8148509,2.1936147,1.2050312,0,0,0.20316295,0.44119272,1.1661526,1.5970485,1.115769,1.7461191,3.129612,0.4809143,1,0,0,0,0
1,6.46,10000,1751,5455000,8100518421,11272205017,6440931381,2021311687,2212500000,7871789164,6851018,961770097,855846878,4666230391,41.45,1,42,92.31,100,5.555555556,0,-0.884197,0.5929067,0.99423516,3.750021,0.19553432,2.1015282,0,0,0,2.3022554,4.7145686,0,0.036025956,3.1694796,1.0700969,0,0,0,0,1,1
1,17.83,11500,1987,6115650,34107699326,55333258111,27581967600,28828311454,2417800000,26827896402,15433298,3617433535,2880283087,35724708021,53.92,2,67.54,93.33,100,-7.894736842,0,-0.100964,0.6878423,1.7367387,4.353734,0.25544024,2.788448,0,0,0,2.8136456,5.4705896,0,0,3.1501672,0.42321032,0,0,0,0,1,1
516.19,3.3,32000,816,15045670,97020008155,75247203638,34992323955,15915447196,6022835000,1.10E+11,-4251714135,10330714847,11074478805,69965791081,26.79,6,82.27,71.43,175,0,-7.142857143,-0.353849,6.1944184,0.63381904,4.248107,3.214924,0.009535927,0,0,0,1.6764374,3.9639359,0,0,0.33091167,0.775495,0,0,0,0,1,0
2269.68,38.66,50000,1207,11618219,54358167171,1.47E+11,46052831231,38821075308,4461824500,-1347706529,-505004063,7889081449,7366311105,46984122552,32.97,2,65.44,94.12,136.76,-5.747126437,28.57142857,-0.932346,3.2341814,0.55679727,1.8866551,0.30832452,0.9602267,0,0.77785224,0,0.7118529,0.3613633,0,0,0,0,0,1,0,0,0,1
10.71,0,35000,1,5624000,1.00E+11,64309481597,58202513258,1936441756,2400000000,77753392374,1158650987,17920829443,15953621290,1.02E+11,36.68,6,42.61,92.31,-183.33,2.739726027,-14.28571429,-0.706269,0.19983625,0.4979831,1.7223709,0.202808,0.83225006,0,0.014267817,0,1.0959176,1.0741619,0,0.4665302,1.7418923,2.7168036,0.87411064,1,0,0,0,0
187.7,4.5,11300,143,5200000,15987195294,21651585538,14191831912,2764364058,2064112500,4803829229,616501170,1953705076,1617757471,13348947140,33.18,6,45.06,93.75,0,-2.53164557,-14.28571429,-0.534638,0,1.8129886,2.5530453,4.097397,0,0,0,1.2459371,0.9296434,2.1807373,2.1145217,2.692085,1.05586,3.8891056,0.8381401,1,0,0,0,1
1,6.73,4400,2475,26489500,29540721732,25608488715,15440220629,838077165,624000000,37288078697,-732556381,5068648491,5399333244,78848221733,44.93,3,71.3,92.86,180,3.529411765,0,-0.540799,1.7590399,1.0102667,3.192453,0,0,0,0,0,2.71522,2.5030873,0,0,0.62393546,0,0.23219344,0,0,0,1,1
90.67,0,5700,640,3633000,19831473543,14098394447,13563458357,2240000000,1470000000,16287409633,0,1031645097,-293176115,22005481082,37.49,6,57.14,95.83,50,-1.25,0,-0.178494,0,2.2084816,2.6509006,1.654971,0,0,0,0.093053654,2.4022713,1.892602,0,1.5204355,0.9540496,3.3718915,0.9644996,0,0,0,1,1
836.68,36.36,15000,922,6777741,11319912692,14418000040,2696071833,1287391424,2748420500,18927939784,78089191,5187327835,2704537927,14549536200,67.74,6,68.9,93.33,144.83,2.53164557,0,-0.332457,0,2.2379618,3.1135077,1.9851103,0,0,0,0.33365086,2.6045532,2.2581775,0,1.5059547,0.8221604,3.1864998,0.97243196,1,0,0,0,1
8.89,26.5,3500,2,38832000,1.81E+11,3.42E+11,2.37E+11,1.34E+11,20516000000,1.09E+11,22506190029,25653893205,14823041303,2.82E+11,62.09,6,65.56,94.44,0,0,0,-0.872875,0,1.652241,1.6367702,3.1233425,0.5688157,0,0,0.54044837,0.4875844,1.5700004,2.287587,2.5959272,1.289389,3.4995801,0.3169691,0,0,0,1,0
1,14.8,55000,309,9267000,1.10E+11,11129781115,61267520435,1271328878,4170000000,53574886068,1047419389,3505219336,3191352220,15356642059,40.81,6,46.3,93.33,220,2.739726027,-14.28571429,-0.466759,0.14204797,0.564816,1.6831803,0.28675237,0.72812593,0,0.04444515,0,1.1163557,1.003898,0.007828571,0.4828621,1.6235546,2.7208111,0.91342145,1,0,0,0,0
216,10.45,16300,732,11335440,1.22E+11,2.19E+11,1.58E+11,39686121264,5337720000,75560908183,8300707035,24107384767,13556693426,1.82E+11,39.33,6,50.92,93.75,100,8.333333333,-12.5,-1.330744,0,1.4170591,2.8024259,4.1134305,0,0,0,1.5775963,0.67591786,1.8362391,2.1483724,1.2950208,1.3861325,3.8848276,1.1138294,0,0,0,1,1
848,1.8,13000,366,7770644,12454948474,8131370385,4414381797,4993688268,3198642000,-8276668690,0,-1447339818,-1340255340,6071501917,30.01,2,65.12,93.75,100,-5.797101449,0,-0.150784,0.7274358,0.09750613,3.2899542,0.39139098,2.479764,0,0,0,1.4117705,4.4591575,0,0.15554434,3.4119554,1.0898588,0,1,0,0,0,1
862.63,6.18,6000,580,8400000,72593397278,1.58E+11,87362292731,58601068402,3150000000,66797430521,14863538448,7279735149,4008050916,1.53E+11,56.25,6,68.99,94.44,100,-2.702702703,0,-0.034254,0.53181726,0.45320708,2.0688467,0.4223869,1.2279149,0,0,0,1.0723729,1.4687786,0,0.2342804,2.020113,2.6359088,0.66586185,0,0,0,1,1
1,5.41,20000,1176,7804083,3225514112,2542491806,1288945388,590897513,3222241500,-35206352967,190264268,-1355055467,-1307403584,954454556,23.28,2,55.67,94.44,100,12.72727273,0,-0.213699,0.28695333,0.24061108,2.6078753,0.2049799,3.570589,0,0,0,0.8616914,3.5823925,0,0.47943142,3.4943774,1.2200478,0,1,0,0,0,1
778.77,10.49,33000,818,9446889,11329961712,4272871106,1007381997,232744164,4082944500,-19065665323,275677955,-1390272355,-10345446758,0,21.38,3,51.94,95.45,133.33,-4.225352113,0,-0.302824,0,0.7810374,1.7295725,0.8319671,0.45430478,0,0,0,1.0872228,1.0796926,0.25044897,0.8090121,1.3360183,2.7562916,0.8875012,1,0,0,0,1
698.98,16.8,25000,808,7612607,13746719506,2165614591,20419834545,9275177351,2415221500,0,-44242140559,-859399890,-2038983483,3352346328,25.62,2,37.11,94.44,100,-5.194805195,16.66666667,-0.656546,0.3705531,0.71614534,1.9765519,0.58557725,0.10961826,0,0.06714037,0,1.3585006,1.0732771,0,0.43694395,1.3970966,2.8242202,1.1031079,1,0,0,0,1
1050.19,6.02,15000,1065,12739009,7794,2087,1757,3652,5385,-39393,1112,-3224,-3156,545,30.45,36,68.35,72.73,227.27,0,-7.142857143,0.021223,6.2435126,0.56297445,4.266872,3.1808076,0.07485297,0,0,0,1.6746899,4.04896,0,0,0.4080911,0.7537328,0,1,0,0,0,1
38.06,12.5,41000,7,136688120,1.81E+12,38154466990,1.02E+12,1.79E+11,1.12E+11,2.04E+11,-50755227031,10645201522,-1804190391,69947522276,36.82,6,70.97,93.33,100,-4.87804878,0,-0.178494,0,2.7674596,2.1337175,1.7998519,0.43050295,0,0,0.058086373,2.3076549,1.3698775,0.016398134,1.7409651,0.6780685,3.5500414,0.64284235,1,0,0,0,1
1,0.7,10000,1660,8158160,20221366202,26099030922,18679870257,4351703251,647916000,20543161129,-78067113,1271984130,1094439331,24138003507,39.8,2,75.68,78.57,100,10.76923077,0,-0.42003,0.8730924,0.11662334,3.5096076,0.46904448,2.3852909,0,0,0,1.5611919,4.6735964,0,0.1275415,3.5322304,1.2283511,0,0,0,0,1,1
69.46,0,11000,4,16861261,10986213686,17288128348,43764903679,3403043967,1441606883,-31808870401,381377004,-4824814263,-22911512005,19951558098,62.93,3,71.53,95.24,0,3.773584906,0,0.331106,0.5806478,0,2.4389598,0.14862864,4.1757774,0,0,0,0.35731414,3.1036284,0,0.47008976,3.7611923,1.5786483,0,1,0,0,0,1
1,20,17000,1147,42508362,4.06E+11,1.13E+11,3.81E+11,21708405600,19966110000,51697599804,-1433864116,45766308817,33957246969,8.12E+11,15.74,3,46.45,94.74,183.33,7.142857143,0,-0.263597,0.72169447,1.8491741,4.437835,0.22939497,2.8644156,0,0,0,2.895059,5.537986,0,0,3.069719,0.20527132,0,1,0,0,0,1
528,5.58,25000,953,5031515,26322420040,12295248289,1457537561,547122273,2129507500,-3351142655,676084065,-2435760639,-2238878013,1336388765,13.08,3,59.36,93.75,16.67,3.773584906,0,-0.004836,0.4940194,0,2.5421789,0.15961969,4.0726576,0,0,0,0.49658272,3.3605087,0,0.5059825,3.79137,1.4893645,0,1,0,0,0,1
157.55,0.64,11500,13,6751000,22593870527,24183209304,1144052038,386500000,2500000000,34050922923,814152461,2862451407,2698067816,7607722943,39.76,2,48.96,94.74,100,0,0,-0.341394,0,1.6882575,1.1452954,1.9958632,1.4516951,0,0,0,0.67059237,1.0002102,1.8980846,2.2028136,1.6702367,3.7525988,0.33835033,1,0,0,0,1
130.37,10.62,35000,3,14286000,1.83E+11,2.15E+11,60306250278,63054588223,2000000000,2.65E+11,3608134170,51306310392,53317628945,2.94E+11,60,6,68,94.44,0,-3.658536585,11.11111111,-0.23762,3.2346287,0.5656255,1.8793674,0.31957847,1.0271139,0,0.77745676,0,0.6807155,0.33823782,0,0,0,0,0,0,0,0,1,0
75.21,3.01,12000,1,13268034,12898820863,11473154229,3806369213,5109253256,5713003000,-78901368662,88644718285,-4603321664,-40915428995,5448790067,18.35,2,28.59,95.24,0,1.315789474,0,1.069484,0.22612184,0.47902834,1.7113724,0.3767305,0.33562303,0,0.056852587,0,1.1094297,0.9877493,0.000266504,0.47778544,1.4533393,2.6508129,1.0545512,1,0,0,0,0
1,12.38,27000,707,2992520,22034373845,2962465247,2275308980,40964400,1163300000,5661197958,2787837512,1112975414,1006420917,5501789867,59.35,6,71.13,93.75,100,-5.333333333,0,-0.891896,0.22443342,0.47585326,1.728097,0.19861716,0.8568893,0,0.007968007,0,1.0756354,1.0778285,0,0.44640616,1.767075,2.7145236,0.87258106,1,0,0,0,1
255.6,30.86,27500,360,6224444,41544060024,12862664288,5687913139,1087607140,2165000000,36278012543,9188191490,13956846684,10556720844,46348945863,66.09,6,67.54,93.75,100,-6.578947368,0,-0.026822,0,2.2069714,2.7602854,4.645951,0,0,0,2.0160859,0.72978437,1.3618244,2.248431,0.9087538,0.8035778,3.85291,0.9559008,0,0,1,0,1
1813,6.8,8000,1366,14836340,10812369114,1575135175,3614845875,148816683,6206120000,-22660766311,1043464533,-5515471027,-7737792622,4024884536,19.42,1,75.51,93.33,220,-2.666666667,0,0.233015,7.691619,0.9437776,4.87112,4.132028,0.9243257,0,0,0,1.6041684,4.784935,0,0,0,0,0,0,0,0,1,1
1724.66,26,13000,1751,12072009,3337434965,3195512561,4918537165,737952289,4889460000,-41008086423,1145544398,-2584052563,-2657623315,3607518734,1.22,2,65.83,95.45,133.33,1.19047619,0,-0.29316,1.799149,1.3947291,3.5410073,0,0.3401281,0,0,0,3.110482,2.956424,0,0,0.79672927,0,0,1,0,0,0,1
